store,category,name,price,product_link,common_category,product-link,image_url
al-fateh,biscuits---fateh,HILAL PANDA KAKE STRAWBERRY 30GM,Rs.30,https://alfatah.pk/products/hilal-panda-kake-strawberry-30gm,Snacks,,
al-fateh,biscuits---fateh,FF SUGAR FREE KHATAI,Rs.845,https://alfatah.pk/products/ff-sugar-free-khatai,Snacks,,
al-fateh,biscuits---fateh,HILAL BAKE TIME CAKE BAR PLAIN CAKE 33 GM,Rs.30,https://alfatah.pk/products/hilal-bake-time-cake-bar-plain-cake-33-gm,Snacks,,
al-fateh,biscuits---fateh,BISCONNI CHIP HOP CHOCOLATE COOKIES 156GM,Rs.250,https://alfatah.pk/products/bisconni-chip-hop-chocolate-cookies-156gm,Snacks,,
al-fateh,biscuits---fateh,INNOVATIVE HAVEN CHOCOLATE COOKIES 132GM,Rs.175Rs.195,https://alfatah.pk/products/innovative-haven-chocolate-cookies-132gm,Snacks,,
al-fateh,biscuits---fateh,PEEK FREANS MARIE FAMILY PACK,Rs.80,https://alfatah.pk/products/peek-freans-marie-family-pack,Snacks,,
al-fateh,biscuits---fateh,HILAL PANDA KAKE CHOCOLATE 28 GM,Rs.30,https://alfatah.pk/products/hilal-panda-kake-chocolate-30gm,Snacks,,
al-fateh,biscuits---fateh,LU PRINCE CHOCOLATE BISUIT 95 GM F/P,Rs.90,https://alfatah.pk/products/lu-prince-chocolate-bisuits-84-gm,Snacks,,
al-fateh,biscuits---fateh,BISCONNI FLARE BISCUIT 40 GM,Rs.40,https://alfatah.pk/products/bisconni-flare-biscuit-40-gm,Snacks,,
al-fateh,biscuits---fateh,FF GLUTEN FREE CAKE RUSK,Rs.945,https://alfatah.pk/products/ff-gluten-free-cake-rusk,Snacks,,
al-fateh,biscuits---fateh,FF DATE BISCUITS,Rs.599,https://alfatah.pk/products/ff-date-biscuits,Snacks,,
al-fateh,biscuits---fateh,BISCONNI DAY DREAM CHOCOLATE COOKIES 200GM,Rs.250,https://alfatah.pk/products/bisconni-day-dream-chocolate-cookies-150gm,Snacks,,
al-fateh,biscuits---fateh,TEA TIME CHOCOLATE 9X18 SP RS 20,Rs.180,https://alfatah.pk/products/cookania-tea-time-chocolate-cookies-36-gm,Snacks,,
al-fateh,biscuits---fateh,BISCONNI CRUX CRACKER BISCUIT HALF ROLL 40 GM,Rs.30,https://alfatah.pk/products/bisconni-crux-cracker-biscuit-half-roll-40-gm,Snacks,,
al-fateh,biscuits---fateh,NABIL DIGESTIVE SUGAR FREE BISCUITS 42 GM,Rs.245,https://alfatah.pk/products/nabil-digestive-sugar-free-biscuits-42-gm,Snacks,,
al-fateh,biscuits---fateh,FF BISCUITS ASSORTED 225 GM,Rs.595,https://alfatah.pk/products/ff-assorted-biscuits-300-gm,Snacks,,
al-fateh,biscuits---fateh,MALIBAN LEMON PUFF BISCUITS 100GM,Rs.295,https://alfatah.pk/products/maliban-lemon-puff-biscuits-100gm,Snacks,,
al-fateh,biscuits---fateh,MALIBAN LEMON PUFF NEW IMPROVED RECIPE 100G-BOX,"Rs.8,850",https://alfatah.pk/products/maliban-lemon-puff-biscuits-100gm-carton,Snacks,,
al-fateh,biscuits---fateh,AMERICAN KUISINE BROWNIES 30GM,Rs.130,https://alfatah.pk/products/american-kuisine-brownies-30gm,Snacks,,
al-fateh,biscuits---fateh,AMERICAN KUISINE TEDDY CAKE CHOCO CHIP 28GM,Rs.115,https://alfatah.pk/products/american-kuisine-teddy-cake-choco-chip-28gm,Snacks,,
al-fateh,biscuits---fateh,DANISA BUTTER COOKIES TRADITIONAL 90 GM,Rs.375,https://alfatah.pk/products/danisa-butter-cookies-traditional-90-gm,Snacks,,
al-fateh,biscuits---fateh,LU ZEERA PLUS BISCUIT 118.8 GM F/P,Rs.90,https://alfatah.pk/products/lu-zeera-plus-biscuits-family-pack-126-5-gm,Snacks,,
al-fateh,biscuits---fateh,BISCONNI DIVINE PREMIUM CHOCOLATE WAFERS NOVITA 166 GM,Rs.250,https://alfatah.pk/products/bisconni-divine-premium-chocolate-wafers-novita-166-gm,Snacks,,
al-fateh,biscuits---fateh,FF MINI SUGAR FREE COOKIES,Rs.545,https://alfatah.pk/products/ff-mini-sugar-free-cookies,Snacks,,
al-fateh,biscuits---fateh,BISCONNI CRUX BITE CRACKERS ITALIAN PIZZA 7.7 GM BOX 24PC,Rs.240,https://alfatah.pk/products/bisconni-crux-bite-crackers-italian-pizza-7-7-gm,Snacks,,
al-fateh,biscuits---fateh,FF FRENCH HEART 200 GM,Rs.595,https://alfatah.pk/products/ff-french-heart-200-gm,Snacks,,
al-fateh,biscuits---fateh,INNOVATIVE FRISKY CHOCOLATE ROLLS BISCUIT 86.4GM,Rs.175Rs.195,https://alfatah.pk/products/frisky-chocolate-rolls-biscuit-86-4gm,Snacks,,
al-fateh,biscuits---fateh,INOVATIVE FRISKY VANILA CREAM WAFERS 75 GM,Rs.145,https://alfatah.pk/products/innovative-frisky-vanila-wafer-85gm,Snacks,,
al-fateh,biscuits---fateh,FF BISCUITS CHOCOLATE 225 GM,Rs.595,https://alfatah.pk/products/ff-double-chocolate-biscuits-300-gm,Snacks,,
al-fateh,biscuits---fateh,PEEK FREANS GLUCO FAMILY PACK,Rs.80,https://alfatah.pk/products/peek-freans-gluco-family-pack,Snacks,,
al-fateh,biscuits---fateh,INOVATIVE CRUST WAFER CHOCOLATE 25 GM BOX 12 PC,Rs.240,https://alfatah.pk/products/inovative-crust-chocolate-12-gm,Snacks,,
al-fateh,biscuits---fateh,AMERICAN KUISINE CHOCO CHIP BROWNIE 30GM,Rs.130,https://alfatah.pk/products/american-kuisine-choco-chip-brownie-30gm,Snacks,,
al-fateh,biscuits---fateh,FF BISCUITS JAM 225 GM,Rs.595,https://alfatah.pk/products/ff-jam-biscuits-300-gm,Snacks,,
al-fateh,biscuits---fateh,BISMARK BISCUITS BROWNIE COOKIES 70 GM,Rs.145,https://alfatah.pk/products/bismark-biscuits-brownie-cookies-70-gm,Snacks,,
al-fateh,biscuits---fateh,AMERICAN KUISNIE TEDDY CAKE MILK & VANILLA 28GM,Rs.115,https://alfatah.pk/products/american-kuisnie-teddy-cake-milk-vanilla-28gm,Snacks,,
al-fateh,biscuits---fateh,AMERICAN KUISINE MUFFILLS DOUBLE CHOCOLATE CAKE 28 GM,Rs.130,https://alfatah.pk/products/american-kuisine-muffills-double-chocolate-cake-28-gm,Snacks,,
al-fateh,biscuits---fateh,INNOVATIVE FABULOUS CHOCOLATE CHIP COOKIES BISCUIT 156GM,Rs.175Rs.195,https://alfatah.pk/products/innovative-fabulous-chocolate-chip-cookies-biscuit-26gm,Snacks,,
al-fateh,biscuits---fateh,FF HONEY PUFF 200 GM,Rs.645,https://alfatah.pk/products/ff-honey-puff-200-gm,Snacks,,
al-fateh,biscuits---fateh,BISCONNI CHIP HOP VANILLA COOKIES 156GM,Rs.250,https://alfatah.pk/products/bisconni-chip-hop-vanilla-cookies-156gm,Snacks,,
al-fateh,biscuits---fateh,INOVATIVE FRISKY STRAWBERRY CREAM WAFERS 75 GM,Rs.145,https://alfatah.pk/products/innovative-frisky-strawberry-wafer-85gm,Snacks,,
al-fateh,biscuits---fateh,EAZU ROLL STIX SMART PACK (STRAWBERRY) 9 GM,Rs.145,https://alfatah.pk/products/eazu-roll-stix-smart-pack-strawberry-9-gm,Snacks,,
al-fateh,biscuits---fateh,FLAIR KUNAFA BROWNIES BAR 50GM,Rs.415,https://alfatah.pk/products/flair-kunafa-brownies-bar-50gm,Snacks,,
al-fateh,biscuits---fateh,TIFFANY WAFERS CRUNCH CHOCOLATE 65 GM,Rs.299,https://alfatah.pk/products/tiffany-wafers-crunch-chocolate-75-gm,Snacks,,
al-fateh,biscuits---fateh,KAERS SELECTION COOKIES OATMEAL ALMOND SUGAR FREE 100 GM,Rs.575,https://alfatah.pk/products/kaers-selection-cookies-oatmeal-almond-sugar-free-100-gm,Snacks,,
al-fateh,biscuits---fateh,EAZU ROLL STIX SMART PACK (CHOCOLATE) 9 GM,Rs.145,https://alfatah.pk/products/eazu-roll-stix-smart-pack-chocolate-9-gm,Snacks,,
al-fateh,biscuits---fateh,NUTRITIEN CRAVE CROISSANTS CHOCO-HAZEL FILLED 42 GM,Rs.160,https://alfatah.pk/products/nutritien-crave-croissants-choco-hazel-filled-40-gm,Snacks,,
al-fateh,biscuits---fateh,FF BISCUITS GLUTEN FREE 225 GM,Rs.945,https://alfatah.pk/products/ff-gluten-free-biscuits-300-gm,Snacks,,
al-fateh,biscuits---fateh,TIFFANY BISCUIT MARIE 80 GM,Rs.565,https://alfatah.pk/products/tiffany-biscuit-marie-100-gm,Snacks,,
al-fateh,biscuits---fateh,TIFFANY MARIE BISCUITS 100G-BOX,"Rs.13,560",https://alfatah.pk/products/tiffany-biscuit-marie-100-gm-carton,Snacks,,
al-fateh,biscuits---fateh,BISCONNI DIGESTIVE CHOCOLATE BISCUITS 234 GM,Rs.250,https://alfatah.pk/products/bisconni-digestive-chocolate-biscuits-234-gm,Snacks,,
al-fateh,biscuits---fateh,TIFFANY WAFERS ORANGE CREAM 135 GM,Rs.495,https://alfatah.pk/products/tiffany-wafers-orange-cream-135-gm,Snacks,,
al-fateh,biscuits---fateh,NABIL NUTGESTIVE ALMOND AND CASHEW BISCUITS 40 GM,Rs.345,https://alfatah.pk/products/nabil-nutgestive-almond-and-cashew-biscuits-40-gm,Snacks,,
al-fateh,biscuits---fateh,MALIBAN NICE BISCUITS 200GM,Rs.545,https://alfatah.pk/products/maliban-nice-biscuits-200gm,Snacks,,
al-fateh,biscuits---fateh,MALIBAN NICE BISCUITS 200GM-BOX,"Rs.16,350",https://alfatah.pk/products/maliban-nice-biscuits-200gm-box,Snacks,,
al-fateh,biscuits---fateh,COOKANIA CHOCO LAVA H.R 2+2+2 Rs.30 6X18,Rs.180,https://alfatah.pk/products/cookania-chocolava-filled-chocolate-cookies-36-gm,Snacks,,
al-fateh,biscuits---fateh,BISMARK BISCUITS ROLLED OATS COOKIES 126 GM,Rs.235,https://alfatah.pk/products/bismark-biscuits-rolled-oats-126-gm,Snacks,,
al-fateh,biscuits---fateh,KRUNCHEES BROWNIES PLAIN 25 GM,Rs.135,https://alfatah.pk/products/krunchees-brownies-plain-25-gm,Snacks,,
al-fateh,biscuits---fateh,KAERS SELECTION COOKIES BUTTER SUGAR FREE 100 GM,Rs.575,https://alfatah.pk/products/kaers-selection-cookies-butter-no-add-sugar-100-gm,Snacks,,
al-fateh,biscuits---fateh,BALOCCO SNACK WAFERS MILK VANILLA 45 GM,Rs.335,https://alfatah.pk/products/balocco-snack-wafers-milk-vanilla-45-gm,Snacks,,
al-fateh,biscuits---fateh,BALOCCO SNACK MILK VANILLA WAFERS 45G-BOX,"Rs.10,050",https://alfatah.pk/products/balocco-snack-wafers-milk-vanilla-45-gm-carton,Snacks,,
al-fateh,biscuits---fateh,BISMARK BISCUITS BUTTER COOKIES 126 GM,Rs.235,https://alfatah.pk/products/bismark-biscuits-butter-cookies-126-gm,Snacks,,
al-fateh,biscuits---fateh,BISMARK BISCUITS ROLLED OATS COOKIES 70 GM,Rs.145,https://alfatah.pk/products/bismark-biscuits-rolled-oats-cookies-70-gm,Snacks,,
al-fateh,biscuits---fateh,LOACKER HAZELNUT 38 GM,Rs.265,https://alfatah.pk/products/loacker-hazelnut-38-gm,Snacks,,
al-fateh,biscuits---fateh,TOREN WAFERS CRUNCHY & CREAM ORANGE 55 GM,Rs.195,https://alfatah.pk/products/toren-wafers-crunchy-cream-orange-55-gm,Snacks,,
al-fateh,biscuits---fateh,FLORET TOGO CHOCO STICK BISCUIT 40 GM,Rs.299,https://alfatah.pk/products/floret-togo-choco-stick-biscuit-40-gm,Snacks,,
al-fateh,biscuits---fateh,EAZU ROLL STIX SMART PACK (ORANGE) 9 GM,Rs.145,https://alfatah.pk/products/eazu-roll-stix-smart-pack-orange-9-gm,Snacks,,
al-fateh,biscuits---fateh,TIFFANY WAFERS CRUNCH ORANGE 65 GM,Rs.299,https://alfatah.pk/products/tiffany-wafers-crunch-orange-75-gm,Snacks,,
al-fateh,biscuits---fateh,BALOCCO SNACK WAFERS HAZELNUT 45 GM,Rs.335,https://alfatah.pk/products/balocco-snack-wafers-hazelnut-45-gm,Snacks,,
al-fateh,biscuits---fateh,BALOCCO WAFERS HAZELNUT 45G-BOX,"Rs.10,050",https://alfatah.pk/products/balocco-snack-wafers-hazelnut-45-gm-carton,Snacks,,
al-fateh,biscuits---fateh,AMERICAN KUISINE CHOCO MONSTO CAKE 28GM,Rs.115,https://alfatah.pk/products/american-kuisine-choco-monsto-cake-28gm,Snacks,,
al-fateh,biscuits---fateh,TOREN WAFERS CRUNCHY & CREAM STRAWBERRY 55 GM,Rs.195,https://alfatah.pk/products/toren-wafers-crunchy-cream-strawberry-55-gm,Snacks,,
al-fateh,biscuits---fateh,AMERICAN KUISINE COCO MONSTO CAKE 28GM,Rs.115,https://alfatah.pk/products/american-kuisine-coco-monsto-cake-28gm,Snacks,,
al-fateh,biscuits---fateh,KRUNCHEES BROWNIES DARK CHIP 25 GM,Rs.135,https://alfatah.pk/products/krunchees-brownies-dark-chip-25-gm,Snacks,,
al-fateh,biscuits---fateh,FF MINI CHOCOLETE CHUNK COOKIES,Rs.545,https://alfatah.pk/products/ff-mini-chocolete-chunk-cookies,Snacks,,
al-fateh,biscuits---fateh,BALOCCO SNACK WAFER CACAO 45 GM,Rs.335,https://alfatah.pk/products/balocco-snack-wafer-cacao-45-gm,Snacks,,
al-fateh,biscuits---fateh,BALOCCO SNACK COCOA WAFERS 45G-BOX,"Rs.10,050",https://alfatah.pk/products/balocco-snack-wafer-cacao-45-gm-carton,Snacks,,
al-fateh,biscuits---fateh,INNOVATIVE TOOO GUD BISCUIT 72 GM,Rs.40,https://alfatah.pk/products/innovative-tooo-gud-biscuit-72-gm,Snacks,,
al-fateh,biscuits---fateh,DANISA BUTTER COOKIES TRADITIONAL TIN 454 GM,"Rs.1,845",https://alfatah.pk/products/danisa-butter-cookies-traditional-tin-454-gm,Snacks,,
al-fateh,biscuits---fateh,INNOVATIVE HAVEN COFFEE COOKIES BISCUIT 132 GM,Rs.175Rs.195,https://alfatah.pk/products/innovative-haven-coffee-cookies-biscuit-132-gm,Snacks,,
al-fateh,biscuits---fateh,NUTELLA B-READY CHOCOLATE HAZELNUT 77 GM,Rs.345,https://alfatah.pk/products/nutella-b-ready-chocolate-hazelnut-77-gm,Snacks,,
al-fateh,biscuits---fateh,EURO TWIN CAKE VANILLA FLAVOUR 30 GM,Rs.85,https://alfatah.pk/products/euro-twin-cake-vanilla-flavour-38-gm,Snacks,,
al-fateh,biscuits---fateh,FF BISCUITS COFFEE 225 GM,Rs.595,https://alfatah.pk/products/ff-coffee-biscuits-300-gm,Snacks,,
al-fateh,biscuits---fateh,EAZU CRUNCHY WAFER (CHOCOLATE) 75 GM,Rs.195,https://alfatah.pk/products/eazu-crunchy-wafer-chocolate-75-gm,Snacks,,
al-fateh,biscuits---fateh,TIFFANY DELIGHT BUTTER COOKIES 40 GM,Rs.385,https://alfatah.pk/products/tiffany-delight-butter-cookies-40-gm,Snacks,,
al-fateh,biscuits---fateh,TIFFANY DELIGHT BUTTER COOKIES 40G-BOX,"Rs.27,720",https://alfatah.pk/products/tiffany-delight-butter-cookies-40-gm-carton,Snacks,,
al-fateh,biscuits---fateh,TIFFANY WAFERS CRUNCH HAZELNUT 135 GM,Rs.495,https://alfatah.pk/products/tiffany-wafers-crunch-hazelnut-150-gm,Snacks,,
al-fateh,biscuits---fateh,TOREN WAFERS CRUNCHY & CREAM MILK CREAM 55 GM,Rs.195,https://alfatah.pk/products/toren-wafers-crunchy-cream-milk-cream-55-gm,Snacks,,
al-fateh,biscuits---fateh,TIFFANY WAFERS CRUNCH HAZELNUT 75 GM,Rs.299,https://alfatah.pk/products/tiffany-wafers-crunch-hazelnut-75-gm,Snacks,,
al-fateh,biscuits---fateh,INOVATIVE FRISKY ORANGE CREAM WAFERS 75 GM,Rs.145,https://alfatah.pk/products/innovative-frisky-orange-wafer-85gm,Snacks,,
al-fateh,biscuits---fateh,LOACKER CHOCOLATE BISCUIT 125 G,Rs.745,https://alfatah.pk/products/loacker-chocolate-biscuit-125-g,Snacks,,
al-fateh,biscuits---fateh,FF MINI CHOCOLETE CHIP COOKIES,Rs.545,https://alfatah.pk/products/ff-mini-chocolete-chip-cookies,Snacks,,
al-fateh,biscuits---fateh,LOACKER WAFERS NAPOLITANER 125 GM,Rs.745,https://alfatah.pk/products/loacker-wafers-napolitaner-125-gm,Snacks,,
al-fateh,biscuits---fateh,EURO BAKE TWIN CAKE CHOCOLATE FLAVOUR 30 GM,Rs.85,https://alfatah.pk/products/euro-twin-cake-chocolate-flavour-38-gm,Snacks,,
al-fateh,biscuits---fateh,TIFFANY DIGESTIVE BISCUIT SUGARFREE NATURAL 225 GM BASIC,"Rs.1,395",https://alfatah.pk/products/tiffany-digestive-biscuit-sugarfree-natural-225-gm-basic,Snacks,,
al-fateh,biscuits---fateh,EURO CAKE TWIN CAKES BANANA FLAVOUR 30 GM,Rs.85,https://alfatah.pk/products/euro-cake-twin-cakes-banana-flavour-38-gm,Snacks,,
al-fateh,biscuits---fateh,MEIJI HELLO PANDA BISCUIT MILK 45GM BASIC,Rs.295,https://alfatah.pk/products/meiji-hello-panda-biscuit-milk-45gm-basic,Snacks,,
al-fateh,biscuits---fateh,KAERS SELECTION COOKIES BLUEBERRY SUGER FREE 100 GM,Rs.575,https://alfatah.pk/products/kaers-selection-cookies-blueberry-100-gm,Snacks,,
al-fateh,biscuits---fateh,HOOPERS BROWNIES PLAIN 25 GM,Rs.45,https://alfatah.pk/products/hoopers-brownies-plain-25-gm,Snacks,,
al-fateh,biscuits---fateh,LOACKER GARDENA WAFER CHOCOLATE 38GM,Rs.265,https://alfatah.pk/products/loacker-gardena-wafer-chocolate-38gm,Snacks,,
al-fateh,biscuits---fateh,BRITISH BISCUITS ORIGINAL DIGESTIVE WHEAT BISCUIT 250 GM,Rs.295,https://alfatah.pk/products/british-biscuits-original-digestive-wheat-biscuit-250-gm,Snacks,,
al-fateh,biscuits---fateh,KAERS SELECTION COOKIES OATMEAL CHOCOLATE SUGAR FREE 100 GM,Rs.575,https://alfatah.pk/products/kaers-selection-cookies-oatmeal-chocolate-sugar-free-100-gm,Snacks,,
al-fateh,biscuits---fateh,KRUNCHEES TWIN CAKE VANILLA 30 GM,Rs.85,https://alfatah.pk/products/krunchees-twin-cake-vanilla-30-gm,Snacks,,
al-fateh,biscuits---fateh,INNOVATIVE FRISKY CHOCOLATE WAFFER BISCUIT 23.6GM,Rs.30,https://alfatah.pk/products/innovative-frisky-chocolate-waffer-biscuit-23-6gm,Snacks,,
al-fateh,biscuits---fateh,TIFFANY WAFERS VANILLA CREAM 135 GM,Rs.495,https://alfatah.pk/products/tiffany-wafers-vanilla-cream-150-gm,Snacks,,
al-fateh,biscuits---fateh,NUTRITIEN CRAVE CROISSANTS LOTUS FILLED 42 GM,Rs.160,https://alfatah.pk/products/nutritien-crave-croissants-lotus-filled-40-gm,Snacks,,
al-fateh,biscuits---fateh,FLAIR KUNAFA LOVA CAKE 70GM,Rs.595,https://alfatah.pk/products/flair-kunafa-lova-cake-70gm,Snacks,,
al-fateh,biscuits---fateh,NUTRI GLUTEN FREE CAKE RUSK PLAIN 160 GM,Rs.695,https://alfatah.pk/products/nutri-gluten-free-cake-rusk-plain-165-gm,Snacks,,
al-fateh,biscuits---fateh,NABIL DIGESTIVE FIBER BISCUITS 42 GM,Rs.245,https://alfatah.pk/products/nabil-digestive-fiber-biscuits-42-gm,Snacks,,
al-fateh,biscuits---fateh,LOCKER WAFERS VANILLE 125 GM,Rs.745,https://alfatah.pk/products/locker-wafers-vanille-125-gm,Snacks,,
al-fateh,biscuits---fateh,KAERS SELECTION COOKIES CAPPUCCINO SUGAR FREE 100 GM,Rs.575,https://alfatah.pk/products/kaers-selection-cookies-cappuccino-sugar-free-100-gm,Snacks,,
al-fateh,biscuits---fateh,PEEK FREANS BUTTER PUFF FAMILY PACK,Rs.80,https://alfatah.pk/products/peek-freans-butter-puff-family-pack,Snacks,,
al-fateh,biscuits---fateh,TOREN WAFERS CRUNCHY & CREAM HAZELNUT 55 GM,Rs.195,https://alfatah.pk/products/toren-wafers-crunchy-cream-hazelnut-55-gm,Snacks,,
al-fateh,biscuits---fateh,BISMARK BISCUITS DIGESTIVE FLAXSEEDS 160 GM,Rs.185,https://alfatah.pk/products/bismark-biscuits-digestive-flaxseeds-160-gm,Snacks,,
al-fateh,biscuits---fateh,TOREN WAFERS CRUNCHY & CREAM COCOA 55 GM,Rs.195,https://alfatah.pk/products/toren-wafers-crunchy-cream-cocoa-55-gm,Snacks,,
al-fateh,biscuits---fateh,LOACKER WAFER NAPOLITANER 175 GM,Rs.745,https://alfatah.pk/products/loacker-wafer-napolitaner-175-gm,Snacks,,
al-fateh,biscuits---fateh,MALIBAN REAL BRAN CRACKER 140GM,Rs.330,https://alfatah.pk/products/maliban-bran-cracker-140gm,Snacks,,
al-fateh,biscuits---fateh,TIFFANY CLASSIC BOURBON CREAMS 200 GM,"Rs.1,345",https://alfatah.pk/products/tiffany-classic-bourbon-creams-200-gm,Snacks,,
al-fateh,biscuits---fateh,TIFFANY CLASSIC BOURBON CREAMS 200 GM-BOX,"Rs.32,280",https://alfatah.pk/products/tiffany-classic-bourbon-creams-200-gm-box,Snacks,,
al-fateh,biscuits---fateh,JACK N JOY PANDA CAKE CARAMEL 25GM,Rs.125,https://alfatah.pk/products/jack-n-joy-panda-cake-caramel-25gm,Snacks,,
al-fateh,biscuits---fateh,KRUNCHEES COATED DIGESTIVE DARK CHOCOLATE 120 GM,"Rs.1,195",https://alfatah.pk/products/krunchees-coated-digestive-dark-chocolate-120-gm,Snacks,,
al-fateh,biscuits---fateh,KAERS SELECTION COOKIES OATMEAL BLACK SESAME 100 GM,Rs.575,https://alfatah.pk/products/kaers-selection-cookies-oatmeal-black-sesame-100-gm,Snacks,,
al-fateh,biscuits---fateh,TIFFANY WAFERS CRUNCH STRAWBERRY 65 GM,Rs.299,https://alfatah.pk/products/tiffany-wafers-crunch-strawberry-75-gm,Snacks,,
al-fateh,biscuits---fateh,NUTRI GLUTEN FREE CAKE RUSK CARDAMOM 160 GM,Rs.695,https://alfatah.pk/products/nutri-gluten-free-cake-rusk-cardamom-165-gm,Snacks,,
al-fateh,biscuits---fateh,BISMARK BISCUITS BROWNIE COOKIES 126 GM,Rs.235,https://alfatah.pk/products/bismark-biscuits-brownie-cookies-126-gm,Snacks,,
al-fateh,biscuits---fateh,TIFFANY WAFERS CRUNCH STRAWBERRY 135 GM,Rs.495,https://alfatah.pk/products/tiffany-wafers-crunch-strawberry-150-gm,Snacks,,
al-fateh,biscuits---fateh,TIFFANY NUTTY BITES CASHEW 72 GM,Rs.495,https://alfatah.pk/products/tiffany-nutty-bites-cashew-90-gm,Snacks,,
al-fateh,biscuits---fateh,FF BISCUITIE,Rs.749,https://alfatah.pk/products/ff-biscuitie,Snacks,,
al-fateh,biscuits---fateh,NUTRI GLUTEN FREE DOUBLE CHOCOLATE CHIP COOKIES 100GM,Rs.875,https://alfatah.pk/products/nutri-gluten-free-double-chocolate-chip-cookies-100gm,Snacks,,
al-fateh,biscuits---fateh,AMERICAN KUISINE MUFFILLE MILK AND VANILLA CAKE 28 GM,Rs.130,https://alfatah.pk/products/american-kuisine-muffille-milk-and-vanilla-cake-28-gm,Snacks,,
al-fateh,biscuits---fateh,BISCOTTO WAFER STICKS CHOCOLATE DELIGHTS 125 GM,Rs.545,https://alfatah.pk/products/biscotto-wafer-sticks-chocolate-delights-125-gm,Snacks,,
al-fateh,biscuits---fateh,MALIBAN SMART CREAM CRACKER 190GM,Rs.445,https://alfatah.pk/products/maliban-cream-cracker-190gm,Snacks,,
al-fateh,biscuits---fateh,INOVATIVE FRISKY CHOCOLATE CREAM WAFERS 75 GM,Rs.150,https://alfatah.pk/products/innovative-friksy-chocolate-wafer-85gm,Snacks,,
al-fateh,biscuits---fateh,EURO BAKE JUMBO CROISSANT HAZELNUT 40GM,Rs.160,https://alfatah.pk/products/euro-bake-jumbo-croissant-hazelnut-40gm,Snacks,,
al-fateh,biscuits---fateh,BISMARK BISCUITS CHOCOLATE CHUNK COOKIES 70 GM,Rs.145,https://alfatah.pk/products/bismark-biscuits-chocolate-chunk-cookies-70-gm,Snacks,,
al-fateh,biscuits---fateh,BISCOTTO WAFER STICKS VANILLA DELIGHTS 125 GM,Rs.545,https://alfatah.pk/products/biscotto-wafer-sticks-vanilla-delights-125-gm,Snacks,,
al-fateh,biscuits---fateh,BISMARK BISCUITS CHOCOLATE CHUNK COOKIES 126 GM,Rs.235,https://alfatah.pk/products/bismark-biscuits-chocolate-chunk-cookies-126-gm,Snacks,,
al-fateh,biscuits---fateh,AMERICAN KUISINE MUFFILLS CHOCOLATE CAKE 28 GM,Rs.130,https://alfatah.pk/products/american-kuisine-muffills-chocolate-cake-28-gm,Snacks,,
al-fateh,biscuits---fateh,JACK N JOY PANDA CAKE MILK & VANILLA 25GM,Rs.125,https://alfatah.pk/products/jack-n-joy-panda-cake-milk-vanilla-25gm,Snacks,,
al-fateh,biscuits---fateh,TIFFANY WAFERS CRUNCH VANILLA 65 GM,Rs.299,https://alfatah.pk/products/tiffany-wafers-crunch-vanilla-75-gm,Snacks,,
al-fateh,biscuits---fateh,KRUNCHEES CAKE BLISS BEANS 40 GM,Rs.335,https://alfatah.pk/products/krunchees-cake-bliss-beans-40-gm,Snacks,,
al-fateh,biscuits---fateh,LOACKER QUADRATINI WAFER DOUBLE CHOCOLATE 125 GM,Rs.745,https://alfatah.pk/products/loacker-quadratini-wafer-double-chocolate-125-gm,Snacks,,
al-fateh,biscuits---fateh,TOREN WAFER COCOA & CREAM FINEST 55 GM,Rs.195,https://alfatah.pk/products/toren-wafer-cocoa-cream-finest-55-gm,Snacks,,
al-fateh,biscuits---fateh,MALIBAN KRISCO BISCUITS 170GM,Rs.445,https://alfatah.pk/products/maliban-krisco-biscuits-170gm,Snacks,,
al-fateh,biscuits---fateh,BISCONNI CHOCOLATE COATED CAKE 30 GM,Rs.50,https://alfatah.pk/products/bisconni-chocolate-coated-cake-30-gm,Snacks,,
al-fateh,biscuits---fateh,MALIBAN REAL BRAN CRACKER 210GM,Rs.475,https://alfatah.pk/products/maliban-bran-cracker-210gm,Snacks,,
al-fateh,biscuits---fateh,LOACKER WAFER CREAMKAKAO 175 GM,Rs.745,https://alfatah.pk/products/loacker-wafer-creamkakao-175-gm,Snacks,,
al-fateh,biscuits---fateh,TOREN WAFERS CRUNCHY & CREAM BANANA 55 GM,Rs.195,https://alfatah.pk/products/toren-wafers-crunchy-cream-banana-55-gm,Snacks,,
al-fateh,biscuits---fateh,TIFFANY DIGESTIVE BISCUIT NATURAL 250 GM,"Rs.1,395",https://alfatah.pk/products/tiffany-digestive-biscuit-natural-250-gm,Snacks,,
al-fateh,biscuits---fateh,NUTRO WAFERS CHOCOLATE FLAVOURED 75 GM,Rs.395,https://alfatah.pk/products/nutro-wafers-chocolate-flavoured-75-gm,Snacks,,
al-fateh,biscuits---fateh,BISCONNI LOTUS CAKE 30 GM,Rs.50,https://alfatah.pk/products/bisconni-lotus-cake-30-gm,Snacks,,
al-fateh,biscuits---fateh,LU BAKERI NANKHATAI BISCUIT 76.8 GM F/P,Rs.90,https://alfatah.pk/products/lu-bakeri-nankhatai-biscuit-76-8-gm-f-p,Snacks,,
al-fateh,biscuits---fateh,TIFFANY COOKIE MONSTA MINI 32 GM,Rs.355,https://alfatah.pk/products/tiffany-cookie-monsta-mini-32-gm,Snacks,,
