store,category,name,price,product_link,common_category
al-fateh,chocolates---fateh,CADBURY DAIRY MILK CHOCOLATE BLACK FOREST 130 GM BASIC,"Rs.1,045",https://alfatah.pk/products/cadbury-dairy-milk-chocolate-black-forest-165-gm-basic,Confectionery
al-fateh,chocolates---fateh,LINDT SWISS CHOCOLATE CLASSIC MILK 100 GM,"Rs.1,245",https://alfatah.pk/products/lindt-swiss-chocolate-classic-milk-100-gm,Confectionery
al-fateh,chocolates---fateh,CANDYLAND CROWN HAZELNUT CREAM CHOCOLATE 36 PC,Rs.360,https://alfatah.pk/products/candyland-crown-hazelnut-cream-chocolate-36-pc,Confectionery
al-fateh,chocolates---fateh,CALIBAR WHITE CHOCOLATE 40 GM PCS,Rs.240,https://alfatah.pk/products/calibar-white-chocolate-40-gm-pcs,Confectionery
al-fateh,chocolates---fateh,HERSHEY KISSES CHOCOLATE SPECIAL SELECTION 4 ASSORTED FLAVOR,"Rs.1,295",https://alfatah.pk/products/hershey-kisses-chocolate-special-selection-4-assorted-flavor,Confectionery
al-fateh,chocolates---fateh,NESTLE QUALITY STREET CHOCOLATE BOX 220 GM,"Rs.2,495",https://alfatah.pk/products/nestle-quality-street-pouch-220-gm,Confectionery
al-fateh,chocolates---fateh,VALOR MILK CHOCOLATE NO SUGAR ADDED 100 GM,"Rs.1,045",https://alfatah.pk/products/valor-milk-chocolate-no-sugar-added-100-gm,Confectionery
al-fateh,chocolates---fateh,BOLCI BELGIAN CHOCOLATE BOUTIQUE GREEN CK154 100 GM,"Rs.1,195",https://alfatah.pk/products/bolci-belgian-chocolate-boutique-green-ck154-100-gm,Confectionery
al-fateh,chocolates---fateh,FERRY R0SE CHOCOLATE DOUBLE HEART SHAPE BOX T-16 200 GM,Rs.795,https://alfatah.pk/products/ferry-r0se-chocolate-double-heart-shape-box-t-16-200-gm,Confectionery
al-fateh,chocolates---fateh,TORRAS DARK CHOCOLATE WITH MINT 75G,Rs.995,https://alfatah.pk/products/torras-dark-chocolate-with-mint-75g,Confectionery
al-fateh,chocolates---fateh,HERSHEYS KISSES CHOCOLATE CREAMY MILK POUCH 340 GM,"Rs.2,995",https://alfatah.pk/products/hersheys-kisses-chocolate-creamy-milk-pouch-340-gm,Confectionery
al-fateh,chocolates---fateh,FERRERO ROCHER T30 375 GM,"Rs.4,995",https://alfatah.pk/products/ferrero-rocher-t30-375-gm,Confectionery
al-fateh,chocolates---fateh,HERSHEYS CHOCOLATE MILK 40 GM BASIC,Rs.365,https://alfatah.pk/products/hersheys-chocolate-milk-40-gm-basic,Confectionery
al-fateh,chocolates---fateh,WERTHERS ORIGINAL CHOCOLATE CARAMEL POUCH 100 GM,"Rs.1,095",https://alfatah.pk/products/werthers-original-chocolate-caramel-pouch-100-gm,Confectionery
al-fateh,chocolates---fateh,CANDYLAND BISCA BISCUIT WITH CHOCOLATE AND CARAMEL 24GM,Rs.20,https://alfatah.pk/products/candyland-bisca-biscuit-with-chocolate-and-caramel-24gm,Confectionery
al-fateh,chocolates---fateh,ALBA JOY STICKS STRAWBERRY CREAM WITH FUN STICK 55 GM,Rs.135,https://alfatah.pk/products/naturella-fun-sticks-spread-hazelnut-with-cocoa-55-gm,Confectionery
al-fateh,chocolates---fateh,DEW DROP PEANUT CHOCOLATE BUTTERFLY SHAPE BF10G 125 GM,Rs.695,https://alfatah.pk/products/dew-drop-peanut-chocolate-butterfly-shape-bf10g-125-gm,Confectionery
al-fateh,chocolates---fateh,HERSHEYS MILK CHOCOLATE 285 GM,"Rs.2,795",https://alfatah.pk/products/hersheys-milk-chocolate-285-gm,Confectionery
al-fateh,chocolates---fateh,TOREN MR BITE CHOCO MILK 28 GM,Rs.195,https://alfatah.pk/products/toren-mr-bite-choco-milk-28-gm,Confectionery
al-fateh,chocolates---fateh,MABEL CARAMELO PREMIUM CARAMEL CHOCOLATE BOX 100PCS 1000GM,"Rs.1,795",https://alfatah.pk/products/mabel-caramelo-premium-caramel-chocolate-box-100pcs-1000gm,Confectionery
al-fateh,chocolates---fateh,ELIT TRUFFLE CHOCOLATE DARK RED 117 GM,"Rs.1,795",https://alfatah.pk/products/elit-truffle-with-chocolate-mix-117-gm,Confectionery
al-fateh,chocolates---fateh,ELIT TRUFFLE DARK MILK & WHITE CHOCOLATE 135 GM,"Rs.1,795",https://alfatah.pk/products/elit-truffle-chocolate-dark-brown-135-gm,Confectionery
al-fateh,chocolates---fateh,BOLCI BELGIAN CHOCOLATE FLOWER BOUTIQUE CK155 100 GM,"Rs.1,195",https://alfatah.pk/products/bolci-belgian-chocolate-flower-boutique-ck155-100-gm,Confectionery
al-fateh,chocolates---fateh,ELIT CHOCOLATE CARAMEL POUCH 125 GM,"Rs.1,095",https://alfatah.pk/products/elit-chocolate-caramel-pouch-125-gm,Confectionery
al-fateh,chocolates---fateh,ELIT CHOCOLATE LUXURY COLLECTION PRALINES GREEN 170 GM,"Rs.2,895",https://alfatah.pk/products/elit-chocolate-luxury-collection-pralines-green-170-gm,Confectionery
al-fateh,chocolates---fateh,ELIT TRUFFLE CHOCOLATE DARK WHITE MILK TRUFFLES 225 GM,"Rs.2,195",https://alfatah.pk/products/elit-truffle-chocolate-dark-white-milk-truffles-225-gm,Confectionery
al-fateh,chocolates---fateh,THE TRADING TRACK CHOCLATE MINIZ,Rs.299,https://alfatah.pk/products/the-trading-track-choclate-miniz,Confectionery
al-fateh,chocolates---fateh,BOUNTY CHOCOLATE MINIATURE POUCH 150 GM,"Rs.1,395",https://alfatah.pk/products/bounty-chocolate-packet-sweets-150-gm,Confectionery
al-fateh,chocolates---fateh,ELIT CHOCOLATE LUXURY PRALINES 248 GM,"Rs.3,695",https://alfatah.pk/products/elit-chocolate-luxury-pralines-248-gm,Confectionery
al-fateh,chocolates---fateh,CADBURY CHOCOLATE MILK TRAY 78 GM,"Rs.1,295",https://alfatah.pk/products/cadbury-chocolate-milk-tray-78-gm,Confectionery
al-fateh,chocolates---fateh,ELIT CHOCOLATE LUXURY PRALINES GOLD 262 GM,"Rs.3,695",https://alfatah.pk/products/elit-chocolate-luxury-pralines-gold-262-gm,Confectionery
al-fateh,chocolates---fateh,FERRY ROSE CHOCOLATE DOUBLE DECKER T-16 PC 200 GM,Rs.795,https://alfatah.pk/products/ferry-rose-chocolate-double-decker-t-16-pc-200-gm,Confectionery
al-fateh,chocolates---fateh,ELIT CHOCOLATE CUBE PEACH 125 GM,"Rs.1,095",https://alfatah.pk/products/elit-chocolate-cube-peach-125-gm,Confectionery
al-fateh,chocolates---fateh,INNOVATIVE BRICKLANE CHOCOLATE BAR 50GM,Rs.90,https://alfatah.pk/products/innovative-bricklane-chocolate-bar-50gm,Confectionery
al-fateh,chocolates---fateh,CELEBRATIONS CHOCOLATE MINIS POUCH 450 GM,"Rs.4,995",https://alfatah.pk/products/celebrations-chocolate-minis-pouch-450-gm,Confectionery
al-fateh,chocolates---fateh,ELIT CHOCOLATE FIG POUCH 125 GM,"Rs.1,045",https://alfatah.pk/products/elit-chocolate-fig-pouch-125-gm,Confectionery
al-fateh,chocolates---fateh,FERRY ROSE CHOCOLATE MULTI SQUARE T-16 200 GM,Rs.795,https://alfatah.pk/products/ferry-rose-chocolate-multi-square-t-16-200-gm,Confectionery
al-fateh,chocolates---fateh,DEWDROP CHOCOLATE RECTANGLE DIAMOND RT12CD 150 GM,Rs.735,https://alfatah.pk/products/dewdrop-chocolate-rectangle-diamond-rt12cd-150-gm,Confectionery
al-fateh,chocolates---fateh,TORRAS WHITE CHOCOLATE WITH KIWI 75G,Rs.995,https://alfatah.pk/products/torras-white-chocolate-with-kiwi-75g,Confectionery
al-fateh,chocolates---fateh,TORRAS WHITE CHOCOLATE FRESAS WITH STARWBERRIES 75G,Rs.995,https://alfatah.pk/products/torras-white-chocolate-fresas-with-starwberries-75g,Confectionery
al-fateh,chocolates---fateh,NUTRILIGHT CHOCI STICK WITH CHOCOLATE SPREAD 50GM,Rs.299,https://alfatah.pk/products/nutrilight-choci-stick-with-chocolate-spread-50gm,Confectionery
al-fateh,chocolates---fateh,ELIT TRUFFLE CHOCOLATE MIX 195 GM,"Rs.2,195",https://alfatah.pk/products/elit-truffle-chocolate-mix-195-gm,Confectionery
al-fateh,chocolates---fateh,RITTER SPORT CHOCOLATE MARZIPAN 100 GM,"Rs.1,045",https://alfatah.pk/products/ritter-sport-chocolate-marzipan-100-gm,Confectionery
al-fateh,chocolates---fateh,DELISSO CHOCOLATE WAFFER BANANA NEED IS LOVE 30 GM,Rs.95,https://alfatah.pk/products/delisso-chocolate-waffer-banana-need-is-love-30-gm,Confectionery
al-fateh,chocolates---fateh,ELIT ASSORTED CHOCOLATE GOURMET COLLECTION BLACK 170 GM,"Rs.2,895",https://alfatah.pk/products/elit-assorted-chocolate-gourmet-collection-black-170-gm,Confectionery
al-fateh,chocolates---fateh,ELIT CHOCOLATE CUBE SOUR CHERRY 125 GM,"Rs.1,045",https://alfatah.pk/products/elit-chocolate-cube-sour-cherry-125-gm,Confectionery
al-fateh,chocolates---fateh,HERSHEYS CHOCOLATE KISSES COOKIES & CREME POUCH 100 GM,"Rs.1,295",https://alfatah.pk/products/hersheys-chocolate-kisses-cookies-creme-pouch-100-gm,Confectionery
al-fateh,chocolates---fateh,TOREN MR BITE CHOCO GROAN COCOA 35 GM,Rs.195,https://alfatah.pk/products/toren-mr-bite-choco-groan-cocoa-35-gm,Confectionery
al-fateh,chocolates---fateh,FERRY ROSE CHOCOLATE HEART SHAPE BOX T-3 37.5 GM,Rs.175,https://alfatah.pk/products/ferry-rose-chocolate-heart-shape-box-t-3-37-5-gm,Confectionery
al-fateh,chocolates---fateh,HERSHEYS KISSES CHOCOLATE COOKIES N CREME POUCH 315 GM,"Rs.2,895",https://alfatah.pk/products/hersheys-kisses-chocolate-cookies-n-creme-pouch-315-gm,Confectionery
al-fateh,chocolates---fateh,ELIT CHOCOLATE SIGNATURE GOURMET COLLECTION GOLD 256 GM,"Rs.3,995",https://alfatah.pk/products/elit-chocolate-signature-gourmet-collection-gold-256-gm,Confectionery
al-fateh,chocolates---fateh,ELIT CHOCOLATE STRAWBERRY CUBE 125 GM,"Rs.1,095",https://alfatah.pk/products/elit-chocolate-strawberry-cube-125-gm,Confectionery
al-fateh,chocolates---fateh,ELIT CHOCOLATE LUXURY PRALINES BLUE 228 GM,"Rs.3,695",https://alfatah.pk/products/elit-chocolate-luxury-pralines-blue-228-gm,Confectionery
al-fateh,chocolates---fateh,HERSHEYS KISSES DARK CHOCOLATE POUCH 315 GM,"Rs.2,895",https://alfatah.pk/products/hersheys-kisses-dark-chocolate-pouch-315-gm,Confectionery
al-fateh,chocolates---fateh,ELIT PREMIUM TRUFFLE CHOCOLATE RUBY 165 GM,"Rs.2,195",https://alfatah.pk/products/elit-premium-truffle-chocolate-ruby-165-gm,Confectionery
al-fateh,chocolates---fateh,MARS CHOCOLATE MINIS POUCH 27 BAR 500 GM,"Rs.4,295",https://alfatah.pk/products/mars-chocolate-minis-pouch-27-bar-500-gm,Confectionery
al-fateh,chocolates---fateh,ELIT TRUFFLE CHOCOLATE CAFE 120 GM,"Rs.1,795",https://alfatah.pk/products/elit-truffle-chocolate-cafe-120-gm,Confectionery
al-fateh,chocolates---fateh,ELIT CHOCOLATE SIGNATURE GOURMET COLLECTION PINK 256 GM,"Rs.3,995",https://alfatah.pk/products/elit-chocolate-signature-gourmet-collection-pink-256-gm,Confectionery
al-fateh,chocolates---fateh,GALAXY CHOCOLATE BAR COOKIE CRUMBLE 114 GM,Rs.995,https://alfatah.pk/products/galaxy-chocolate-cookies-crumble-114-gm,Confectionery
al-fateh,chocolates---fateh,ELIT CHOCOLATE LUXURY COLLECTION PRALINES PEACH 170 GM,"Rs.2,895",https://alfatah.pk/products/elit-chocolate-luxury-collection-pralines-peach-170-gm,Confectionery
al-fateh,chocolates---fateh,ELIT TRUFFLE CHOCOLATE CAFE 200 GM,"Rs.2,195",https://alfatah.pk/products/elit-truffle-chocolate-cafe-200-gm,Confectionery
al-fateh,chocolates---fateh,HERSHEYS KISSES CHOCOLATE CLASSIC MILK ALMONDS POUCH 300 GM,"Rs.2,895",https://alfatah.pk/products/hersheys-kisses-classic-milk-chocolate-almonds-300-gm,Confectionery
al-fateh,chocolates---fateh,BIXY DIPSTICK VANILLA 50 GM,Rs.295,https://alfatah.pk/products/bixy-dipstick-vanilla-50-gm,Confectionery
al-fateh,chocolates---fateh,BIXY DIPSTICK MANGO 50 GM,Rs.295,https://alfatah.pk/products/bixy-dipstick-mango-50-gm,Confectionery
al-fateh,chocolates---fateh,ELIT CHOCOLATE LOVE 12 PIECE RED 120 GM,"Rs.2,295",https://alfatah.pk/products/elit-chocolate-love-12-piece-red-120-gm,Confectionery
al-fateh,chocolates---fateh,HERSHEYS KISSES MILK CHOCOLATE MILK HAZELNUTS POUCH 315 GM,"Rs.2,895",https://alfatah.pk/products/hersheys-kisses-milk-chocolate-milk-hazelnuts-pouch-315-gm,Confectionery
al-fateh,chocolates---fateh,TOREN CLASSIC COMPOUND CHOCOLATE RED 52GM,Rs.195,https://alfatah.pk/products/toren-classic-compound-chocolate-red-52gm,Confectionery
al-fateh,chocolates---fateh,DEW DROP PEANUT CHOCOLATE BOTTLE TWIST BT16T-P 200 GM,"Rs.1,495",https://alfatah.pk/products/dewdrop-peanut-chocolate-bottle-twist-bt16t-p-200-gm,Confectionery
al-fateh,chocolates---fateh,HERSHEYS KISSES CHOCOLATE ALMONDS CREAMY MILK POUCH 315 GM,"Rs.2,895",https://alfatah.pk/products/hersheys-kisses-chocolate-almonds-creamy-milk-340-gm,Confectionery
al-fateh,chocolates---fateh,HERSHEYS KISSES CHOCOLATE MILK TRUFFLE POUCH 300 GM,"Rs.2,895",https://alfatah.pk/products/hersheys-kisses-chocolate-truffle-pouch-300-gm,Confectionery
al-fateh,chocolates---fateh,CADBURY CHOCOLATE ROSES POUCH 300 GM,"Rs.3,295",https://alfatah.pk/products/cadbury-chocolate-roses-pouch-300-gm,Confectionery
al-fateh,chocolates---fateh,GALAXY TREAT MINSTRELS BAG 80 GM,"Rs.1,045",https://alfatah.pk/products/galaxy-treat-minstrels-bag-80-gm,Confectionery
al-fateh,chocolates---fateh,TOBLERONE CHOCOLATE CRUNCHY ALMOND 360 GM,"Rs.3,995",https://alfatah.pk/products/toblerone-chocolate-crunchy-almond-360-gm,Confectionery
al-fateh,chocolates---fateh,DEW DROP PEANUT CHOCOLATE HEART MULTI H12C1 150 GM,Rs.735,https://alfatah.pk/products/dew-drop-peanut-chocolate-heart-multi-h12c1-150-gm,Confectionery
al-fateh,chocolates---fateh,TOREN WAFERS NUSSO HAZELNUTS & CHOCO 38 GM,Rs.210,https://alfatah.pk/products/toren-wafers-nusso-hazelnuts-choco-38-gm,Confectionery
al-fateh,chocolates---fateh,HERSHEYS CHOCOLATE NUGGETS CREAMY MILK WITH ALMOND 28 GM,Rs.295,https://alfatah.pk/products/hersheys-chocolate-nuggets-creamy-milk-with-almond-28-gm,Confectionery
al-fateh,chocolates---fateh,ELIT CHOCOLATE LUXURY COLLECTION PRALINES RED 170 GM,"Rs.2,895",https://alfatah.pk/products/elit-chocolate-luxury-collection-pralines-red-170-gm,Confectionery
al-fateh,chocolates---fateh,ELIT ROYAL MILK CHOCOLATE COATED HAZELNUT CREAM TIN 500 GM,"Rs.3,395",https://alfatah.pk/products/elit-royal-milk-chocolate-coated-hazelnut-cream-tin-500-gm,Confectionery
al-fateh,chocolates---fateh,FERRY ROSE CHOCOLATE DOUBLE HEART T12 150 GM,Rs.595,https://alfatah.pk/products/ferry-rose-chocolate-double-heart-t12-150-gm,Confectionery
al-fateh,chocolates---fateh,DEW DROP PEANUT CHOCOLATE RECTANGLE MULTI RT24C1 300 GM,"Rs.1,395",https://alfatah.pk/products/dew-drop-peanut-chocolate-rectangle-multi-rt24c1-300-gm,Confectionery
al-fateh,chocolates---fateh,ELIT ASSORTED CHOCOLATE GOURMET COLLECTION PINK 170 GM,"Rs.2,895",https://alfatah.pk/products/elit-assorted-chocolate-gourmet-collection-pink-170-gm,Confectionery
al-fateh,chocolates---fateh,BIXY DIPSTICK ORANGE 50 GM,Rs.295,https://alfatah.pk/products/bixy-dipstick-orange-50-gm,Confectionery
al-fateh,chocolates---fateh,ELIT CHOCOLATE PINK LOVE 16 PIECES 168 GM,"Rs.2,695",https://alfatah.pk/products/elit-chocolate-pink-love-16-pieces-168-gm,Confectionery
al-fateh,chocolates---fateh,FERRY ROSE CHOCOLATE DOUBLE HEART T-2 25 GM,Rs.145,https://alfatah.pk/products/ferry-rose-chocolate-double-heart-t-2-25-gm,Confectionery
al-fateh,chocolates---fateh,DELISSO WHITE CHOCOLATE WAFFER NEED IS LOVE 30 GM,Rs.95,https://alfatah.pk/products/delisso-white-chocolate-waffer-need-is-love-30-gm,Confectionery
al-fateh,chocolates---fateh,TERRYS MINI CHOCOLATE ORANGE POUCH 95GM,"Rs.1,495",https://alfatah.pk/products/terrys-mini-chocolate-orange-pouch-95gm,Confectionery
al-fateh,chocolates---fateh,NESTLE KITKAT SALTED CARAEL CHOCOLATE 99G,"Rs.1,595",https://alfatah.pk/products/nestle-kitkat-salted-carael-chocolate-99g,Confectionery
al-fateh,chocolates---fateh,ELIT TRUFFLE GOLD CHOCOLATE COLLECTION 165 GM,"Rs.2,195",https://alfatah.pk/products/elit-truffle-gold-chocolate-collection-165-gm,Confectionery
al-fateh,chocolates---fateh,ELIT PRESTIGE COLLECTION CHOCOLATE GOLD 16 P 168 GM,"Rs.2,895",https://alfatah.pk/products/elit-prestige-collection-chocolate-gold-16-p-168-gm,Confectionery
al-fateh,chocolates---fateh,ELIT TRUFFLE MILK & DARK CHOCOLATE NO SUGUR 165 GM,"Rs.2,295",https://alfatah.pk/products/elit-truffle-milk-dark-chocolate-no-sugur-165-gm,Confectionery
al-fateh,chocolates---fateh,ELIT CHOCOLATE GOURMET COLLECTION PRALINES PURPLE 160 GM,"Rs.2,795",https://alfatah.pk/products/elit-chocolate-gourmet-collection-pralines-purple-160-gm,Confectionery
al-fateh,chocolates---fateh,BOLCI BELGIAN CHOCOLATE FLOWER BOX CH063 350 G,"Rs.3,795",https://alfatah.pk/products/bolci-belgian-chocolate-flower-box-ch063-350-g,Confectionery
al-fateh,chocolates---fateh,FERRERO COLLECTION CHOCOLATE T24 269.4 GM BASIC,"Rs.5,995",https://alfatah.pk/products/ferrero-collection-chocolate-t24-269-4-gm-basic,Confectionery
al-fateh,chocolates---fateh,TOBLERONE CHOCOLATE FRUIT & NUT 360 GM,"Rs.3,995",https://alfatah.pk/products/toblerone-chocolate-fruit-nut-360-gm,Confectionery
al-fateh,chocolates---fateh,TRADITION CHOCO BALLS 40 GM,Rs.170,https://alfatah.pk/products/tradition-choco-balls-40-gm,Confectionery
al-fateh,chocolates---fateh,ELIT ASSORTED CHOCOLATE GOURMET COLLECTION WHITE 170 GM,"Rs.2,895",https://alfatah.pk/products/elit-assorted-chocolate-gourmet-collection-white-170-gm,Confectionery
al-fateh,chocolates---fateh,DEW DROP PEANUT CHOCOLATE GOLDEN HEART H12G 150 GM,Rs.735,https://alfatah.pk/products/dew-drop-peanut-chocolate-golden-heart-h12g-150-gm,Confectionery
al-fateh,chocolates---fateh,DEW DROP PEANUT CHOCOLATE ASSORTED SQUARE SHAPE S12G 123 GM,Rs.735,https://alfatah.pk/products/dew-drop-peanut-chocolate-assorted-square-shape-s12g-123-gm,Confectionery
al-fateh,chocolates---fateh,CADBURY DAIRY MILK CHOCOLATE FRUIT & NUT 180 GM,"Rs.1,495",https://alfatah.pk/products/cadbury-dairy-milk-chocolate-fruit-nut-180-gm,Confectionery
al-fateh,chocolates---fateh,TOBLERONE CHOCOLATE BAR MILK HONEY & ALMOND NOUCAT 100 GM,Rs.895,https://alfatah.pk/products/toblerone-milk-chocolate-with-honey-almond-100-gm,Confectionery
al-fateh,chocolates---fateh,BOLCI MILK CHOCOLATE ROCHE RAISIN & HAZELNUT BK202 80 GM,"Rs.1,095",https://alfatah.pk/products/bolci-milk-chocolate-roche-raisin-hazelnut-bk202-80-gm,Confectionery
al-fateh,chocolates---fateh,BOLCI WHITE CHOCOLATE BISCUIT STRAWBERRY DK152 100 GM,"Rs.1,095",https://alfatah.pk/products/bolci-white-chocolate-biscuit-strawberry-dk152-100-gm,Confectionery
al-fateh,chocolates---fateh,DEW DROP CHOCOLATE SQUARE SHAPE S09G 113 GM,Rs.545,https://alfatah.pk/products/dew-drop-chocolate-square-shape-s09g-113-gm,Confectionery
al-fateh,chocolates---fateh,NARUTO SHIPPUDEN DIG N GO 55G,Rs.695,https://alfatah.pk/products/naruto-shippuden-dig-n-go-55g,Confectionery
al-fateh,chocolates---fateh,HERSHEYS KISSES CHOCOLATE MILK MOCHA POUCH 300 GM,"Rs.2,895",https://alfatah.pk/products/hersheys-kisses-milk-chocolate-mocha-pouch-300-gm,Confectionery
al-fateh,chocolates---fateh,TOBLERONE CHOCOLATE TINY MILK WHITE & DARK 280 GM,"Rs.3,295",https://alfatah.pk/products/toblerone-chocolate-tiny-milk-white-dark-280-gm,Confectionery
al-fateh,chocolates---fateh,BOLCI WHITE CHOCOLATE STRAWBERRY DRAGEE EDK151 80 GM,"Rs.1,095",https://alfatah.pk/products/bolci-white-chocolate-strawberry-dragee-edk151-80-gm,Confectionery
al-fateh,chocolates---fateh,TOREN CHOCOLATE CRISPY & CRUNCHY CORNERS 55 GM,Rs.210,https://alfatah.pk/products/toren-chocolate-crispy-crunchy-corners-55-gm,Confectionery
al-fateh,chocolates---fateh,DEW DROP PEANUT CHOCOLATE RABBIT SHAPE RB05G 63 GM,Rs.465,https://alfatah.pk/products/dew-drop-peanut-chocolate-rabbit-shape-rb05g-63-gm,Confectionery
al-fateh,chocolates---fateh,MALTESERS CHOCOLATE WHITE TRUFFLES CREAMY CRUNCHY BOX 200 GM,"Rs.2,395",https://alfatah.pk/products/maltesers-white-truffles-creamy-crunchy-200-gm,Confectionery
al-fateh,chocolates---fateh,BOLCI CHOCOLATE FASHION BOX 230 GM CH228,"Rs.3,395",https://alfatah.pk/products/bolci-chocolate-fashion-box-230-gm-ch228,Confectionery
al-fateh,chocolates---fateh,HERSHEYS KISSES CHOCOLATE MILK STRAWBERRY POUCH 300 GM,"Rs.2,895",https://alfatah.pk/products/hersheys-kisses-chocolate-milk-strawberry-pouch-300-gm,Confectionery
al-fateh,chocolates---fateh,BOLCI BELGIAN DIAMOND WHITE BOX CH130 290GM,"Rs.3,995",https://alfatah.pk/products/bolci-belgian-diamond-white-box-ch130-290gm,Confectionery
al-fateh,chocolates---fateh,CADBURY DAIRY MILK CHOCOLATE FAMILY SLAB 300 GM BASIC,"Rs.2,595",https://alfatah.pk/products/cadbury-dairy-milk-chocolate-family-slab-300-gm-basic,Confectionery
al-fateh,chocolates---fateh,BOLCI CHOCOLATE VIOLET BOX 170 GM CH275,"Rs.2,495",https://alfatah.pk/products/bolci-chocolate-violet-box-170-gm-ch275,Confectionery
al-fateh,chocolates---fateh,DEW DROP PEANUT CHOCOLATE OCTAGON B16G 200 GM,Rs.995,https://alfatah.pk/products/dew-drop-peanut-chocolate-octagon-b16g-200-gm,Confectionery
al-fateh,chocolates---fateh,MALTESERS TRUFFLES ASSORTED MILK WHITE & DARK 200 GM,"Rs.2,395",https://alfatah.pk/products/maltesers-truffles-assorted-milk-white-dark-200-gm,Confectionery
al-fateh,chocolates---fateh,DEW DROP PEANUT CHOCOLATE TWIN HEART TH05G 63 GM,Rs.315,https://alfatah.pk/products/dew-drop-peanut-chocolate-twin-heart-th05g-63-gm,Confectionery
al-fateh,chocolates---fateh,BOLCI CHOCOLATE LOVE HEART BOUTIQUE 96 GM CK173,"Rs.1,245",https://alfatah.pk/products/bolci-chocolate-love-heart-boutique-96-gm-ck173,Confectionery
al-fateh,chocolates---fateh,NESTLE QUALITY STREET CHOCOLATE BAG 300 GM,"Rs.2,995",https://alfatah.pk/products/nestle-quality-street-chocolate-bag-300-gm,Confectionery
al-fateh,chocolates---fateh,DEW DROP PEANUT CHOCOLATE TWIN HEART TH16G 200 GM,Rs.945,https://alfatah.pk/products/dew-drop-peanut-chocolate-twin-heart-th16g-200-gm,Confectionery
al-fateh,chocolates---fateh,BOLCI CHOCOLATE HEART BH088 240 GM,"Rs.3,795",https://alfatah.pk/products/bolci-chocolate-heart-bh088-240-gm,Confectionery
al-fateh,chocolates---fateh,BOLCI BELGIAN CHOCOLATE DIAMOND BOUTIQUE CK189 100 GM,"Rs.1,195",https://alfatah.pk/products/bolci-belgian-chocolate-diamond-boutique-ck189-100-gm,Confectionery
al-fateh,chocolates---fateh,NESTLE QUALITY STREET TIN CHOCOLATE & TOFFEES 900 GM,"Rs.7,995",https://alfatah.pk/products/nestle-quality-street-tin-chocolate-toffees-900-gm,Confectionery
al-fateh,chocolates---fateh,FERRY ROSE CHOCOLATE MULTI SQUARE T-12 140 GM,Rs.595,https://alfatah.pk/products/ferry-rose-chocolate-multi-square-t-12-140-gm,Confectionery
al-fateh,chocolates---fateh,DELISSO CHOCOLATE WAFFER NEED IS LOVE 30 GM,Rs.95,https://alfatah.pk/products/delisso-chocolate-waffer-need-is-love-30-gm,Confectionery
al-fateh,chocolates---fateh,BOLCI CHOCOLATE MOON ASSORTED BOX 170 GM CH230,"Rs.2,495",https://alfatah.pk/products/bolci-chocolate-moon-assorted-box-170-gm-ch230,Confectionery
al-fateh,chocolates---fateh,BOLCI BELGIAN SYMPHONY BOX WHITE 230 G CH060,"Rs.4,195",https://alfatah.pk/products/bolci-belgian-symphony-box-white-230-g-ch060,Confectionery
al-fateh,chocolates---fateh,BOLCI BELGIAN DIAMOND CHOCOLATE RED BOX CH172 290 GM,"Rs.3,995",https://alfatah.pk/products/bolci-belgian-diamond-chocolate-red-box-ch172-290-gm,Confectionery
al-fateh,chocolates---fateh,CADBURY DAIRY MILK CHOCOLATE WHITE OREO POUCH 150 GM,"Rs.1,995",https://alfatah.pk/products/cadbury-dairy-milk-chocolate-white-oreo-pouch-150-gm,Confectionery
al-fateh,chocolates---fateh,BOLCI CHOCOLATE ROSA ASSORTED BOX 170 GM CH232,"Rs.2,495",https://alfatah.pk/products/bolci-chocolate-rosa-assorted-box-170-gm-ch232,Confectionery
al-fateh,chocolates---fateh,DEW DROP PEANUT CHOCOLATE SQUARE GOLDEN S16G 200 GM,Rs.945,https://alfatah.pk/products/dew-drop-peanut-chocolate-square-golden-s16g-200-gm,Confectionery
al-fateh,chocolates---fateh,TOREN CLASSIC COMPOUND CHOCOLATE BLUE 52GM,Rs.195,https://alfatah.pk/products/toren-classic-compound-chocolate-blue-52gm,Confectionery
al-fateh,chocolates---fateh,TERRYS CHOCOLATE MINIS CANDY ORANGE MILK 105 GM,"Rs.1,495",https://alfatah.pk/products/terrys-chocolate-minis-candy-orange-milk-105-gm,Confectionery
al-fateh,chocolates---fateh,CADBURY DAIRY MILK CHOCOLATE ROAST ALMOND POUCH 150 G,"Rs.1,995",https://alfatah.pk/products/cadbury-dairy-milk-chocolate-roast-almond-pouch-150-g,Confectionery
al-fateh,chocolates---fateh,GUYLIAN BELGIAN CHOCOLATE CREAMY MILK 100 GM,"Rs.1,495",https://alfatah.pk/products/guylian-belgian-chocolate-creamy-milk-100-gm,Confectionery
al-fateh,chocolates---fateh,TOREN CLASSIC HAZELNUT COMPOUND CHOCOLATE 52GM,Rs.210,https://alfatah.pk/products/toren-classic-hazelnut-compound-chocolate-52gm,Confectionery
al-fateh,chocolates---fateh,LINDT CHOCO WAFER ASSORTED 138 GM,"Rs.4,295",https://alfatah.pk/products/lindt-choco-wafer-assorted-138-gm,Confectionery
