store,category,name,price,product_link,common_category
al-fateh,chips_&_nimko---fateh,LAHORI MIXTURE DAAL MOTH 250 GM,Rs.240,https://alfatah.pk/products/lahori-mixture-daal-moth-250-gm,Snacks
al-fateh,chips_&_nimko---fateh,MUNCH OH TRICOS SNACKS NACHO CHEESE 32 GM,Rs.75,https://alfatah.pk/products/munch-oh-tricos-snacks-nacho-cheese-32-gm,Snacks
al-fateh,chips_&_nimko---fateh,KRACKS CHIPS CHEESE POTATO CRISPS 110 GM,Rs.465,https://alfatah.pk/products/kracks-chips-cheese-potato-crisps-110-gm,Snacks
al-fateh,chips_&_nimko---fateh,NIMCOS MASALA PAPRI 180 GM,Rs.320,https://alfatah.pk/products/nimcos-masala-papri-200-gm,Snacks
al-fateh,chips_&_nimko---fateh,GO ROYALE POTATO STICKS GARLIC MAYO 28 GM,Rs.50,https://alfatah.pk/products/go-royale-potato-sticks-garlic-mayo-28-gm,Snacks
al-fateh,chips_&_nimko---fateh,ITALIAN SNACKS COLORED TRIANGLE CUT 100 GM,Rs.85,https://alfatah.pk/products/italian-snacks-colored-triangle-cut-100-gm,Snacks
al-fateh,chips_&_nimko---fateh,SUPER CRISP CHIPS SWEET CHILI 32GM,Rs.40,https://alfatah.pk/products/super-crisp-chips-sweet-chili-32gm,Snacks
al-fateh,chips_&_nimko---fateh,POP AND CO CLASSIC SALTED POPCORN 45 GM,Rs.105,https://alfatah.pk/products/pop-and-co-classic-salted-popcorn-45-gm,Snacks
al-fateh,chips_&_nimko---fateh,GO ROYALE MIX NIMKO SPECIAL 32 GM,Rs.50,https://alfatah.pk/products/go-royale-mix-nimko-special-32-gm,Snacks
al-fateh,chips_&_nimko---fateh,ITALIAN SNACKS COLORED RACKET CUT 100 GM,Rs.85,https://alfatah.pk/products/italian-snacks-colored-racket-cut-100-gm,Snacks
al-fateh,chips_&_nimko---fateh,0037 FRESH PAKORI LARGE 500GM,Rs.370,https://alfatah.pk/products/0037-fresh-pakori-large-500gm,Snacks
al-fateh,chips_&_nimko---fateh,AUK FOOD NIMKO MOTI MIX 250 GM,Rs.290,https://alfatah.pk/products/auk-food-nimko-moti-mix-250-gm,Snacks
al-fateh,chips_&_nimko---fateh,MUNCH OH TRICOS SNACKS BBQ 32 GM,Rs.75,https://alfatah.pk/products/munch-oh-tricos-snacks-bbq-32-gm,Snacks
al-fateh,chips_&_nimko---fateh,LAHORI MIXTURE DAAL CHANA 250GM,Rs.235,https://alfatah.pk/products/lahori-mixture-daal-chana-250gm,Snacks
al-fateh,chips_&_nimko---fateh,KORNEEZ BBQ POPCORN 50GM,Rs.120,https://alfatah.pk/products/korneez-bbq-popcorn-50gm,Snacks
al-fateh,chips_&_nimko---fateh,KRACKS CHIPS BARBEQUE CHIPS 45 GM,Rs.295,https://alfatah.pk/products/kracks-chips-barbeque-chips-45-gm,Snacks
al-fateh,chips_&_nimko---fateh,GO ROYALE POTATO STICKS CHEESE 28 GM,Rs.50,https://alfatah.pk/products/go-royale-potato-sticks-cheese-28-gm,Snacks
al-fateh,chips_&_nimko---fateh,PAK FOODS POTATO CRISP CLASSICES 45 GM,Rs.105,https://alfatah.pk/products/pak-foods-potato-crisp-classices-45-gm,Snacks
al-fateh,chips_&_nimko---fateh,LAHORI MIXTURE GAATHIA 250GM,Rs.240,https://alfatah.pk/products/lahori-mixture-gaathia-250gm,Snacks
al-fateh,chips_&_nimko---fateh,KRACKS CHIPS ORIGINAL 45 GM,Rs.295,https://alfatah.pk/products/kracks-chips-original-45-gm,Snacks
al-fateh,chips_&_nimko---fateh,AUK FOOD NIMKO ZAIQA MIXTURE 250 GM,Rs.290,https://alfatah.pk/products/auk-food-nimko-zaiqa-mixture-250-gm,Snacks
al-fateh,chips_&_nimko---fateh,FISH CRACKER WHITE 200GM,Rs.170,https://alfatah.pk/products/fish-cracker-white-200gm,Snacks
al-fateh,chips_&_nimko---fateh,AUK FOOD NIMKO DAAL MOTH 250 GM,Rs.290,https://alfatah.pk/products/auk-food-nimko-daal-moth-250-gm,Snacks
al-fateh,chips_&_nimko---fateh,GO ROYALE POTATO STICKS SALTED 28 GM,Rs.50,https://alfatah.pk/products/go-royale-potato-sticks-salted-28-gm,Snacks
al-fateh,chips_&_nimko---fateh,PLAIN SWEET GRAMS(MAKHANAY) 200GM,Rs.95,https://alfatah.pk/products/plain-sweet-gramsmakhanay-200gm,Snacks
al-fateh,chips_&_nimko---fateh,AUK FOOD NIMKO BAREEK SEWYAN 250 GM,Rs.280,https://alfatah.pk/products/auk-food-nimko-bareek-sewyan-250-gm,Snacks
al-fateh,chips_&_nimko---fateh,CHATPATTA HYDERABADI NIMKO 250 GM,Rs.245,https://alfatah.pk/products/chatpatta-hyderabadi-nimko-250-gm,Snacks
al-fateh,chips_&_nimko---fateh,AUK FOOD NIMKO GHATIA 250 GM,Rs.280,https://alfatah.pk/products/auk-food-nimko-ghatia-250-gm,Snacks
al-fateh,chips_&_nimko---fateh,GO ROYALE POTATO STICKS GARLIC MAYO 58 GM,Rs.100,https://alfatah.pk/products/go-royale-potato-sticks-garlic-mayo-58-gm,Snacks
al-fateh,chips_&_nimko---fateh,POPNOSH SCREAMIN HOT POPCORN 40 GM,Rs.150,https://alfatah.pk/products/popnosh-screamin-hot-popcorn-40-gm,Snacks
al-fateh,chips_&_nimko---fateh,KRACKS CHIPS HOT AND SPICY 45 GM,Rs.295,https://alfatah.pk/products/kracks-chips-hot-and-spicy-45-gm,Snacks
al-fateh,chips_&_nimko---fateh,GO ROYALE DAAL MOOTH35 GM,Rs.50,https://alfatah.pk/products/go-royale-daal-mooth35-gm,Snacks
al-fateh,chips_&_nimko---fateh,AUK FOOD NIMKO MASAR SEWYAN 250 GM,Rs.290,https://alfatah.pk/products/auk-food-nimko-masar-sewyan-250-gm,Snacks
al-fateh,chips_&_nimko---fateh,GO ROYALE SPICY POTATO STICKS 46 GM,Rs.100,https://alfatah.pk/products/go-royale-spicy-potato-sticks-46-gm,Snacks
al-fateh,chips_&_nimko---fateh,AUK FOOD NIMKO CHATPATTA HYDERABADI NIMKO 250 GM,Rs.290,https://alfatah.pk/products/auk-food-nimko-chatpatta-hyderabadi-nimko-250-gm,Snacks
al-fateh,chips_&_nimko---fateh,LAHORI MIXTURE MOTI SAWYAN 250GM,Rs.235,https://alfatah.pk/products/lahori-mixture-moti-sawyan-250gm,Snacks
al-fateh,chips_&_nimko---fateh,NIMCOS BHEL PURI 180 GM,Rs.320,https://alfatah.pk/products/nimcos-bhel-puri-180-gm,Snacks
al-fateh,chips_&_nimko---fateh,LAHORI MIXTURE GUJRATI MIX 250 GM,Rs.240,https://alfatah.pk/products/lahori-mixture-gujrati-mix-250-gm,Snacks
al-fateh,chips_&_nimko---fateh,DADI JAN SABZI MASALA PAPAD 100 GM,Rs.85,https://alfatah.pk/products/dadi-jan-sabzi-masala-papad-100-gm,Snacks
al-fateh,chips_&_nimko---fateh,DADI JAN AALU PAPAD 100 GM,Rs.85,https://alfatah.pk/products/dadi-jan-aalu-papad-100-gm,Snacks
al-fateh,chips_&_nimko---fateh,AUK FOOD NIMKO GUJRATI MIX 250 GM,Rs.290,https://alfatah.pk/products/auk-food-nimko-gujrati-mix-250-gm,Snacks
al-fateh,chips_&_nimko---fateh,AUK FOOD NIMKO CHATPATTA MEVA NIMKO 250 GM,Rs.290,https://alfatah.pk/products/auk-food-nimko-chatpatta-meva-nimko-250-gm,Snacks
al-fateh,chips_&_nimko---fateh,KRACKS CHIPS ORIGINAL 110 GM,Rs.465,https://alfatah.pk/products/kracks-chips-original-110-gm,Snacks
al-fateh,chips_&_nimko---fateh,FISH CRACKER CRYSTAL BOARDER 200 GM,Rs.170,https://alfatah.pk/products/fish-cracker-crystal-boarder-200-gm,Snacks
al-fateh,chips_&_nimko---fateh,BARCEL TAKIS FUEGO HOT CHILLI PEPPER TORTILLA CHIPS 114GM,"Rs.1,795",https://alfatah.pk/products/barcel-takis-fuego-hot-chilli-pepper-tortilla-chips-114gm,Snacks
al-fateh,chips_&_nimko---fateh,FISH CRACKER WHITE BOARDER 200 GM,Rs.170,https://alfatah.pk/products/fish-cracker-white-boarder-200-gm,Snacks
al-fateh,chips_&_nimko---fateh,SUPER CRISP MASALA FLAVOUR CHIPS 119 GM,Rs.100,https://alfatah.pk/products/super-crisp-masala-flavour-chips-119-gm,Snacks
al-fateh,chips_&_nimko---fateh,POP AND CO CLASSIC CARAMEL POPCORN 80 GM,Rs.105,https://alfatah.pk/products/pop-and-co-classic-caramel-popcorn-80-gm,Snacks
al-fateh,chips_&_nimko---fateh,GO ROYALE DAAL MONG NIMKO 32 GM,Rs.50,https://alfatah.pk/products/go-royale-daal-mong-nimko-33-gm,Snacks
al-fateh,chips_&_nimko---fateh,GO ROYALE MIX NIMKO 66 GM,Rs.100,https://alfatah.pk/products/go-royale-mix-nimko-62-gm,Snacks
al-fateh,chips_&_nimko---fateh,AUK FOOD NIMKO KARACHI BHEL PURI 250 GM,Rs.290,https://alfatah.pk/products/auk-food-nimko-karachi-bhel-puri-250-gm,Snacks
al-fateh,chips_&_nimko---fateh,NIMCOS BOMBAY PEANUTS 200 GM,Rs.380,https://alfatah.pk/products/nimcos-bombay-peanuts-200-gm,Snacks
al-fateh,chips_&_nimko---fateh,CINEMA SWEET CHILLI TORTILLA CHIPS 75GM,Rs.495,https://alfatah.pk/products/cinema-sweet-chilli-tortilla-chips-75gm,Snacks
al-fateh,chips_&_nimko---fateh,GO ROYALE POTATO STICKS CHEESE 58 GM,Rs.100,https://alfatah.pk/products/go-royale-potato-sticks-cheese-58-gm,Snacks
al-fateh,chips_&_nimko---fateh,SKINNED AND SWEET MIX 200 GM,Rs.165,https://alfatah.pk/products/skinned-and-sweet-mix-200-gm,Snacks
al-fateh,chips_&_nimko---fateh,CHATPATTA MASALA SEV 250 GM,Rs.240,https://alfatah.pk/products/chatpatta-masala-sev-250-gm,Snacks
al-fateh,chips_&_nimko---fateh,MUNCH OH TRICOS SNACKS BBQ 64 GM,Rs.145,https://alfatah.pk/products/munch-oh-tricos-snacks-bbq-64-gm,Snacks
al-fateh,chips_&_nimko---fateh,CHICKEN CRACKER CRACKERS 200GM,Rs.165,https://alfatah.pk/products/chicken-cracker-crackers-200gm,Snacks
al-fateh,chips_&_nimko---fateh,GO ROYALE POTATO STICKS SALTED 58 GM,Rs.100,https://alfatah.pk/products/go-royale-potato-sticks-salted-58-gm,Snacks
al-fateh,chips_&_nimko---fateh,GO ROYALE DAAL MOOTH NIMKO 72 GM,Rs.100,https://alfatah.pk/products/go-royale-daal-mooth-nimko-56-gm,Snacks
al-fateh,chips_&_nimko---fateh,FISH CRACKER CRYSTAL 200GM,Rs.170,https://alfatah.pk/products/fish-cracker-crystal-200gm,Snacks
al-fateh,chips_&_nimko---fateh,AUK FOOD NIMKO CHATPATTA THICK SEV 250 GM,Rs.280,https://alfatah.pk/products/auk-food-nimko-chatpatta-thick-sev-250-gm,Snacks
al-fateh,chips_&_nimko---fateh,AUK FOOD NIMKO CHATPATTA MASALA SEV 250 GM,Rs.280,https://alfatah.pk/products/auk-food-nimko-chatpatta-masala-sev-250-gm,Snacks
al-fateh,chips_&_nimko---fateh,MUNCH OH TRICOS SNACKS NACHO CHEESE 64 GM,Rs.145,https://alfatah.pk/products/munch-oh-tricos-snacks-nacho-cheese-64-gm,Snacks
al-fateh,chips_&_nimko---fateh,CHATPATTA MOTI SEVNIMKO 250 GMS,Rs.245,https://alfatah.pk/products/chatpatta-moti-sevnimko-250-gms,Snacks
al-fateh,chips_&_nimko---fateh,POPPIN CHIPS TAXOS BARBEQUE 45 GM,Rs.299,https://alfatah.pk/products/poppin-chips-taxos-barbeque-45-gm,Snacks
al-fateh,chips_&_nimko---fateh,NIMCOS DAHI BOONDHI 180 GM,Rs.320,https://alfatah.pk/products/nimcos-dahi-boondhi-200-gm,Snacks
al-fateh,chips_&_nimko---fateh,POPPIN CHIPS TAXOS HOT & SPICY 45 GM,Rs.299,https://alfatah.pk/products/poppin-chips-taxos-hot-spicy-45-gm,Snacks
al-fateh,chips_&_nimko---fateh,TRIOTOS TORTILLA CHIPS SWEET CHILLI 80 GM,Rs.595,https://alfatah.pk/products/triotos-tortilla-chips-sweet-chilli-80-gm,Snacks
al-fateh,chips_&_nimko---fateh,NIMCOS SWEET CHEWRA 200 GM,Rs.330,https://alfatah.pk/products/nimcos-sweet-chewra-200-gm,Snacks
al-fateh,chips_&_nimko---fateh,CHEETOS CHIPS FLAMIN HOT CRUNCHY 99.2 GM,"Rs.1,645",https://alfatah.pk/products/cheetos-chips-flamin-hot-crunchy-99-2-gm,Snacks
al-fateh,chips_&_nimko---fateh,DASHI READY TO FRY CRACKERS POUCH 500GM,Rs.260,https://alfatah.pk/products/dashi-ready-to-fry-crackers-pouch-500gm,Snacks
al-fateh,chips_&_nimko---fateh,AUK FOOD BIKANERI PEANUT PAPRI MIX 225GM,Rs.275,https://alfatah.pk/products/auk-food-nimko-moti-sewyan-250-gm,Snacks
al-fateh,chips_&_nimko---fateh,KRACKS CHIPS SOUR CREAM AND ONION 45 GM,Rs.295,https://alfatah.pk/products/kracks-chips-sour-cream-and-onion-45-gm,Snacks
al-fateh,chips_&_nimko---fateh,GO ROYALE POTATO STICKS PERI PERI 58 GM,Rs.100,https://alfatah.pk/products/go-royale-potato-sticks-peri-peri-58-gm,Snacks
al-fateh,chips_&_nimko---fateh,CINEMA TORTILLAS CHESSE CHIPS 75GM,Rs.495,https://alfatah.pk/products/cinema-tortillas-chesse-chips-75gm,Snacks
al-fateh,chips_&_nimko---fateh,TRIOTOS TORTILLA CHIPS PIZZA 80 GM,Rs.595,https://alfatah.pk/products/triotos-tortilla-chips-pizza-80-gm,Snacks
al-fateh,chips_&_nimko---fateh,GO ROYALE SPICY POTATO STICKS 120 GM,Rs.195,https://alfatah.pk/products/go-royale-spicy-potato-sticks-118-gm,Snacks
al-fateh,chips_&_nimko---fateh,AROMA PREMIUM MIXTURE ZAIQA NIMKO 200GM,Rs.335,https://alfatah.pk/products/aroma-premium-mixture-zaiqa-nimko-200gm,Snacks
al-fateh,chips_&_nimko---fateh,GO ROYALE TEEKHA CHANA 22 GM,Rs.30,https://alfatah.pk/products/go-royale-teekha-chana-22-gm,Snacks
al-fateh,chips_&_nimko---fateh,POPPIN CHIPS TAXOS EXTRA CHEESE 110 GM,Rs.495,https://alfatah.pk/products/poppin-chips-taxos-extra-cheese-110-gm,Snacks
al-fateh,chips_&_nimko---fateh,PRAWN CRACKERS 200GM,Rs.185,https://alfatah.pk/products/prawn-crackers-200gm,Snacks
al-fateh,chips_&_nimko---fateh,TRIOTOS TORTILLA CHIPS CHEESE FLAVOUR 80 GM,Rs.595,https://alfatah.pk/products/triotos-tortilla-chips-cheese-flavour-80-gm,Snacks
al-fateh,chips_&_nimko---fateh,PAK FOOD POPCORN CLASSIC MEXICAN CHILLI 57 GM,Rs.105,https://alfatah.pk/products/pak-food-popcorn-classic-mexican-chilli-57-gm,Snacks
al-fateh,chips_&_nimko---fateh,CINEMA GLUTEN FREE TORTILLA CHIPS 200GM,"Rs.1,145",https://alfatah.pk/products/cinema-gluten-free-tortilla-chips-200gm,Snacks
al-fateh,chips_&_nimko---fateh,CHEETOS CHIPS FLAMIN HOT CRUNCHY 226.8 GM,"Rs.2,395",https://alfatah.pk/products/cheetos-flamin-hot-crunchy-226-8gm,Snacks
al-fateh,chips_&_nimko---fateh,POPPIN CHIPS TAXOS ORIGINAL 110 GM,Rs.495,https://alfatah.pk/products/poppin-chips-taxos-original-110-gm,Snacks
al-fateh,chips_&_nimko---fateh,GO ROYALE POTATO STICKS GARLIC MAYO 120 GM,Rs.195,https://alfatah.pk/products/go-royale-potato-sticks-garlic-mayo-110gm,Snacks
al-fateh,chips_&_nimko---fateh,DASHI CRACKERS PAPAD CHINESE SOUP POUCH 250 GM,Rs.180,https://alfatah.pk/products/dashi-crackers-papad-chinese-soup-pouch-250-gm,Snacks
al-fateh,chips_&_nimko---fateh,DORITOS CHIPS FLAMING HOT NACHO 92.1 GM,"Rs.1,645",https://alfatah.pk/products/doritos-chips-flaming-hot-nacho-92-1-gm,Snacks
al-fateh,chips_&_nimko---fateh,POPPIN CHIPS TAXOS PAPRIKA 110 GM,Rs.495,https://alfatah.pk/products/poppin-chips-taxos-paprika-110-gm,Snacks
al-fateh,chips_&_nimko---fateh,MUNCH OH TRICOS SNACKS FLAMING HOT 64 GM,Rs.145,https://alfatah.pk/products/munch-oh-tricos-snacks-flaming-hot-64-gm,Snacks
al-fateh,chips_&_nimko---fateh,MIAOW MIAOW CHIPS HOT SPICY PRAWN CRACKERS 60 GM,Rs.545,https://alfatah.pk/products/miaow-miaow-chips-hot-spicy-prawn-crackers-60-gm,Snacks
al-fateh,chips_&_nimko---fateh,MIAOW MIAOW ONION RINGS 60GM,Rs.545,https://alfatah.pk/products/miaow-miaow-onion-rings-60gm,Snacks
al-fateh,chips_&_nimko---fateh,TRIOTOS TORTILLA CHIPS SALTED 80 GM,Rs.595,https://alfatah.pk/products/triotos-tortilla-chips-salted-80-gm,Snacks
al-fateh,chips_&_nimko---fateh,FF CHAAT PAPRI,Rs.379,https://alfatah.pk/products/ff-chaat-papri,Snacks
al-fateh,chips_&_nimko---fateh,POPPIN CHIPS TAXOS HOT & SPICY 110 GM,Rs.495,https://alfatah.pk/products/poppin-chips-taxos-hot-spicy-110-gm,Snacks
al-fateh,chips_&_nimko---fateh,POPPIN CHIPS TAXOS TAMATO KETCHUP 45 GM,Rs.299,https://alfatah.pk/products/poppin-chips-taxos-tamato-ketchup-45-gm,Snacks
al-fateh,chips_&_nimko---fateh,FF GOL PHULKI,Rs.379,https://alfatah.pk/products/ff-gol-phulki,Snacks
al-fateh,chips_&_nimko---fateh,KORNEEZ CHOCOLATE POPCORN 45 GM,Rs.110,https://alfatah.pk/products/korneez-chocolate-popcorn-45-gm,Snacks
al-fateh,chips_&_nimko---fateh,POPPIN CHIPS TAXOS SOUR CREAM & ONION 110 GM,Rs.495,https://alfatah.pk/products/poppin-chips-taxos-sour-cream-onion-110-gm,Snacks
al-fateh,chips_&_nimko---fateh,POPPIN CHIPS TAXOS MEXICAN JALAPENO 110 GM,Rs.495,https://alfatah.pk/products/poppin-chips-taxos-mexican-jalapeno-110-gm,Snacks
al-fateh,chips_&_nimko---fateh,POPPIN CHIPS TAXOS BARBEQUE 110 GM,Rs.495,https://alfatah.pk/products/poppin-chips-taxos-barbeque-110-gm,Snacks
al-fateh,chips_&_nimko---fateh,GO ROYALE POTATO STICKS CHEESE 120 GM,Rs.195,https://alfatah.pk/products/go-royale-potato-sticks-cheese-120-gm,Snacks
al-fateh,chips_&_nimko---fateh,CHEETOS CHIPS CRUNCHY 99.2 GM,"Rs.1,645",https://alfatah.pk/products/cheetos-chips-crunchy-99-2-gm,Snacks
al-fateh,chips_&_nimko---fateh,DORITOS CHIPS COOL RANCH 92.1 GM,"Rs.1,645",https://alfatah.pk/products/doritos-chips-cool-ranch-92-1-gm,Snacks
al-fateh,chips_&_nimko---fateh,AROMA PREMIUM MIX NIMKO 200GM,Rs.335,https://alfatah.pk/products/aroma-premium-mix-nimko-200gm,Snacks
al-fateh,chips_&_nimko---fateh,GO ROYALE POTATO STICKS PERI PERI 120 GM,Rs.195,https://alfatah.pk/products/go-royale-potato-sticks-peri-peri-110gm,Snacks
al-fateh,chips_&_nimko---fateh,AROMA PREMIUM MASAR SAWYAN 200GM,Rs.335,https://alfatah.pk/products/aroma-premium-masar-sawyan-200gm,Snacks
al-fateh,chips_&_nimko---fateh,CHEETOS CHIPS CRUNCHY CHEESE 226.8 GM,"Rs.2,395",https://alfatah.pk/products/cheetos-crunchy-226-8gm,Snacks
al-fateh,chips_&_nimko---fateh,AROMA PREMIUM DAAL MOTH 200GM,Rs.335,https://alfatah.pk/products/aroma-premium-daal-moth-200gm,Snacks
al-fateh,chips_&_nimko---fateh,DORITOS CHIPS SPICY SWEET CHILI 92.1 GM,"Rs.1,645",https://alfatah.pk/products/doritos-chips-spicy-sweet-chili-92-1-gm,Snacks
al-fateh,chips_&_nimko---fateh,GO ROYALE POTATO STICKS SALTED 120 GM,Rs.195,https://alfatah.pk/products/go-royale-potato-sticks-salted-120-gm,Snacks
al-fateh,chips_&_nimko---fateh,KRACKS CHIPS SOUR CREAM AND ONION 110 GM,Rs.465,https://alfatah.pk/products/kracks-chips-sour-cream-and-onion-110-gm,Snacks
al-fateh,chips_&_nimko---fateh,KETTLE CHIPS SEA SALTED 40GM,Rs.545,https://alfatah.pk/products/kettle-chips-sea-salted-40gm,Snacks
al-fateh,chips_&_nimko---fateh,MUNCH OH CRUNCHY NUTS HOT & SPICY PEANUTS 150GM,Rs.420,https://alfatah.pk/products/munch-oh-crunchy-nuts-hot-spicy-peanuts-150gm,Snacks
al-fateh,chips_&_nimko---fateh,MIAOW MIAOW CHIPS HOOP CHEESY BBQ RING 50 GM,Rs.545,https://alfatah.pk/products/miaow-miaow-chips-hoop-cheesy-bbq-ring-50-gm,Snacks
al-fateh,chips_&_nimko---fateh,NIMCOS NAMAK PARAY 200 GM,Rs.320,https://alfatah.pk/products/nimcos-namak-paray-200-gm,Snacks
al-fateh,chips_&_nimko---fateh,EL SABOR NACHO CHIPS NATURAL FLAVOR 100 GM,Rs.795,https://alfatah.pk/products/el-sabor-nacho-chips-natural-flavor-100-gm,Snacks
al-fateh,chips_&_nimko---fateh,RUFFLES CHIPS SOUR CREAM AND ONION 184.2 GM,"Rs.2,395",https://alfatah.pk/products/ruffles-chips-sour-cream-and-onion-184-2-gm,Snacks
al-fateh,chips_&_nimko---fateh,LAYS STAX CHIPS ORIGINAL 163 GM,"Rs.1,145",https://alfatah.pk/products/lays-stax-chips-original-163-gm,Snacks
al-fateh,chips_&_nimko---fateh,LAYS STAX CHIPS CHEDDAR 155.9 GM,"Rs.1,145",https://alfatah.pk/products/lays-stax-chips-cheddar-155-9-gm,Snacks
al-fateh,chips_&_nimko---fateh,RUFFLES CHIPS ORIGINAL 184.2 GM,"Rs.2,395",https://alfatah.pk/products/ruffles-chips-original-184-2-gm,Snacks
al-fateh,chips_&_nimko---fateh,EL SABOR NACHO CHIPS SALTED 100 GM,Rs.795,https://alfatah.pk/products/el-sabor-nacho-chips-salted-100-gm,Snacks
al-fateh,chips_&_nimko---fateh,MUNCH OH CRUNCHY NUTS CHILI LIME PEANUTS 150GM,Rs.420,https://alfatah.pk/products/munch-oh-crunchy-nuts-chili-lime-peanuts-150gm,Snacks
al-fateh,chips_&_nimko---fateh,CHEETOS CHIPS CHEDDAR JALAPENO CRUNCHY 226.8 GM,"Rs.2,395",https://alfatah.pk/products/cheetos-cheddar-jalapeno-crunchy-226-8gm,Snacks
al-fateh,chips_&_nimko---fateh,DORITOS CHIPS NACHO CHEESE FLAVOURED 311.8 GM,"Rs.2,895",https://alfatah.pk/products/doritos-chips-nacho-cheese-flavoured-311-8-gm,Snacks
al-fateh,chips_&_nimko---fateh,LAYS CHIPS SALT AND VINEGAR 184.2 GM,"Rs.2,395",https://alfatah.pk/products/lays-chips-salt-and-vinegar-184-2-gm,Snacks
al-fateh,chips_&_nimko---fateh,EL SABOR NACHO CHIPS CHEESE FLAVOR 100 GM,Rs.795,https://alfatah.pk/products/el-sabor-nacho-chips-cheese-flavor-100-gm,Snacks
al-fateh,chips_&_nimko---fateh,RUFFLES CHIPS CHEDDAR AND SOUR CREAM 184.2 GM,"Rs.2,395",https://alfatah.pk/products/ruffles-chips-cheddar-and-sour-cream-184-2-gm,Snacks
al-fateh,chips_&_nimko---fateh,RUFFLES CHIPS FLAMIN HOT 184.2 GM BASIC,"Rs.2,395",https://alfatah.pk/products/ruffles-chips-flamin-hot-184-2-gm-basic,Snacks
al-fateh,chips_&_nimko---fateh,LAYS STAX CHIPS BARBECUE 155.9GM,"Rs.1,145",https://alfatah.pk/products/lays-stax-chips-barbecue-155-9gm,Snacks
al-fateh,chips_&_nimko---fateh,EL SABOR NACHO CHIPS CHILI FLAVOR 100 GM,Rs.795,https://alfatah.pk/products/el-sabor-nacho-chips-chili-flavor-100-gm,Snacks
al-fateh,chips_&_nimko---fateh,CHEETOS CHIPS FLAMIN HOT LIMON CRUNCHY 226.8 GM,"Rs.2,395",https://alfatah.pk/products/cheetos-chips-flamin-hot-limon-crunchy-226-8-gm,Snacks
al-fateh,chips_&_nimko---fateh,EL SABOR NACHO CHIPS JALAPENO FLAVOR 100 GM,Rs.795,https://alfatah.pk/products/el-sabor-nacho-chips-jalapeno-flavor-100-gm,Snacks
al-fateh,chips_&_nimko---fateh,DORITOS NACHO CHIPS FLAMING HOT 311.8 GM,"Rs.2,895",https://alfatah.pk/products/doritos-nacho-chips-flaming-hot-311-8-gm,Snacks
al-fateh,chips_&_nimko---fateh,KETTLE CHIPS SEA SALT 130 GM,"Rs.1,595",https://alfatah.pk/products/kettle-chips-sea-salt-130-gm,Snacks
al-fateh,chips_&_nimko---fateh,MAXICORN CHIPS ROASTED CORN 140 GM,Rs.795,https://alfatah.pk/products/maxicorn-chips-roasted-corn-140-gm,Snacks
al-fateh,chips_&_nimko---fateh,BARCEL TAKIS GUACAMOLE TORTILLA CHIPS 113 GM,"Rs.1,795",https://alfatah.pk/products/barcel-takis-guacamole-tortilla-chips-113-gm,Snacks
al-fateh,chips_&_nimko---fateh,LAYS CHIPS BARBECUE 184 GM,"Rs.2,395",https://alfatah.pk/products/lays-chips-barbecue-184-gm,Snacks
al-fateh,chips_&_nimko---fateh,KRACKS CHIPS SALT & VINGAR POTATO CRISPS 110 GM,Rs.465,https://alfatah.pk/products/kracks-chips-salt-vingar-potato-crisps-110-gm,Snacks
al-fateh,chips_&_nimko---fateh,DORITOS CHIPS COOL RANCH 198.4 GM,"Rs.2,395",https://alfatah.pk/products/doritos-chips-cool-ranch-198-4-gm,Snacks
al-fateh,chips_&_nimko---fateh,LAYS CHIPS CLASSIC 184.2 GM,"Rs.2,395",https://alfatah.pk/products/lays-chips-classic-184-2-gm,Snacks
al-fateh,chips_&_nimko---fateh,MAXICORN CHIPS BARBECUE 140 GM,Rs.795,https://alfatah.pk/products/maxicorn-chips-barbecue-140-gm,Snacks
al-fateh,chips_&_nimko---fateh,DORITOS CHIPS SPICY SWEET CHILI 311.8 GM,"Rs.2,895",https://alfatah.pk/products/doritos-spicy-sweet-chili-311-8gm,Snacks
al-fateh,chips_&_nimko---fateh,KETTLE CHIPS SEA & SALT BALSAMIC VINEGAR MODENA 130 GM,"Rs.1,595",https://alfatah.pk/products/kettle-chips-sea-salt-balsamic-vinegar-modena-130-gm,Snacks
al-fateh,chips_&_nimko---fateh,EL SABOR NACHO CHIPS CHEESE FLAVOR 225 GM,"Rs.1,295",https://alfatah.pk/products/el-sabor-nacho-chips-cheese-flavor-225-gm,Snacks
al-fateh,chips_&_nimko---fateh,LAYS CHIPS SOUR CREAM AND ONION 184 GM,"Rs.2,395",https://alfatah.pk/products/lays-chips-sour-cream-and-onion-184-gm,Snacks
al-fateh,chips_&_nimko---fateh,KETTLE CHIPS HONEY BARBECUE 40 GM,Rs.545,https://alfatah.pk/products/kettle-chips-honey-barbecue-40-gm,Snacks
al-fateh,chips_&_nimko---fateh,RUFFLES CHIPS JALAPENO RANCH 184.2 GM BASIC,"Rs.2,395",https://alfatah.pk/products/ruffles-chips-jalapeno-ranch-184-2-gm-basic,Snacks
al-fateh,chips_&_nimko---fateh,DORITOS CHIPS COOL RANCH 311.8 GM,"Rs.2,895",https://alfatah.pk/products/doritos-chips-cool-ranch-311-8-gm,Snacks
