store,category,name,price,cleaned_category,product-link,image_url,standardized_unit,quantity,cleaned_name
al-fateh,drinking_powders---fateh,TANG INSTANT POWDER ORANGE JAR 2.5KG,"Rs.2,395",Beverages,https://alfatah.pk/products/tang-instant-powder-orange-jar-2-5kg,,kg,2.5,tang instant powder orange jar
al-fateh,drinking_powders---fateh,COMPLAN STRAWBERRY FLAVOUR DRINKING POWDER JAR 400GM,"Rs.1,295",Beverages,https://alfatah.pk/products/complan-strawberry-flavour-drinking-powder-jar-400gm,,g,400.0,complan strawberry flavour drinking powder jar
al-fateh,drinking_powders---fateh,TANG POWDER DRINK ORANGE 375 GM,Rs.846Rs.995,Beverages,https://alfatah.pk/products/tang-powder-drink-orange-375-gm,,g,375.0,tang powder drink orange
al-fateh,drinking_powders---fateh,COMPLAN VANILLA FLAVOUR DRINKING POWDER JAR 400GM,"Rs.1,295",Beverages,https://alfatah.pk/products/complan-vanilla-flavour-drinking-powder-jar-400gm,,g,400.0,complan vanilla flavour drinking powder jar
al-fateh,drinking_powders---fateh,NESTLE MILO POWDER ALL IN ONE 25 GM,Rs.75,Beverages,https://alfatah.pk/products/nestle-milo-powder-all-in-one-25-gm,,g,25.0,nestle milo powder all in one
al-fateh,drinking_powders---fateh,TANG INSTANT POWDER MANGO JAR 2.5KG,"Rs.2,395",Beverages,https://alfatah.pk/products/tang-instant-powder-mango-jar-2-5kg,,kg,2.5,tang instant powder mango jar
al-fateh,drinking_powders---fateh,NUTRILIGHT MASSVITA STRAWBERRY POWDER 275GM,"Rs.1,145",Beverages,https://alfatah.pk/products/nutrilight-massvita-strawberry-powder-275gm,,g,275.0,nutrilight massvita strawberry powder
al-fateh,drinking_powders---fateh,MILLAC MALTY CHOCOLATE POWDER 300 GM,Rs.800,Beverages,https://alfatah.pk/products/millac-malty-chocolate-powder-300-gm,,g,300.0,millac malty chocolate powder
al-fateh,drinking_powders---fateh,NUTRILIGHT MASSVITA BANANA POWDER 275GM,"Rs.1,145",Beverages,https://alfatah.pk/products/nutrilight-massvita-banana-powder-275gm,,g,275.0,nutrilight massvita banana powder
al-fateh,drinking_powders---fateh,OVALTINE DRINKING POWDER CHOCOLATE FLAVOR 1000G,"Rs.3,195",Beverages,https://alfatah.pk/products/ovaltine-drinking-powder-chocolate-flavor-1000g,,g,1000.0,ovaltine drinking powder chocolate flavor
al-fateh,drinking_powders---fateh,OVALTINE INSTANT DRINK COMPLETE NUTRITION 100 GM,Rs.675,Beverages,https://alfatah.pk/products/ovaltine-instant-drink-complete-nutrition-100-gm,,g,100.0,ovaltine instant drink complete nutrition
al-fateh,drinking_powders---fateh,OVALTINE DRINKING POWDER WHITE MALT 600G,"Rs.3,195",Beverages,https://alfatah.pk/products/ovaltine-drinking-powder-white-malt-600g,,g,600.0,ovaltine drinking powder white malt
al-fateh,drinking_powders---fateh,OVALTINE POWDER THAI INSTANT 280GM,"Rs.1,295",Beverages,https://alfatah.pk/products/ovaltine-powder-thai-instant-280gm,,g,280.0,ovaltine powder thai instant
al-fateh,drinking_powders---fateh,OVALTINE CHOCOLATE FORMULA 3 INSTANT POUCH 450 GM,"Rs.1,595",Beverages,https://alfatah.pk/products/ovaltine-chocolate-formula-3-instant-pouch-450-gm,,g,450.0,ovaltine chocolate formula 3 instant pouch
al-fateh,drinking_powders---fateh,NESTLE MILO DRINKING POWDER ACTIVE GO TIN 400 GM,"Rs.1,895",Beverages,https://alfatah.pk/products/nestle-milo-drinking-powder-active-go-tin-400-gm,,g,400.0,nestle milo drinking powder active go tin
al-fateh,popcorn---fateh,KERNEL POPCORN NATURAL 90 GM,Rs.160,Snacks,https://alfatah.pk/products/kernel-popcorn-natural-90-gm,,g,90.0,kernel popcorn natural
al-fateh,popcorn---fateh,KERNEL POPCORN BUTTER 90 GM,Rs.160,Snacks,https://alfatah.pk/products/kernel-popcorn-butter-90-gm,,g,90.0,kernel popcorn butter
al-fateh,popcorn---fateh,POPING CORN 200 GM,Rs.170,Snacks,https://alfatah.pk/products/poping-corn-200-gm,,g,200.0,poping corn
al-fateh,popcorn---fateh,KERNEL POPCORN CHEESE 90 GM,Rs.160,Snacks,https://alfatah.pk/products/kernel-popcorn-cheese-90-gm,,g,90.0,kernel popcorn cheese
al-fateh,popcorn---fateh,POP CORN POUCH 400 GM,Rs.340,Snacks,https://alfatah.pk/products/pop-corn-pouch-400-gm,,g,400.0,pop corn pouch
al-fateh,popcorn---fateh,POP NOSH CHOCO LOCO POP CORN 26 GM,Rs.50,Snacks,https://alfatah.pk/products/pop-nosh-choco-loco-pop-corn-26-gm,,g,26.0,pop nosh choco loco pop corn
al-fateh,popcorn---fateh,POP NOSH CARAMEL CRUNCH POP CORN 70 GM,Rs.150,Snacks,https://alfatah.pk/products/pop-nosh-caramel-crunch-pop-corn-70-gm,,g,70.0,pop nosh caramel crunch pop corn
al-fateh,popcorn---fateh,KERNEL POPCORN NATURAL 270 GM,Rs.465,Snacks,https://alfatah.pk/products/kernel-popcorn-natural-270-gm,,g,270.0,kernel popcorn natural
al-fateh,popcorn---fateh,KERNEL POP COATED POPCORN 88GM,Rs.105,Snacks,https://alfatah.pk/products/kernel-pop-coated-popcorn-88gm,,g,88.0,kernel pop coated popcorn
al-fateh,popcorn---fateh,KERNEL POPCORN BUTTER 270 GM,Rs.465,Snacks,https://alfatah.pk/products/kernel-popcorn-butter-270-gm,,g,270.0,kernel popcorn butter
al-fateh,popcorn---fateh,KERNEL POPCORN ENGLISH BUTTER 90 GM,Rs.160,Snacks,https://alfatah.pk/products/kernel-popcorn-english-butter-90-gm,,g,90.0,kernel popcorn english butter
al-fateh,popcorn---fateh,KERNEL POPCORN SALT & PEPPER 90 GM,Rs.160,Snacks,https://alfatah.pk/products/kernel-popcorn-salt-pepper-90-gm,,g,90.0,kernel popcorn salt & pepper
al-fateh,popcorn---fateh,KORNEEZ BUTTER SCOTCH POPCORN 50GM,Rs.120,Snacks,https://alfatah.pk/products/korneez-butter-scotch-popcorn-50gm,,g,50.0,korneez butter scotch popcorn
al-fateh,popcorn---fateh,KERNEL POPCORN JALAPENO 90 GM,Rs.160,Snacks,https://alfatah.pk/products/kernel-popcorn-jalapeno-90-gm,,g,90.0,kernel popcorn jalapeno
al-fateh,popcorn---fateh,KERNEL POP CORN ENGLISH BUTTER 3PC PACK 270 GM,Rs.465,Snacks,https://alfatah.pk/products/kernel-pop-corn-english-butter-3pc-pack-270-gm,,pieces,3.0,kernel pop corn english butter pack
al-fateh,popcorn---fateh,KERNEL POP CORN BUTTER 80 GM,Rs.105,Snacks,https://alfatah.pk/products/kernel-pop-corn-butter-80-gm,,g,80.0,kernel pop corn butter
al-fateh,popcorn---fateh,KERNEL POP CORN NATURAL 80 GM,Rs.105,Snacks,https://alfatah.pk/products/kernel-pop-corn-natural-80-gm,,g,80.0,kernel pop corn natural
al-fateh,popcorn---fateh,KORNEEZ CHEESE POPCORN 50GM,Rs.120,Snacks,https://alfatah.pk/products/korneez-cheese-popcorn-50gm,,g,50.0,korneez cheese popcorn
al-fateh,popcorn---fateh,KERNEL POP CORN CHEEESE 80 GM,Rs.105,Snacks,https://alfatah.pk/products/kernel-pop-corn-cheeese-80-gm,,g,80.0,kernel pop corn cheeese
al-fateh,popcorn---fateh,KERNEL POPCORN CHEESE 270 GM,Rs.465,Snacks,https://alfatah.pk/products/kernel-popcorn-cheese-270-gm,,g,270.0,kernel popcorn cheese
al-fateh,popcorn---fateh,KERNEL POPCORN CARAMEL COATED JAR 195 GM,Rs.330,Snacks,https://alfatah.pk/products/kernel-popcorn-caramel-coated-jar-195-gm,,g,195.0,kernel popcorn caramel coated jar
al-fateh,popcorn---fateh,0111.5 THE CRETORS POPCORN 300GM,Rs.360,Snacks,https://alfatah.pk/products/0111-5-the-cretors-popcorn-300gm,,g,300.0,0111.5 the cretors popcorn
al-fateh,popcorn---fateh,SUNBEAM POP CORN KERNELS POUCH 1 KG,"Rs.1,345",Snacks,https://alfatah.pk/products/sunbeam-pop-corn-kernels-pouch-1-kg,,kg,1.0,sunbeam pop corn kernels pouch
al-fateh,popcorn---fateh,KERNEL POP POPPING CORN 200 GM,Rs.195,Snacks,https://alfatah.pk/products/copy-of-kernel-pop-corn-cheeese-80-gm,,g,200.0,kernel pop popping corn
al-fateh,popcorn---fateh,AMERICAN GARDEN POP CORN EXTRA BUTTER 273 GM,"Rs.1,095",Snacks,https://alfatah.pk/products/american-garden-pop-corn-extra-butter-273-gm,,g,273.0,american garden pop corn extra butter
al-fateh,popcorn---fateh,AMERICAN GARDEN POP CORN BUTTER 273 GM,"Rs.1,095",Snacks,https://alfatah.pk/products/american-garden-pop-corn-butter-273-gm,,g,273.0,american garden pop corn butter
al-fateh,popcorn---fateh,SUNBEAM POP CORN KERENAL POUCH 300GM,Rs.385,Snacks,https://alfatah.pk/products/sunbeam-pop-corn-kerenal-pouch-300gm,,g,300.0,sunbeam pop corn kerenal pouch
al-fateh,popcorn---fateh,AMERICAN GARDEN POP CORN NATURAL LIGHT 240 GM,"Rs.1,095",Snacks,https://alfatah.pk/products/american-garden-pop-corn-natural-light-240-gm,,g,240.0,american garden pop corn natural light
al-fateh,popcorn---fateh,KERNEL ENGLISH BUTTER POP CORN 80 GM,Rs.105,Snacks,https://alfatah.pk/products/kernel-english-butter-pop-corn-80-gm,,g,80.0,kernel english butter pop corn
al-fateh,popcorn---fateh,AMERICAN GARDEN POP CORN NATURAL 273 GM,"Rs.1,095",Snacks,https://alfatah.pk/products/american-garden-pop-corn-natural-273-gm,,g,273.0,american garden pop corn natural
al-fateh,popcorn---fateh,KERNEL JALAPENO POP CORN 15 GM,Rs.105,Snacks,https://alfatah.pk/products/kernel-jalapeno-pop-corn-80-gm,,g,15.0,kernel jalapeno pop corn
al-fateh,popcorn---fateh,AMERICAN GARDEN POP CORN BUTTER FAT FREE 240 GM,"Rs.1,095",Snacks,https://alfatah.pk/products/american-garden-pop-corn-butter-fat-free-240-gm,,g,240.0,american garden pop corn butter fat free
al-fateh,popcorn---fateh,AMERICAN GARDEN POP CORN CHEESE 273 GM,"Rs.1,095",Snacks,https://alfatah.pk/products/american-garden-pop-corn-cheese-273-gm,,g,273.0,american garden pop corn cheese
al-fateh,popcorn---fateh,AMERICAN GARDEN POP CORN HOT AND SPICY 273 GM,"Rs.1,095",Snacks,https://alfatah.pk/products/american-garden-pop-corn-hot-and-spicy-273-gm,,g,273.0,american garden pop corn hot and spicy
al-fateh,popcorn---fateh,SUNBEAM POPCORN YELLOW 440GM,Rs.745,Snacks,https://alfatah.pk/products/sunbeam-popcorn-yellow-440gm,,g,440.0,sunbeam popcorn yellow
al-fateh,popcorn---fateh,AONE POP CORN 230GM,Rs.225,Snacks,https://alfatah.pk/products/aone-pop-corn-230gm,,g,230.0,aone pop corn
al-fateh,popcorn---fateh,KERNEL POP SNACK PACK SALTED CARAMEL 50 GM,Rs.120,Snacks,https://alfatah.pk/products/kernel-pop-snack-pack-salted-caramel-50-gm,,g,50.0,kernel pop snack pack salted caramel
al-fateh,popcorn---fateh,KERNEL POP SNACK PACK BUTTER SCOTCH 50 GM,Rs.120,Snacks,https://alfatah.pk/products/kernel-pop-snack-pack-butter-scotch-50-gm,,g,50.0,kernel pop snack pack butter scotch
al-fateh,popcorn---fateh,POPNOSH BUTTER POPCORN SALT 450GM,Rs.290,Snacks,https://alfatah.pk/products/popnosh-butter-popcorn-salt-450gm,,g,450.0,popnosh butter popcorn salt
al-fateh,popcorn---fateh,KERNEL POP SNACK PACK SALT & PEPPER 15 GM,Rs.60,Snacks,https://alfatah.pk/products/kernel-pop-snack-pack-salt-pepper-15-gm,,g,15.0,kernel pop snack pack salt & pepper
al-fateh,popcorn---fateh,KERNEL POP SNACK PACK CHEESE 15 GM,Rs.60,Snacks,https://alfatah.pk/products/kernel-pop-snack-pack-cheese-15-gm,,g,15.0,kernel pop snack pack cheese
al-fateh,popcorn---fateh,ACT2 POP CORN SWEET SALTY 255 GM BASIC,Rs.795,Snacks,https://alfatah.pk/products/act2-pop-corn-sweet-salty-255-gm-basic,,g,255.0,act2 pop corn sweet salty basic
al-fateh,popcorn---fateh,KERNEL POP SNACK PACK CARAMEL CLASSIC 50 GM,Rs.120,Snacks,https://alfatah.pk/products/kernel-pop-snack-pack-caramel-classic-50-gm,,g,50.0,kernel pop snack pack caramel classic
al-fateh,popcorn---fateh,KERNEL POP SNACK PACK NATURAL 15 GM,Rs.60,Snacks,https://alfatah.pk/products/kernel-pop-snack-pack-natural-15-gm,,g,15.0,kernel pop snack pack natural
al-fateh,popcorn---fateh,ACT2 POP CORN SALTED 255 GM BASIC,Rs.795,Snacks,https://alfatah.pk/products/act2-pop-corn-salted-255-gm-basic,,g,255.0,act2 pop corn salted basic
al-fateh,popcorn---fateh,KERNEL POP SNACK PACK BUTTER 15 GM,Rs.60,Snacks,https://alfatah.pk/products/kernel-pop-snack-pack-butter-15-gm,,g,15.0,kernel pop snack pack butter
al-fateh,popcorn---fateh,KERNEL POP SNACK PACK PEANUT BUTTER 50 GM,Rs.120,Snacks,https://alfatah.pk/products/kernel-pop-snack-pack-peanut-butter-50-gm,,g,50.0,kernel pop snack pack peanut butter
al-fateh,popcorn---fateh,ACT2 POP CORN BUTTER 255 GM BASIC,Rs.795,Snacks,https://alfatah.pk/products/act2-pop-corn-butter-255-gm-basic,,g,255.0,act2 pop corn butter basic
al-fateh,popcorn---fateh,KERNEL POP SNACK PACK JALAPENO 15 GM,Rs.60,Snacks,https://alfatah.pk/products/kernel-pop-snack-pack-jalapeno-15-gm,,g,15.0,kernel pop snack pack jalapeno
al-fateh,popcorn---fateh,ACT2 POP CORN BUTTER LOVER 255 GM BASIC,Rs.795,Snacks,https://alfatah.pk/products/act2-pop-corn-butter-lover-255-gm-basic,,g,255.0,act2 pop corn butter lover basic
al-fateh,popcorn---fateh,KERNEL POP SNACK PACK ENGLISH BUTTER 15 GM,Rs.60,Snacks,https://alfatah.pk/products/kernel-pop-snack-pack-english-butter-15-gm,,g,15.0,kernel pop snack pack english butter
al-fateh,popcorn---fateh,ACT2 POP CORN LIGHT BUTTER 241.8 GM BASIC,Rs.795,Snacks,https://alfatah.pk/products/act2-pop-corn-light-butter-241-8-gm-basic,,g,241.8,act2 pop corn light butter basic
al-fateh,popcorn---fateh,POPNOSH CARAMEL CRUNCH 20 GM,Rs.50,Snacks,https://alfatah.pk/products/popnosh-caramel-crunch-29-gm,,g,20.0,popnosh caramel crunch
al-fateh,popcorn---fateh,POPNOSH CARAMEL CRUNCH 45 GM,Rs.100,Snacks,https://alfatah.pk/products/popnosh-caramel-crunch-60-gm,,g,45.0,popnosh caramel crunch
al-fateh,popcorn---fateh,POPNOSH MOVIE THEATER 40 GM,Rs.150,Snacks,https://alfatah.pk/products/popnosh-movie-theater-38-gm,,g,40.0,popnosh movie theater
al-fateh,popcorn---fateh,KORNEEZ POP CORN SALTED 60 GM,Rs.120,Snacks,https://alfatah.pk/products/korneez-pop-corn-salted-85-gm,,g,60.0,korneez pop corn salted
al-fateh,popcorn---fateh,KORNEEZ PLAIN SALTED POP CORN 40 GM,Rs.90,Snacks,https://alfatah.pk/products/korneez-plain-salted-pop-corn-40-gm,,g,40.0,korneez plain salted pop corn
al-fateh,popcorn---fateh,POPNOSH CHOCO LOCO CHOCOLATE POPCORN 45 GM,Rs.100,Snacks,https://alfatah.pk/products/popnosh-choco-loco-chocolate-popcorn-60gm,,g,45.0,popnosh choco loco chocolate popcorn
al-fateh,popcorn---fateh,POP NOSH CINEMA POPCORN 60GM,Rs.150,Snacks,https://alfatah.pk/products/pop-nosh-cinema-popcorn-60gm,,g,60.0,pop nosh cinema popcorn
al-fateh,popcorn---fateh,POPNOSH POPCORN CHEDDAR CHEESE 18 GM,Rs.50,Snacks,https://alfatah.pk/products/popnosh-popcorn-cheddar-cheese-20gm,,g,18.0,popnosh popcorn cheddar cheese
al-fateh,popcorn---fateh,KORNEEZ POP CORN CARAMAL PEANUT 45 GM,Rs.90,Snacks,https://alfatah.pk/products/korneez-pop-corn-caramal-peanut-45-gm,,g,45.0,korneez pop corn caramal peanut
al-fateh,popcorn---fateh,KORNEEZ TOFFEE POPCORN 80 GM,Rs.120,Snacks,https://alfatah.pk/products/korneez-toffee-popcorn-80-gm,,g,80.0,korneez toffee popcorn
al-fateh,popcorn---fateh,POPNOSH SPICY JALAPENO POPCORN 18 GM,Rs.50,Snacks,https://alfatah.pk/products/popnosh-spicy-jalapeno-popcorn-20gm,,g,18.0,popnosh spicy jalapeno popcorn
al-fateh,popcorn---fateh,POPNOSH CHIP STICKS MASALA 23 GM,Rs.50,Snacks,https://alfatah.pk/products/popnosh-chip-sticks-masala-35gm,,g,23.0,popnosh chip sticks masala
al-fateh,popcorn---fateh,POP AND CO CLASSIC SALTED POPCORN 45 GM,Rs.105,Snacks,https://alfatah.pk/products/pop-and-co-classic-salted-popcorn-45-gm,,g,45.0,pop and co classic salted popcorn
al-fateh,popcorn---fateh,KORNEEZ BBQ POPCORN 50GM,Rs.120,Snacks,https://alfatah.pk/products/korneez-bbq-popcorn-50gm,,g,50.0,korneez bbq popcorn
al-fateh,popcorn---fateh,POP AND CO CLASSIC CARAMEL POPCORN 80 GM,Rs.105,Snacks,https://alfatah.pk/products/pop-and-co-classic-caramel-popcorn-80-gm,,g,80.0,pop and co classic caramel popcorn
al-fateh,popcorn---fateh,KORNEEZ CHOCOLATE POPCORN 45 GM,Rs.110,Snacks,https://alfatah.pk/products/korneez-chocolate-popcorn-45-gm,,g,45.0,korneez chocolate popcorn
al-fateh,dairy_creams---fateh,DAYFRESH LIQUID MILK FULL CREAM CAP 250 ML,Rs.105,Dairy,https://alfatah.pk/products/dayfresh-liquid-milk-full-cream-250-ml,,ml,250.0,dayfresh liquid milk full cream cap
al-fateh,dairy_creams---fateh,NESTLE MILKPAK CREAM 200ML-CARTON,"Rs.5,280",Dairy,https://alfatah.pk/products/nestle-milk-pak-cream-200ml-carton,,ml,200.0,nestle milkpak cream -carton
al-fateh,dairy_creams---fateh,NESTLE MILK PAK CREAM 200ML,Rs.220,Dairy,https://alfatah.pk/products/nestle-milk-pak-cream-200ml,,ml,200.0,nestle milk pak cream
al-fateh,dairy_creams---fateh,OLPERS CREAM 200 ML,Rs.220,Dairy,https://alfatah.pk/products/olpers-cream-200-ml,,ml,200.0,olpers cream
al-fateh,dairy_creams---fateh,OLPERS CREAM 200 ML - CARTON,"Rs.5,280",Dairy,https://alfatah.pk/products/olpers-cream-200-ml-carton,,ml,200.0,olpers cream - carton
al-fateh,dairy_creams---fateh,NESTLE MILK PAK DAIRY WHIPPING CREAM 200ML,Rs.240,Dairy,https://alfatah.pk/products/nestle-milk-pak-dairy-whipping-cream-200ml,,ml,200.0,nestle milk pak dairy whipping cream
al-fateh,dairy_creams---fateh,NESTLE MILKPAK DAIRY WHIPPING CREAM 200ML-CARTON,"Rs.5,760",Dairy,https://alfatah.pk/products/nestle-milk-pak-dairy-whipping-cream-200ml-carton,,ml,200.0,nestle milkpak dairy whipping cream -carton
al-fateh,dairy_creams---fateh,NURPUR DAIRY CREAM 200ML,Rs.220,Dairy,https://alfatah.pk/products/nurpur-dairy-cream-200ml,,ml,200.0,nurpur dairy cream
al-fateh,dairy_creams---fateh,OLPERS DAIRY OMUNG DOBALA PC 200 ML,Rs.150,Dairy,https://alfatah.pk/products/olpers-dairy-omung-dobala-pc-200-ml,,ml,200.0,olpers dairy omung dobala pc
al-fateh,dairy_creams---fateh,WHIPY WHIPPING CREAM 1 KG,Rs.775,Dairy,https://alfatah.pk/products/whipy-whipping-cream-1-kg,,kg,1.0,whipy whipping cream
al-fateh,dairy_creams---fateh,WHIPY WHIPPING CREAM 500 GM,Rs.475,Dairy,https://alfatah.pk/products/whipy-whipping-cream-500-gm,,g,500.0,whipy whipping cream
al-fateh,dairy_creams---fateh,WHIPY WHIP STRAWBERRY CREAM 500GM,Rs.475,Dairy,https://alfatah.pk/products/whipy-whip-strawberry-cream-500gm,,g,500.0,whipy whip strawberry cream
al-fateh,dairy_creams---fateh,WHIPY WHIP DAIRY FLAVOUR CREAM 1000GM,Rs.775,Dairy,https://alfatah.pk/products/whipy-whip-dairy-flavour-cream-500gm,,g,1000.0,whipy whip dairy flavour cream
al-fateh,dairy_creams---fateh,ELLE N VIRE WHIPPING CREAM LIGHT 250 GM,"Rs.2,495",Dairy,https://alfatah.pk/products/elle-n-vire-whipping-cream-light-250-gm,,g,250.0,elle n vire whipping cream light
al-fateh,dairy_creams---fateh,PAYSAN BRETON REAL DAIRY SWEETENED WHIPPED CREAM 241 ML,"Rs.2,495",Dairy,https://alfatah.pk/products/paysan-breton-real-dairy-sweetened-whipped-cream-241-ml,,ml,241.0,paysan breton real dairy sweetened whipped cream
al-fateh,dairy_creams---fateh,ELLE N VIRE WHIPPING CREAM EXTRA LIGHT 250 GM,"Rs.2,495",Dairy,https://alfatah.pk/products/elle-n-vire-whipping-cream-extra-light-250-gm,,g,250.0,elle n vire whipping cream extra light
al-fateh,dairy_creams---fateh,BASKIN ROBBINS WHIPPED LIGHT CREAM 425GM,"Rs.4,795",Dairy,https://alfatah.pk/products/baskin-robbins-whipped-light-cream-425gm,,g,425.0,baskin robbins whipped light cream
al-fateh,dairy_creams---fateh,GALBANI CREMA AL MASCARPONE 250G,"Rs.2,895",Dairy,https://alfatah.pk/products/galbani-crema-al-mascarpone-250g,,g,250.0,galbani crema al mascarpone
al-fateh,dairy_creams---fateh,PRESIDENT WHIPPED DAIRY CREAM 250G,"Rs.2,795",Dairy,https://alfatah.pk/products/president-whipped-dairy-cream-250g,,g,250.0,president whipped dairy cream
al-fateh,dairy_creams---fateh,LURPAK BUTTER PORTION SALTED 100 GM,Rs.695,Dairy,https://alfatah.pk/products/lurpak-butter-portion-salted-100-gm,,g,100.0,lurpak butter portion salted
al-fateh,cheese---fateh,ADAMS CHEDDAR CHEESE SINGLE SLICES 200GM,Rs.595,Dairy,https://alfatah.pk/products/adams-cheddar-cheese-single-slices-200gm,,g,200.0,adams cheddar cheese single slices
al-fateh,cheese---fateh,ADAMS CHEDDAR CHEESE 200 GM,Rs.595,Dairy,https://alfatah.pk/products/adams-cheddar-cheese-200-gm,,g,200.0,adams cheddar cheese
al-fateh,cheese---fateh,ADAMS MOZZARELLA BUFFALO CHEESE 200 GM,Rs.665,Dairy,https://alfatah.pk/products/adams-mozzarella-buffalo-cheese-200-gm,,g,200.0,adams mozzarella buffalo cheese
al-fateh,cheese---fateh,PREMA CREAM CHEESE 200 GM,Rs.580,Dairy,https://alfatah.pk/products/prema-cream-cheese-200-gm,,g,200.0,prema cream cheese
al-fateh,cheese---fateh,ADAMS BURGER CHEESE 10 SLICES PACK 200 GM,Rs.660,Dairy,https://alfatah.pk/products/adams-burger-cheese-10-slices-pack-200-gm,,slices,10.0,adams burger cheese pack
al-fateh,cheese---fateh,NURPUR CHEDDAR CHEESE 10 SINGLES 200 GM,Rs.645,Dairy,https://alfatah.pk/products/nurpur-cheddar-cheese-10-singles-200-gm,,g,200.0,nurpur cheddar cheese 10 singles
al-fateh,cheese---fateh,NURPUR CHEESE AMERICAN BURGER SLICE 10 PCS 200 GM,Rs.675,Dairy,https://alfatah.pk/products/nurpur-cheese-american-burger-slice-10-pcs-200-gm,,pieces,10.0,nurpur cheese american burger slice
al-fateh,cheese---fateh,FF COTTAGE Cheese 200 GM,Rs.695,Dairy,https://alfatah.pk/products/ff-cottage-chees,,g,200.0,ff cottage cheese
al-fateh,cheese---fateh,ADAMS MOZZARELLA BUFFALO CHEESE 400 GM,"Rs.1,275",Dairy,https://alfatah.pk/products/adams-mozzarella-buffalo-cheese-400-gm,,g,400.0,adams mozzarella buffalo cheese
al-fateh,cheese---fateh,COTTAGE CHEESE LOW FAT FRESH 200 GM,Rs.425,Dairy,https://alfatah.pk/products/cottage-cheese-low-fat-fresh-200-gm,,g,200.0,cottage cheese low fat fresh
al-fateh,cheese---fateh,ADAMS CHEDDAR CHEESE 400 GM,"Rs.1,145",Dairy,https://alfatah.pk/products/adams-cheddar-cheese-400gm,,g,400.0,adams cheddar cheese
al-fateh,cheese---fateh,ADAMS EXTRA LIGHT CHEESE 10 SLICES 200 GM,Rs.670,Dairy,https://alfatah.pk/products/adams-extra-light-cheese-10-slices-200-gm,,slices,10.0,adams extra light cheese
al-fateh,cheese---fateh,HAPPY COW CHEESE 8 PORTIONS 120 GM,Rs.875,Dairy,https://alfatah.pk/products/happy-cow-cheese-8-portions-120-gm,,portions,8.0,happy cow cheese
al-fateh,cheese---fateh,ARLA KIDS STICK CHEESE 6x18g PC,Rs.895,Dairy,https://alfatah.pk/products/arla-kids-stick-cheese-6x18g-pc,,g,18.0,arla kids stick cheese 6x pc
al-fateh,cheese---fateh,ADAMS SINGLES MOZZARELLA 10 SLICES CHEESE 200GM,Rs.665,Dairy,https://alfatah.pk/products/adams-singles-mozzarella-10-slices-cheese-200gm,,slices,10.0,adams singles mozzarella cheese
al-fateh,cheese---fateh,ADAMS PIZZA CHEESE 200 GM,Rs.670,Dairy,https://alfatah.pk/products/adams-pizza-cheese-200-gm,,g,200.0,adams pizza cheese
al-fateh,cheese---fateh,ADAMS SANDWICH SLICE 200GM,Rs.630,Dairy,https://alfatah.pk/products/adams-sandwich-slice-200gm,,g,200.0,adams sandwich slice
al-fateh,cheese---fateh,ADAMS SINGLES CHEDDAR CHEESE 1 KG,"Rs.1,945",Dairy,https://alfatah.pk/products/adams-singles-cheddar-cheese-1-kg,,kg,1.0,adams singles cheddar cheese
al-fateh,cheese---fateh,FF CHEDDAR CHEESE SLICES 200GM,Rs.575,Dairy,https://alfatah.pk/products/ff-cheddar-cheese-slices-200gm,,g,200.0,ff cheddar cheese slices
al-fateh,cheese---fateh,HAPPY COW CHEDDAR CHEESE SLICE YELLOW 150 GM,"Rs.1,045",Dairy,https://alfatah.pk/products/happy-cow-cheddar-cheese-slice-yellow-150-gm,,g,150.0,happy cow cheddar cheese slice yellow
al-fateh,cheese---fateh,FRESH ST PIZZA SHREDDED CHEESE 200 GM,Rs.607Rs.675,Dairy,https://alfatah.pk/products/fresh-st-pizza-shredded-cheese-200-gm,,g,200.0,fresh st pizza shredded cheese
al-fateh,cheese---fateh,HAPPY COW CHEESE REGULAR 200 GM,"Rs.1,295",Dairy,https://alfatah.pk/products/happy-cow-cheese-regular-200-gm,,g,200.0,happy cow cheese regular
al-fateh,cheese---fateh,ADAMS PIZZA CHEESE 400 GM,"Rs.1,275",Dairy,https://alfatah.pk/products/adams-pizza-cheese-400-gm,,g,400.0,adams pizza cheese
al-fateh,cheese---fateh,HAPPY COW CHEESE BIG PACK 24 PORTIONS 360 GM,"Rs.2,175",Dairy,https://alfatah.pk/products/happy-cow-cheese-big-pack-24-portions-360-gm,,portions,24.0,happy cow cheese big pack
al-fateh,cheese---fateh,ADAMS MOZZARELLA CHEESE 200 GM,Rs.665,Dairy,https://alfatah.pk/products/adams-mozzarella-cheese-200-gm,,g,200.0,adams mozzarella cheese
al-fateh,cheese---fateh,FRESH ST MOZZARELLA SHREDDED CHEESE 200GM,Rs.667Rs.745,Dairy,https://alfatah.pk/products/fresh-st-mozzarella-shredded-cheese-200gm,,g,200.0,fresh st mozzarella shredded cheese
al-fateh,cheese---fateh,FF MOZZARELLA CHEESE SLICE 200GM,Rs.645,Dairy,https://alfatah.pk/products/ff-mozzarella-cheese-slice-200gm,,g,200.0,ff mozzarella cheese slice
al-fateh,cheese---fateh,KIRI CHEESE FRESH CREAM AND MILK 100 GM,Rs.895,Dairy,https://alfatah.pk/products/kiri-cheese-fresh-cream-and-milk-100-gm-1,,g,100.0,kiri cheese fresh cream and milk
