store,category,name,price,cleaned_category,product-link,image_url,standardized_unit,quantity,cleaned_name
al-fateh,biscuits---fateh,LIFESTYLE GLUTEN FREE CHOCOLATE POUND CAKE 200 GM,Rs.695,Snacks,https://alfatah.pk/products/lifestyle-gluten-free-chocolate-pound-cake-200-gm,,g,200.0,lifestyle gluten free chocolate pound cake
al-fateh,biscuits---fateh,NABIL CREMORE STRAWBERRY CREAM BISCUITS 82 GM,Rs.525,Snacks,https://alfatah.pk/products/nabil-cremore-strawberry-cream-biscuits-82-gm,,g,82.0,nabil cremore strawberry cream biscuits
al-fateh,biscuits---fateh,TIFFANY DELIGHTS BISCUITS SHORT BREADS 200 GM,"Rs.1,395",Snacks,https://alfatah.pk/products/tiffany-delights-biscuits-short-breads-200-gm,,g,200.0,tiffany delights biscuits short breads
al-fateh,biscuits---fateh,WHITE CASTLE LUXURY WAFERS ROLL VANILLA 100 GM,Rs.495,Snacks,https://alfatah.pk/products/white-castle-luxury-wafers-roll-vanilla-100-gm,,g,100.0,white castle luxury wafers roll vanilla
al-fateh,biscuits---fateh,EURO JUMBO CROISSANT CHOCOLATE PC 50 GM,Rs.160,Snacks,https://alfatah.pk/products/euro-jumbo-croissant-chocolate-pc,,g,50.0,euro jumbo croissant chocolate pc
al-fateh,biscuits---fateh,RITZ CRACKER ORIGINAL CRUNCHY 3 PCS PACK 300 GM,Rs.995,Snacks,https://alfatah.pk/products/ritz-cracker-krekers-3-pcs-pack-247-gm,,pieces,3.0,ritz cracker original crunchy pack
al-fateh,biscuits---fateh,WHITE CASTLE WAFERS CHOCOLATE 300 GM,"Rs.1,095",Snacks,https://alfatah.pk/products/white-castle-wafers-chocolate-300-gm,,g,300.0,white castle wafers chocolate
al-fateh,biscuits---fateh,KRUNCHEES DELICIA TRIPLE CHOCOLATE CHIP 100 GM,Rs.745,Snacks,https://alfatah.pk/products/krunchees-delicia-triple-chocolate-chip-100-gm,,g,100.0,krunchees delicia triple chocolate chip
al-fateh,biscuits---fateh,KRUNCHEES DIGESTIVE LIGHT SMALL 150 GM,Rs.735,Snacks,https://alfatah.pk/products/krunchees-digestive-light-small-150-gm,,g,150.0,krunchees digestive light small
al-fateh,biscuits---fateh,GASTONE LAGO WAFFER POKER VANILLA CREAM 180 GM,Rs.945,Snacks,https://alfatah.pk/products/gastone-lago-waffer-poker-vanilla-cream-180-gm,,g,180.0,gastone lago waffer poker vanilla cream
al-fateh,biscuits---fateh,NABIL CREMORE CHOCOLATE CREAM BISCUITS 82 GM,Rs.525,Snacks,https://alfatah.pk/products/nabil-cremore-chocolate-cream-biscuits-82-gm,,g,82.0,nabil cremore chocolate cream biscuits
al-fateh,biscuits---fateh,GASTONE LAGO WAFER POKER CACAO 45 GM,Rs.250,Snacks,https://alfatah.pk/products/gastone-lago-wafer-poker-cacao-45-gm,,g,45.0,gastone lago wafer poker cacao
al-fateh,biscuits---fateh,EURO BAKE POUND CAKE LEMON FLAVOURED 225 GM,Rs.695,Snacks,https://alfatah.pk/products/euro-bake-pound-cake-lemon-flavoured-275-gm,,g,225.0,euro bake pound cake lemon flavoured
al-fateh,biscuits---fateh,NICKELODEON CLOUDIZ MINI CHOCO BISCUITS 30GM,Rs.895,Snacks,https://alfatah.pk/products/nickelodeon-cloudiz-mini-choco-biscuits-30gm,,g,30.0,nickelodeon cloudiz mini choco biscuits
al-fateh,biscuits---fateh,WHITE CASTLE LUXURY CREAM WAFERS CHOCOLATE HAZELNUT 100 GM,Rs.495,Snacks,https://alfatah.pk/products/white-castle-luxury-cream-wafers-chocolate-hazelnut-100-gm,,g,100.0,white castle luxury cream wafers chocolate hazelnut
al-fateh,biscuits---fateh,EURO BAKE POUND CAKE BLUEBERRY 225 GM,Rs.695,Snacks,https://alfatah.pk/products/euro-bake-pound-cake-blueberry-275gm,,g,225.0,euro bake pound cake blueberry
al-fateh,biscuits---fateh,GASTONE LAGO WAFER POKER CACAO 150 GM,Rs.745,Snacks,https://alfatah.pk/products/gastone-lago-wafer-poker-cacao-150-gm,,g,150.0,gastone lago wafer poker cacao
al-fateh,biscuits---fateh,AMERICAN KUISINE SWISS POUND CAKE CHOCOLATE 300GM,Rs.795,Snacks,https://alfatah.pk/products/american-kuisine-swiss-pound-cake-chocolate-300gm,,g,300.0,american kuisine swiss pound cake chocolate
al-fateh,biscuits---fateh,KRUNCHEES CHIPS MIX CHIP & BUTTER 100 GM,Rs.745,Snacks,https://alfatah.pk/products/krunchees-chips-mix-chip-butter-100-gm,,g,100.0,krunchees chips mix chip & butter
al-fateh,biscuits---fateh,GASTONE LAGO WAFFER POKER VANILA CREAM 150 GM,Rs.745,Snacks,https://alfatah.pk/products/gastone-lago-waffer-poker-vanila-cream-150-gm,,g,150.0,gastone lago waffer poker vanila cream
al-fateh,biscuits---fateh,NABIL CREMORE CAPPUCCINO CREAM BISCUITS 82 GM,Rs.525,Snacks,https://alfatah.pk/products/nabil-cremore-cappuccino-cream-biscuits-82-gm,,g,82.0,nabil cremore cappuccino cream biscuits
al-fateh,biscuits---fateh,GASTONE LAGO WAFER MINI ROLL CACAO 125 GM,"Rs.1,295",Snacks,https://alfatah.pk/products/gastone-lago-wafer-mini-roll-cacao-125-gm,,g,125.0,gastone lago wafer mini roll cacao
al-fateh,biscuits---fateh,GALAXY COOKIES CHOCOLATE CHUNK 180 GM,"Rs.1,545",Snacks,https://alfatah.pk/products/galaxy-cookies-chocolate-chunk-180-gm,,g,180.0,galaxy cookies chocolate chunk
al-fateh,biscuits---fateh,NUTRO BISCUIT DIGESTIVE 400 GM,"Rs.1,145",Snacks,https://alfatah.pk/products/nutro-biscuit-digestive-400-gm,,g,400.0,nutro biscuit digestive
al-fateh,biscuits---fateh,GASTONE LAGO WAFFER POKER CACAO CREAM 180 GM,Rs.945,Snacks,https://alfatah.pk/products/gastone-lago-waffer-poker-cacao-cream-180-gm,,g,180.0,gastone lago waffer poker cacao cream
al-fateh,biscuits---fateh,THE GRAINS MASTER LOWER BLOOD SUGAR BISCUITS 250 GM,Rs.520,Snacks,https://alfatah.pk/products/the-grains-master-lower-blood-sugar-biscuits-250-gm,,g,250.0,the grains master lower blood sugar biscuits
al-fateh,biscuits---fateh,TIFFANY DELIGHT BUTTER COOKIE TIN 405 GM,"Rs.2,895",Snacks,https://alfatah.pk/products/tiffany-delight-butter-cookie-405-gm,,g,405.0,tiffany delight butter cookie tin
al-fateh,biscuits---fateh,KRUNCHEES DIGESTIVE LIGHT LARGE 330 GM,"Rs.1,145",Snacks,https://alfatah.pk/products/krunchees-digestive-light-large-330-gm,,g,330.0,krunchees digestive light large
al-fateh,biscuits---fateh,DIABLO COOKIES COOKIES CHOCOLATE WITH CREAM 128 GM,Rs.995,Snacks,https://alfatah.pk/products/diablo-cookies-cookies-chocolate-with-cream-128-gm,,g,128.0,diablo cookies cookies chocolate with cream
al-fateh,biscuits---fateh,GASTONE LAGO WAFER POKER NOCCIOLA 150 GM,Rs.745,Snacks,https://alfatah.pk/products/gastone-lago-wafer-poker-nocciola-150-gm,,g,150.0,gastone lago wafer poker nocciola
al-fateh,biscuits---fateh,GASTONE LAGO WAFER MINI PARTY COCOA 125 GM,Rs.795,Snacks,https://alfatah.pk/products/gastone-lago-wafer-mini-party-cocoa-125-gm,,g,125.0,gastone lago wafer mini party cocoa
al-fateh,biscuits---fateh,EURO BAKE CAKE POUND ORANGE 225 GM,Rs.695,Snacks,https://alfatah.pk/products/euro-cake-pound-orange-325-gm,,g,225.0,euro bake cake pound orange
al-fateh,biscuits---fateh,WHITE CASTLE LUXURY WAFERS ROLL STRAWBERRY 100 GM,Rs.495,Snacks,https://alfatah.pk/products/white-castle-luxury-wafers-roll-strawberry-100-gm,,g,100.0,white castle luxury wafers roll strawberry
al-fateh,biscuits---fateh,DIABLO COOKIES SUGAR FREE BUTTER COOKIES 135 GM,Rs.995,Snacks,https://alfatah.pk/products/diablo-cookies-sugar-free-butter-cookies-135-gm,,g,135.0,diablo cookies sugar free butter cookies
al-fateh,biscuits---fateh,GASTONE LAGO WAFER MINI ROLL COCONUT 125 GM,"Rs.1,295",Snacks,https://alfatah.pk/products/gastone-lago-wafer-mini-roll-coconut-125-gm,,g,125.0,gastone lago wafer mini roll coconut
al-fateh,biscuits---fateh,LIFESTYLE BROWNIE COOKIE GUILT FREE 30GM,Rs.130,Snacks,https://alfatah.pk/products/lifestyle-brownie-cookie-guilt-free-40gm,,g,30.0,lifestyle brownie cookie guilt free
al-fateh,biscuits---fateh,AMERICAN KUISINE OATS COOKIES HONEY 176GM,Rs.845,Snacks,https://alfatah.pk/products/american-kuisine-oats-cookies-honey-176gm,,g,176.0,american kuisine oats cookies honey
al-fateh,biscuits---fateh,KRUNCHEES CHIPS MIX CHIP & PISTA 100 GM,Rs.745,Snacks,https://alfatah.pk/products/krunchees-chips-mix-chip-pista-100-gm,,g,100.0,krunchees chips mix chip & pista
al-fateh,biscuits---fateh,WHITE CASTLE LUXURY WAFERS ROLL COOKIES & CREAM 100 GM,Rs.495,Snacks,https://alfatah.pk/products/white-castle-luxury-wafers-roll-cookies-cream-100-gm,,g,100.0,white castle luxury wafers roll cookies & cream
al-fateh,biscuits---fateh,TIFFANY BISCUIT CREAM COCONUT 80 GM,Rs.475,Snacks,https://alfatah.pk/products/tiffany-biscuit-cream-coconut-84-gm,,g,80.0,tiffany biscuit cream coconut
al-fateh,biscuits---fateh,WHITE CASTLE LUXURY WAFERS ROLL CHOCOLATE 100 GM,Rs.495,Snacks,https://alfatah.pk/products/white-castle-luxury-wafers-roll-chocolate-100-gm,,g,100.0,white castle luxury wafers roll chocolate
al-fateh,biscuits---fateh,TIFFANY BISCUIT CREAM ORANGE 80 GM,Rs.475,Snacks,https://alfatah.pk/products/tiffany-biscuit-cream-orange-84-gm,,g,80.0,tiffany biscuit cream orange
al-fateh,biscuits---fateh,AL NASEER BADAM KHATAI 1 KG,"Rs.1,850",Snacks,https://alfatah.pk/products/al-naseer-badam-khatai-1-kg,,kg,1.0,al naseer badam khatai
al-fateh,biscuits---fateh,NUTRO DIGESTIVE BISCUIT 225 GM,Rs.745,Snacks,https://alfatah.pk/products/nutro-digestive-biscuit-225-gm,,g,225.0,nutro digestive biscuit
al-fateh,biscuits---fateh,DIABLO COOKIES CHOCOLATE CHIP & CRANBERRY 135 GM BASIC,Rs.995,Snacks,https://alfatah.pk/products/diablo-cookies-chocolate-chip-cranberry-135-gm-basic,,g,135.0,diablo cookies chocolate chip & cranberry basic
al-fateh,biscuits---fateh,NUTRO BISCUIT DIGESTIVE LIGHT 400 GM,"Rs.1,145",Snacks,https://alfatah.pk/products/nutro-biscuit-digestive-light-400-gm,,g,400.0,nutro biscuit digestive light
al-fateh,biscuits---fateh,BISCONNI BISCUIT RITE CHOCOLATE TICKY PACK 14 GM BOX 30PC,Rs.300,Snacks,https://alfatah.pk/products/bisconni-biscuit-rite-chocolate-ticky-pack-14-gm-box-30pc,,g,14.0,bisconni biscuit rite chocolate ticky pack box
al-fateh,biscuits---fateh,BISCONNI CHOCOLATE CHIP BISCUIT SNACK PACK 21 GM BOX 16PC,Rs.320,Snacks,https://alfatah.pk/products/bisconni-chocolate-chip-biscuit-snack-pack-21-gm-box-16pc,,g,21.0,bisconni chocolate chip biscuit snack pack box
al-fateh,biscuits---fateh,BISCONNI COOKIES CHOCOLATO SNACK PACK 24 GM BOX 30PC,Rs.300,Snacks,https://alfatah.pk/products/bisconni-cookies-chocolato-snack-pack-24-gm-box-30pc,,g,24.0,bisconni cookies chocolato snack pack box
al-fateh,biscuits---fateh,BISCONNI NOVITA ORANGE WAFERS 12 GM BOX 30 PC,Rs.300,Snacks,https://alfatah.pk/products/bisconni-novita-orange-wafers-12-gm-box-30-pc,,g,12.0,bisconni novita orange wafers box
al-fateh,biscuits---fateh,BISCONNI NOVITA WAFERS ORANGE HALF ROLL 24 GM BOX 16PC,Rs.320,Snacks,https://alfatah.pk/products/bisconni-novita-wafers-orange-half-roll-24-gm-box-16pc,,g,24.0,bisconni novita wafers orange half roll box
al-fateh,biscuits---fateh,BISCONNI RITE VANILLA CREAM BISCUITS 26 GM BOX 16PC,Rs.320,Snacks,https://alfatah.pk/products/bisconni-rite-vanilla-cream-biscuits-26-gm-box-16pc,,g,26.0,bisconni rite vanilla cream biscuits box
al-fateh,biscuits---fateh,HILAL CUP CAKE STRAWBERRY 19.5GM BOX 12PC,Rs.240,Snacks,https://alfatah.pk/products/hilal-cup-cake-strawberry-19-5gm-box-12pc,,g,19.5,hilal cup cake strawberry box
al-fateh,biscuits---fateh,INOVATIVE DIGESTIVE BISCUITS HALF ROLL 36 GM BOX 12PC,Rs.240,Snacks,https://alfatah.pk/products/inovative-digestive-biscuits-half-roll-36-gm-box-12pc,,g,36.0,inovative digestive biscuits half roll box
al-fateh,biscuits---fateh,KOLSON JAM HEARTS BISCUITS LEMON 26.2 GM BAR PACK BOX 12PC,Rs.240,Snacks,https://alfatah.pk/products/kolson-jam-hearts-biscuits-lemon-26-2-gm-bar-pack-box-12pc,,g,26.2,kolson jam hearts biscuits lemon bar pack box
al-fateh,biscuits---fateh,KOLSON JAM HEARTS BISCUITS STRAW & VANILA 26.2 GM BAR PACK B,Rs.240,Snacks,https://alfatah.pk/products/kolson-jam-hearts-biscuits-straw-vanila-26-2-gm-bar-pack-b,,g,26.2,kolson jam hearts biscuits straw & vanila bar pack b
al-fateh,biscuits---fateh,LU CANDI BISCUIT ORIGINAL 34.8 GM BOX 15 PC,Rs.300,Snacks,https://alfatah.pk/products/lu-candi-biscuit-original-34-8-gm-box-15-pc,,g,34.8,lu candi biscuit original box
al-fateh,biscuits---fateh,LU MILCO LU DOUBLE MILK SANDWICH BISCUIT 22.5 GM B/P BOX 12P,Rs.240,Snacks,https://alfatah.pk/products/lu-milco-lu-double-milk-sandwich-biscuit-22-5-gm-b-p-box-12p,,g,22.5,lu milco lu double milk sandwich biscuit b/p box
al-fateh,biscuits---fateh,LU MINI OREO ORIGINAL BISCUIT 10.6 GM B/P BOX 24PC,Rs.240,Snacks,https://alfatah.pk/products/lu-mini-oreo-original-biscuit-10-6-gm-b-p-box-24pc,,g,10.6,lu mini oreo original biscuit b/p box
al-fateh,biscuits---fateh,LU WHEATABLE HIGH FIBRE BISCUIT 21.6GM T/P BOX 15PC,Rs.300,Snacks,https://alfatah.pk/products/lu-wheatable-high-fibre-biscuit-21-6gm-t-p-box-15pc,,g,21.6,lu wheatable high fibre biscuit t/p box
al-fateh,biscuits---fateh,PEAK FREANS CAKE UP CARAMEL RS.20 PROMO 19.5 GM BOX 12PC,Rs.240,Snacks,https://alfatah.pk/products/peak-freans-cake-up-caramel-rs-20-promo-19-5-gm-box-12pc,,g,19.5,peak freans cake up caramel rs.20 promo box
al-fateh,biscuits---fateh,PEAK FREANS CAKE UP CHOCOLATE RS.20 PROMO 19.5 GM BOX 12PC,Rs.240,Snacks,https://alfatah.pk/products/peak-freans-cake-up-chocolate-rs-20-promo-19-5-gm-box-12pc,,g,19.5,peak freans cake up chocolate rs.20 promo box
al-fateh,biscuits---fateh,PEAK FREANS CAKE UP DB CHOCOLATE RS.20 PROMO 19.5 GM BOX 12P,Rs.240,Snacks,https://alfatah.pk/products/peak-freans-cake-up-db-chocolate-rs-20-promo-19-5-gm-box-12p,,g,19.5,peak freans cake up db chocolate rs.20 promo box
al-fateh,biscuits---fateh,PEAK FREANS CAKE UP STRAWBERY RS.20 PROMO 19.5 GM BOX 12PC,Rs.240,Snacks,https://alfatah.pk/products/peak-freans-cake-up-strawbery-rs-20-promo-19-5-gm-box-12pc,,g,19.5,peak freans cake up strawbery rs.20 promo box
al-fateh,biscuits---fateh,PEEK FREANS BUTTER PUFF BISCUIT ORIGINAL SNACK PACK 18.5 GM,Rs.320,Snacks,https://alfatah.pk/products/peek-freans-butter-puff-biscuit-original-snack-pack-18-5-gm,,g,18.5,peek freans butter puff biscuit original snack pack
al-fateh,biscuits---fateh,PEEK FREANS CLICK SNACK PACK 35.5GM BOX 16PC,Rs.320,Snacks,https://alfatah.pk/products/peek-freans-click-snack-pack-35-5gm-box-16pc,,g,35.5,peek freans click snack pack box
al-fateh,biscuits---fateh,PEEK FREANS LEMON SANDWICH TICKY PACK 16 GM BOX 24PC,Rs.240,Snacks,https://alfatah.pk/products/peek-freans-lemon-sandwich-ticky-pack-16-gm-box-24pc,,g,16.0,peek freans lemon sandwich ticky pack box
al-fateh,biscuits---fateh,PEEK FREANS MARIE TICKY PACK 10.9 GM BOX 24PC,Rs.240,Snacks,https://alfatah.pk/products/peek-freans-marie-ticky-pack-10-9-gm-box-24pc,,g,10.9,peek freans marie ticky pack box
al-fateh,biscuits---fateh,PEEK FREANS PARTY SNACK PACK 20.4 GM BOX 16PC,Rs.320,Snacks,https://alfatah.pk/products/peek-freans-party-snack-pack-20-4-gm-box-16pc,,g,20.4,peek freans party snack pack box
al-fateh,biscuits---fateh,PEEK FREANS PEANUT PIK SNACK PACK 23.7 GM BOX 16PC,Rs.320,Snacks,https://alfatah.pk/products/peek-freans-peanut-pik-snack-pack-23-7-gm-box-16pc,,g,23.7,peek freans peanut pik snack pack box
al-fateh,biscuits---fateh,PEEK FREANS RIO SV SNACK PACK 28 GM BOX 16PC,Rs.320,Snacks,https://alfatah.pk/products/peek-freans-rio-sv-snack-pack-28-gm-box-16pc,,g,28.0,peek freans rio sv snack pack box
al-fateh,biscuits---fateh,PEEK FREANS RIO SV TICKY PACK 14 GM BOX 24PC,Rs.240,Snacks,https://alfatah.pk/products/peek-freans-rio-sv-ticky-pack-14-gm-box-24pc,,g,14.0,peek freans rio sv ticky pack box
al-fateh,biscuits---fateh,PEEK FREANS SALTISH BISCUITS 18.7 GM BOX 12PC,Rs.240,Snacks,https://alfatah.pk/products/peek-freans-saltish-biscuits-18-7-gm-box-12pc,,g,18.7,peek freans saltish biscuits box
al-fateh,biscuits---fateh,PEEK FREANS SOOPER CHOCOLATE CLASSIC BISCUIT TP 12.6 GM BOX,Rs.240,Snacks,https://alfatah.pk/products/peek-freans-sooper-chocolate-classic-biscuit-tp-12-6-gm-box,,g,12.6,peek freans sooper chocolate classic biscuit tp box
al-fateh,biscuits---fateh,PEEK FREANS SOOPER CLASSIC SNACK PACK 39.6 GM BOX 16PC,Rs.320,Snacks,https://alfatah.pk/products/peek-freans-sooper-classic-snack-pack-39-6-gm-box-16pc,,g,39.6,peek freans sooper classic snack pack box
al-fateh,biscuits---fateh,LU CADBURY MINI FINGERS BP 13.4 GM BOX 12PC,Rs.240,Snacks,https://alfatah.pk/products/lu-cadbury-mini-fingers-bp-13-4-gm-box-12pc,,g,13.4,lu cadbury mini fingers bp box
al-fateh,biscuits---fateh,LU BAKERI NANKHATAI BISCUIT 12.8 GM T/P BOX 24PC,Rs.240,Snacks,https://alfatah.pk/products/lu-bakeri-nankhatai-biscuit-12-8-gm-t-p-box-24pc,,g,12.8,lu bakeri nankhatai biscuit t/p box
al-fateh,biscuits---fateh,PEEK FREANS RIO DOUBLE CHOCOLATE SNACK PACK 28 GM BOX 16PC,Rs.320,Snacks,https://alfatah.pk/products/peek-freans-rio-double-chocolate-snack-pack-28-gm-box-16pc,,g,28.0,peek freans rio double chocolate snack pack box
al-fateh,biscuits---fateh,PEEK FREANS LEMON SANDWICH SNACK PACK 32 GM BOX 16PC,Rs.320,Snacks,https://alfatah.pk/products/peek-freans-lemon-sandwich-snack-pack-32-gm-box-16pc,,g,32.0,peek freans lemon sandwich snack pack box
al-fateh,biscuits---fateh,PEEK FREANS CHOCOLATE SANDWICH SNACK PACK 32 GM BOX 16PC,Rs.320,Snacks,https://alfatah.pk/products/peek-freans-chocolate-sandwich-snack-pack-32-gm-box-16pc,,g,32.0,peek freans chocolate sandwich snack pack box
al-fateh,biscuits---fateh,PEEK FREANS MARIE SNACK PACK 32.6 GM BOX 16PC,Rs.320,Snacks,https://alfatah.pk/products/peek-freans-marie-snack-pack-32-6-gm-box-16pc,,g,32.6,peek freans marie snack pack box
al-fateh,biscuits---fateh,PEEK FREANS WHOLE WHEAT SLICES 31.4 GM S/P BOX 12PC,Rs.300,Snacks,https://alfatah.pk/products/peek-freans-whole-wheat-slices-31-4-gm-s-p-box-12pc,,g,31.4,peek freans whole wheat slices s/p box
al-fateh,biscuits---fateh,PEAK FREANS GLUCO NEW SNACK PACK PROMO 38.8 GM BOX 16PC,Rs.320,Snacks,https://alfatah.pk/products/peak-freans-gluco-new-snack-pack-promo-38-8-gm-box-16pc,,g,38.8,peak freans gluco new snack pack promo box
al-fateh,biscuits---fateh,PEAK FREANS GLUCO NEW TP PROMO 19.4 GM BOX 36PC,Rs.360,Snacks,https://alfatah.pk/products/peak-freans-gluco-new-tp-promo-19-4-gm-box-36pc,,g,19.4,peak freans gluco new tp promo box
al-fateh,biscuits---fateh,INOVATIVE SNAPP CHOCOLATE 8.5 GM BOX 24PC,Rs.240,Snacks,https://alfatah.pk/products/inovative-snapp-chocolate-8-5-gm-box-24pc,,g,8.5,inovative snapp chocolate box
al-fateh,biscuits---fateh,INNOVATIVE CRUST ORANGE WAFERS 12 GM BOX 24PC,Rs.240,Snacks,https://alfatah.pk/products/innovative-crust-orange-wafers-12-gm-box-24pc,,g,12.0,innovative crust orange wafers box
al-fateh,biscuits---fateh,INOVATIVE CRUST WAFER STRAWBERRY 25 GM BOX 12PC,Rs.240,Snacks,https://alfatah.pk/products/inovative-crust-wafer-strawberry-25-gm-box-12pc,,g,25.0,inovative crust wafer strawberry box
al-fateh,biscuits---fateh,INNOVATIVE CHARM CHOCOLATE FILLED DELICIOUS COOKIES 11.5 GM,Rs.220Rs.240,Snacks,https://alfatah.pk/products/innovative-charm-chocolate-filled-delicious-cookies-11-5-gm,,g,11.5,innovative charm chocolate filled delicious cookies
al-fateh,biscuits---fateh,KOLSON BRAVO MILK COOKIES WITH CHOCOLATE 10.88 GM TP BOX 24P,Rs.240,Snacks,https://alfatah.pk/products/kolson-bravo-milk-cookies-with-chocolate-10-88-gm-tp-box-24p,,g,10.88,kolson bravo milk cookies with chocolate tp box
al-fateh,biscuits---fateh,KOLSON BRAVO MILK COOKIES WITH CHOCOLATE 22 GM BOX 12PC,Rs.240,Snacks,https://alfatah.pk/products/kolson-bravo-milk-cookies-with-chocolate-22-gm-box-12pc,,g,22.0,kolson bravo milk cookies with chocolate box
al-fateh,biscuits---fateh,BISCONNI COCOMO TRIPLE CHOCOLATE BISCUIT 24.2 GM BOX 16PC,Rs.320,Snacks,https://alfatah.pk/products/bisconni-cocomo-triple-chocolate-biscuit-24-2-gm-box-16pc,,g,24.2,bisconni cocomo triple chocolate biscuit box
al-fateh,biscuits---fateh,LU PRINCE CHOCOLATE BISCUIT 19.6 GM B/P BOX 12PC,Rs.240,Snacks,https://alfatah.pk/products/lu-prince-chocolate-biscuit-19-6-gm-b-p-box-12pc,,g,19.6,lu prince chocolate biscuit b/p box
al-fateh,biscuits---fateh,LU TUC BISCUIT 22.2 GM B/P BOX 15 PC,Rs.300,Snacks,https://alfatah.pk/products/lu-tuc-biscuit-22-2-gm-b-p-box-15-pc,,g,22.2,lu tuc biscuit b/p box
al-fateh,biscuits---fateh,LU MINI OREO CHOCOLATE BISCUIT 17.5 GM B/P BOX 24PC,Rs.240,Snacks,https://alfatah.pk/products/lu-mini-oreo-chocolate-biscuit-17-5-gm-b-p-box-24pc,,g,17.5,lu mini oreo chocolate biscuit b/p box
al-fateh,biscuits---fateh,LU OREO CHOCOLATE CREAM BISCUIT 19 GM B/P BOX 16PC,Rs.320,Snacks,https://alfatah.pk/products/lu-oreo-chocolate-cream-biscuit-19-gm-b-p-box-16pc,,g,19.0,lu oreo chocolate cream biscuit b/p box
al-fateh,biscuits---fateh,LU OREO ORIGINAL BISCUIT 19 GM B/P BOX 16PC,Rs.320,Snacks,https://alfatah.pk/products/lu-oreo-original-biscuit-19-gm-b-p-box-16pc,,g,19.0,lu oreo original biscuit b/p box
al-fateh,biscuits---fateh,LU TIGER ENERGY BISCUIT 18.6 GM B/P BOX 30PC,Rs.300,Snacks,https://alfatah.pk/products/lu-tiger-energy-biscuit-18-6-gm-b-p-box-30pc,,g,18.6,lu tiger energy biscuit b/p box
al-fateh,biscuits---fateh,HILAL CUP CAKE BIRTHDAY 19.5GM BOX 12PC,Rs.240,Snacks,https://alfatah.pk/products/hilal-cup-cake-birthday-19-5gm-box-12pc,,g,19.5,hilal cup cake birthday box
al-fateh,biscuits---fateh,BISCONNI CHOCOLATE CHIP COOKIES TIIKI PACK BOX 24PC,Rs.240,Snacks,https://alfatah.pk/products/bisconni-chocolate-chip-cookies-tiiki-pack-box-24pc,,pieces,24.0,bisconni chocolate chip cookies tiiki pack box
al-fateh,biscuits---fateh,BISCONNI CHOCOLATTO BISCUIT SNACK PACK 21 GM BOX 16PC,Rs.320,Snacks,https://alfatah.pk/products/bisconni-chocolatto-biscuit-snack-pack-21-gm-box-16pc,,g,21.0,bisconni chocolatto biscuit snack pack box
al-fateh,biscuits---fateh,PEEK FREANS CHOCOLATE SANDWICH TICKY PACK 16 GM BOX 24PC,Rs.240,Snacks,https://alfatah.pk/products/peek-freans-chocolate-sandwich-ticky-pack-16-gm-box-24pc,,g,16.0,peek freans chocolate sandwich ticky pack box
al-fateh,biscuits---fateh,INNOVATIVE DIGESTIVE BISCUITS TICKY PACK 60 GM BOX 24PC,Rs.240,Snacks,https://alfatah.pk/products/innovative-digestive-biscuits-ticky-pack-60-gm-box-24pc,,g,60.0,innovative digestive biscuits ticky pack box
al-fateh,biscuits---fateh,LU BAKERI KHAAS VP 65.38G,Rs.40,Snacks,https://alfatah.pk/products/lu-bakeri-khaas-vp-65-38g,,g,65.38,lu bakeri khaas vp
al-fateh,biscuits---fateh,BISCONNI COCOMO BISCUIT MILK CREAM FILLED 42.9 GM,Rs.50,Snacks,https://alfatah.pk/products/bisconni-cocomo-biscuit-milk-cream-filled-42-9-gm,,g,42.9,bisconni cocomo biscuit milk cream filled
al-fateh,biscuits---fateh,LU BAKERI KHAAS BP 37.36G BOX 12 PC,Rs.240,Snacks,https://alfatah.pk/products/lu-bakeri-khaas-bp-37-36g-box-12-pc,,g,37.36,lu bakeri khaas bp box
al-fateh,biscuits---fateh,KRAVING MUNCH & KRUNCH STRAWBERRY WAFERS 75GM,Rs.295,Snacks,https://alfatah.pk/products/kraving-munch-krunch-strawberry-wafers-75gm,,g,75.0,kraving munch & krunch strawberry wafers
al-fateh,biscuits---fateh,BONOMI SUGAR TOPPED PUFF 135 GM,Rs.645,Snacks,https://alfatah.pk/products/bonomi-sugar-topped-puff-135-gm,,g,135.0,bonomi sugar topped puff
al-fateh,biscuits---fateh,BONOMI SUGAR PUFF GLAZED 135 GM,Rs.645,Snacks,https://alfatah.pk/products/bonomi-sugar-puff-glazed-135-gm,,g,135.0,bonomi sugar puff glazed
al-fateh,biscuits---fateh,BONOMI LADYFINGER 200 GM,Rs.795,Snacks,https://alfatah.pk/products/bonomi-ladyfinger-200-gm,,g,200.0,bonomi ladyfinger
al-fateh,biscuits---fateh,HOPPERS FUNKY CAKE WITH CHOCOLATE FILLING 18GM BOX 15PC,Rs.300,Snacks,https://alfatah.pk/products/hoppers-funky-cake-with-chocolate-filling-18gm-box-15pc,,g,18.0,hoppers funky cake with chocolate filling box
al-fateh,biscuits---fateh,HOPPERS FUNKY CAKE WITH VANILLA FILLING 18GM BOX 15PC,Rs.300,Snacks,https://alfatah.pk/products/hoppers-funky-cake-with-vanilla-filling-18gm-box-15pc,,g,18.0,hoppers funky cake with vanilla filling box
al-fateh,biscuits---fateh,LOTTE CAKE CHOCO PIE 23 GM,Rs.30,Snacks,https://alfatah.pk/products/lotte-cake-choco-pie-23-gm,,g,23.0,lotte cake choco pie
