,store,name,product-link,price,category,image_url
28,Imtiaz,Popular Maza Fruit Drink Chaunsa 200ml,https://shop.imtiaz.com.pk/product/product-item-368299,Rs. 49.00,Juices & Nectars,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000342.jpg&w=3840&q=90
29,Imtiaz,Haleeb Fruit Drink Apple Apple 1Ltr,https://shop.imtiaz.com.pk/product/product-item-368300,Rs. 209.00,Juices & Nectars,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000257.jpg&w=3840&q=90
30,Imtiaz,Malee Coconut Water 100% 1Ltr,https://shop.imtiaz.com.pk/product/product-item-368306,"Rs. 1,295.00",Juices & Nectars,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000383.jpg&w=3840&q=90
31,Imtiaz,Malee Coconut Water 100% 330ml,https://shop.imtiaz.com.pk/product/product-item-368307,Rs. 469.00,Juices & Nectars,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000384.jpg&w=3840&q=90
32,Imtiaz,Daani Float Chaunsa Can 250ml,https://shop.imtiaz.com.pk/product/product-item-370110,Rs. 119.00,Juices & Nectars,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000624.jpg&w=3840&q=90
33,Imtiaz,Mogu Mogu Juice Peach 320ml,https://shop.imtiaz.com.pk/product/product-item-370112,Rs. 319.00,Juices & Nectars,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000309.jpg&w=3840&q=90
34,Imtiaz,Mogu Mogu Juice Coconut 320ml,https://shop.imtiaz.com.pk/product/product-item-370115,Rs. 319.00,Juices & Nectars,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000324.jpg&w=3840&q=90
35,Imtiaz,Popular Real Froot Fruit Drink Red Grape 200ml,https://shop.imtiaz.com.pk/product/product-item-370116,Rs. 48.00,Juices & Nectars,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000302.jpg&w=3840&q=90
36,Imtiaz,Popular Fruit Drink N/R Red Anaar 250ml,https://shop.imtiaz.com.pk/product/product-item-370140,Rs. 109.00,Juices & Nectars,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000634.jpg&w=3840&q=90
37,Imtiaz,Nestle Nectar FV 100% Orange 1Ltr,https://shop.imtiaz.com.pk/product/product-item-364459,Rs. 449.00,Juices & Nectars,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000569.jpg&w=3840&q=90
38,Imtiaz,Nestle Nectar FV Royal Mangoes 1Ltr,https://shop.imtiaz.com.pk/product/product-item-364481,Rs. 409.00,Juices & Nectars,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000618.jpg&w=3840&q=90
39,Imtiaz,Haleeb Fruit Drink Chaunsa Chaunsa 200ml,https://shop.imtiaz.com.pk/product/product-item-364468,Rs. 45.00,Juices & Nectars,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000253.jpg&w=3840&q=90
40,Imtiaz,Haleeb Fruit Drink Apple Apple 200ml,https://shop.imtiaz.com.pk/product/product-item-366549,Rs. 45.00,Juices & Nectars,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000254.jpg&w=3840&q=90
41,Imtiaz,Quice Perfect Juice Red Anaar 200ml,https://shop.imtiaz.com.pk/product/product-item-364462,Rs. 40.00,Juices & Nectars,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000266.jpg&w=3840&q=90
42,Imtiaz,Quice Perfect Juice Apple 200ml,https://shop.imtiaz.com.pk/product/product-item-364473,Rs. 40.00,Juices & Nectars,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000271.jpg&w=3840&q=90
43,Imtiaz,Shangrila lemon Juice 275ml,https://shop.imtiaz.com.pk/product/product-item-364455,Rs. 199.00,Juices & Nectars,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FCND160000005.jpg&w=3840&q=90
44,Imtiaz,Nestle Nectar FV Kinnow 200ml,https://shop.imtiaz.com.pk/product/product-item-364490,Rs. 69.00,Juices & Nectars,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000591.jpg&w=3840&q=90
45,Imtiaz,Nestle Nectar FV Kinnow 1Ltr,https://shop.imtiaz.com.pk/product/product-item-364471,Rs. 369.00,Juices & Nectars,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000590.jpg&w=3840&q=90
46,Imtiaz,Nestle Nectar FV Apple 1Ltr,https://shop.imtiaz.com.pk/product/product-item-364479,Rs. 369.00,Juices & Nectars,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000554.jpg&w=3840&q=90
47,Imtiaz,Nestle Nectar FV Guava 200ml,https://shop.imtiaz.com.pk/product/product-item-364476,Rs. 69.00,Juices & Nectars,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000563.jpg&w=3840&q=90
48,Imtiaz,Nestle Nectar FV Peach 1Ltr,https://shop.imtiaz.com.pk/product/product-item-364470,Rs. 369.00,Juices & Nectars,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000564.jpg&w=3840&q=90
