store,category,name,product-link,image_url,cleaned_category,cleaned_name,cleaned_quantity,cleaned_unit,cleaned_price,price_per_unit,predicted_price_elastic_net,predicted_price_linear_regression,predicted_price_random_forest
Metro,cheese---metro,Happy Cow Cheese Slice Toast 200 GM,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/happy-cow-cheese-slice-toast-200-gm/12622675,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12622675-0-M.jpg&w=3840&q=75,Dairy,happy cow cheese slice toast,200.0,g,1385.0,6.925,1552.6141952951184,1555.5023516580497,1384.5630114696155
Metro,cheese---metro,Happy Cow Cheese Cream Portions 140 GM,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/happy-cow-cheese-cream-portions-140-gm/12623467,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12623467-0-M.jpg&w=3840&q=75,Dairy,happy cow cheese cream portions,140.0,g,999.0,7.135714285714286,1123.2864805279678,1124.1251835598894,991.9644445328382
Metro,cheese---metro,Pinar Cream Cheese 500 GM,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/pinar-cream-cheese-500-gm/12640264,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12640264-0-M.jpg&w=3840&q=75,Dairy,pinar cream cheese,500.0,g,1869.0,3.738,1855.6914071210983,1862.3627970305106,1741.9058914629568
Metro,cheese---metro,Adams Cheddar Cheese 907 GM,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/adams-cheddar-cheese-907-gm/12625666,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12625666-0-M.jpg&w=3840&q=75,Dairy,adams cheddar cheese,907.0,g,1800.0,1.9845644983461963,1729.3403137153246,1736.9529395870675,1824.297942798914
Metro,cheese---metro,Happy Cow Cheese Slices Sandwich 200 GM,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/happy-cow-cheese-slices-sandwich-200-gm/12622578,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12622578-0-M.jpg&w=3840&q=75,Dairy,happy cow cheese slices sandwich,200.0,g,1385.0,6.925,1552.6141952951184,1555.5023516580497,1384.5630114696155
Metro,cheese---metro,Adam Cheddar Cheese 100g,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/adam-cheddar-cheese-100g/40633978,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F330715.jpeg&w=3840&q=75,Dairy,adam cheddar cheese,100.0,g,320.0,3.2,302.43328590533014,301.8146448587258,331.19691642517387
Metro,cheese---metro,Adam Pizza Cheese 100g,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/adam-pizza-cheese-100g/40633947,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F330718.jpeg&w=3840&q=75,Dairy,adam pizza cheese,100.0,g,355.0,3.55,340.2076868466679,339.5812060931329,349.75354822032375
Metro,cheese---metro,Dairy Life Pizza Cheese Shredded 400G,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/dairy-life-pizza-cheese-shredded-400g/40633945,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F327446.jpeg&w=3840&q=75,Dairy,dairy life pizza cheese shredded,400.0,g,1270.0,3.175,1227.8794558825753,1230.9873382554545,1268.0881241762718
Metro,cheese---metro,Dairy Life Pizza Cheese Shredded 200G,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/dairy-life-pizza-cheese-shredded-200g/40633943,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F327445.jpeg&w=3840&q=75,Dairy,dairy life pizza cheese shredded,200.0,g,690.0,3.45,665.725160848991,665.9870218117002,689.3703866899334
Metro,cheese---metro,Dairy Life Mozzarella Cheese Shredded 400GM,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/dairy-life-mozzarella-cheese-shredded-400gm/40633941,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F327442.jpeg&w=3840&q=75,Dairy,dairy life mozzarella cheese shredded,400.0,g,1270.0,3.175,1227.8794558825753,1230.9873382554545,1268.0881241762718
Metro,cheese---metro,Dairy Life Mozzarella Cheese Shredded 200GM,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/dairy-life-mozzarella-cheese-shredded-200gm/40633940,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F327441.jpeg&w=3840&q=75,Dairy,dairy life mozzarella cheese shredded,200.0,g,690.0,3.45,665.725160848991,665.9870218117002,689.3703866899334
Metro,cheese---metro,Deen's Mozzarella Cheese 200gm,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/deen's-mozzarella-cheese-200gm/40633938,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F324388.jpeg&w=3840&q=75,Dairy,deen's mozzarella cheese,200.0,g,599.0,2.995,568.2228199112182,568.290536404836,598.950994809606
Metro,cheese---metro,Swiss Premium Cheese Spread Cheddar 250 GM,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/swiss-premium-cheese-spread-cheddar-250-gm/12640260,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12640260-0-M.jpg&w=3840&q=75,Dairy,swiss premium cheese spread cheddar,250.0,g,700.0,2.8,662.5967698170228,663.0814765540198,699.5912136313102
Metro,cheese---metro,Swiss Premium Cheese Cheddar 180 GM,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/swiss-premium-cheese-cheddar-180-gm/12640230,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12640230-0-M.jpg&w=3840&q=75,Dairy,swiss premium cheese cheddar,180.0,g,650.0,3.611111111111111,630.1400157814093,630.2250099220626,690.8014859525987
Metro,cheese---metro,Adam Cheese Mozzarella Danish 400GM,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/adam-cheese-mozzarella-danish-400gm/12633254,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12621766-0-M.jpg&w=3840&q=75,Dairy,adam cheese mozzarella danish,400.0,g,1265.0,3.1625,1222.4899939239708,1225.5749125185155,1264.78179931649
Metro,cheese---metro,Nurpur Cheddar Cheese Slices 200GM,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/nurpur-cheddar-cheese-slices-200gm/12638390,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1754291860444.jpg&w=3840&q=75,Dairy,nurpur cheddar cheese slices,200.0,g,640.0,3.2,611.5458727363629,611.6965455745369,640.586367782913
Metro,cheese---metro,Nurpur AM Cheese Burger Slice 200GM,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/nurpur-am-cheese-burger-slice-200gm/92902737,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1754292977627.jpg&w=3840&q=75,Dairy,nurpur am cheese burger slice,200.0,g,670.0,3.35,643.8785430688679,644.0946142641517,670.0000000000001
Metro,cheese---metro,Happy Cow Cheese Portions 120 GM,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/happy-cow-cheese-portions-120-gm/12621429,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12621429-0-M.jpg&w=3840&q=75,Dairy,happy cow cheese portions,120.0,g,784.0,6.533333333333333,858.1985350270627,858.2347708762354,809.5234112174762
Metro,cheese---metro,Happy Cow Regular Cheese Slices 840 GM,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/happy-cow-regular-cheese-slices-840-gm/12628533,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12628533-0-M.jpg&w=3840&q=75,Dairy,happy cow regular cheese slices,840.0,g,3599.0,4.28452380952381,3696.1042140182444,3716.810398685388,3765.7799980332666
Metro,cheese---metro,Puck Cheese Spread 140 GM,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/puck-cheese-spread-140-gm/12622685,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12622685-0-M.jpg&w=3840&q=75,Dairy,puck cheese spread,140.0,g,675.0,4.821428571428571,687.3256246998515,687.2542324854815,690.5886751158145
Metro,cheese---metro,Happy Cow Cheese Cream Portions Low Fat 140GM,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/happy-cow-cheese-cream-portions-low-fat-140gm/12623313,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12623313-0-M.jpg&w=3840&q=75,Dairy,happy cow cheese cream portions low fat,140.0,g,1025.0,7.321428571428571,1161.1051318305197,1162.0386619563399,1019.722555484438
Metro,cheese---metro,Puck Cheese Spread 240 GM,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/puck-cheese-spread-240-gm/12622944,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12622944-0-M.jpg&w=3840&q=75,Dairy,puck cheese spread,240.0,g,1115.0,4.645833333333333,1136.4277890676242,1138.248900220085,1100.8291967902398
Metro,cheese---metro,Happy Cow Cheese Slices Burger 200 GM,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/happy-cow-cheese-slices-burger-200-gm/12621276,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12621276-0-M.jpg&w=3840&q=75,Dairy,happy cow cheese slices burger,200.0,g,1385.0,6.925,1552.6141952951184,1555.5023516580497,1384.5630114696155
Metro,cheese---metro,Happy Cow Cheese Slices Mozzarella 200 GM,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/happy-cow-cheese-slices-mozzarella-200-gm/12621406,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12621406-0-M.jpg&w=3840&q=75,Dairy,happy cow cheese slices mozzarella,200.0,g,1385.0,6.925,1552.6141952951184,1555.5023516580497,1384.5630114696155
Metro,cheese---metro,Happy Cow Cheese Slices 800 GM,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/happy-cow-cheese-slices-800-gm/12620630,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12620630-0-M.jpg&w=3840&q=75,Dairy,happy cow cheese slices,800.0,g,4075.0,5.09375,4333.742882562347,4358.890626397258,3815.4927045874524
Metro,cheese---metro,Happy Cow Cheese Slices Gouda 150 GM,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/happy-cow-cheese-slices-gouda-150-gm/12622139,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12622139-0-M.jpg&w=3840&q=75,Dairy,happy cow cheese slices gouda,150.0,g,1099.0,7.326666666666667,1246.444503272588,1247.732874428371,1092.0865225952577
Metro,cheese---metro,Pinar Cream Cheese 240 GM,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/pinar-cream-cheese-240-gm/12640262,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12640262-0-M.jpg&w=3840&q=75,Dairy,pinar cream cheese,240.0,g,969.0,4.0375,961.3783590551709,962.6403573216351,960.2820732690561
Metro,cheese---metro,Pinar Cream Cheese 140 GM,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/pinar-cream-cheese-140-gm/12640261,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12640261-0-M.jpg&w=3840&q=75,Dairy,pinar cream cheese,140.0,g,599.0,4.2785714285714285,595.3161253983033,595.1061722356637,642.8310350908299
Metro,cheese---metro,Olpers Mozzarella Cheese Block 200GM,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/olpers-mozzarella-cheese-block-200gm-/12643110,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12643110-0-M.jpg&w=3840&q=75,Dairy,olpers mozzarella cheese block,200.0,g,670.0,3.35,643.8785430688679,644.0946142641517,670.0000000000001
Metro,cheese---metro,Happy Cow Cheese Slices Emmental 150 GM,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/happy-cow-cheese-slices-emmental-150-gm/12622964,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12622964-0-M.jpg&w=3840&q=75,Dairy,happy cow cheese slices emmental,150.0,g,1099.0,7.326666666666667,1246.444503272588,1247.732874428371,1092.0865225952577
Metro,cheese---metro,Arizona Fields Pizza Cheese Slices 200 GM,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/arizona-fields-pizza-cheese-slices-200-gm/12640258,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12640258-0-M.jpg&w=3840&q=75,Dairy,arizona fields pizza cheese slices,200.0,g,799.0,3.995,788.7614467101616,789.3033105110287,804.3486834260509
Metro,cheese---metro,Olpers Cheddar Cheese Block 200G 60X1,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/olpers-cheddar-cheese-block-200g-60x1/69206231,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1713869415582.jpg&w=3840&q=75,Dairy,olpers cheddar cheese block 60x1,200.0,g,600.0,3.0,569.2674145679338,569.337065680325,599.4907438895629
Metro,cheese---metro,Olpers Cheddar Slice 200G 60X1,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/olpers-cheddar-slice-200g-60x1/69432624,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2FProducts%2F1713869608636.jpg&w=3840&q=75,Dairy,olpers cheddar slice 60x1,200.0,g,600.0,3.0,569.2674145679338,569.337065680325,599.4907438895629
Metro,cheese---metro,Adams Chilli Cheese 200 GM,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/adams-chilli-cheese-200-gm/12640250,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12640250-0-M.jpg&w=3840&q=75,Dairy,adams chilli cheese,200.0,g,580.0,2.9,548.491670791809,548.5234761294352,579.7953622128907
Metro,cheese---metro,Happy Cow Cheddar Cheese 400 GM,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/happy-cow-cheddar-cheese-400-gm/12640259,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12640259-0-M.jpg&w=3840&q=75,Dairy,happy cow cheddar cheese,400.0,g,2380.0,5.95,2592.824346729797,2602.749506577444,2347.6363784192636
Metro,cheese---metro,Arizona Fields Sandwich Cheese Slices 200 GM,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/arizona-fields-sandwich-cheese-slices-200-gm/12640257,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12640257-0-M.jpg&w=3840&q=75,Dairy,arizona fields sandwich cheese slices,200.0,g,799.0,3.995,788.7614467101616,789.3033105110287,804.3486834260509
Metro,cheese---metro,Puck Cheese Spread 910 GM,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/puck-cheese-spread-910-gm/12624689,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12624689-0-M.jpg&w=3840&q=75,Dairy,puck cheese spread,910.0,g,3560.0,3.912087912087912,3602.9535278219323,3623.42871012696,3514.1442696450545
Metro,cheese---metro,Puck Cheese Spread 500 GM,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/puck-cheese-spread-500-gm/12622569,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12622569-0-M.jpg&w=3840&q=75,Dairy,puck cheese spread,500.0,g,2070.0,4.14,2091.105336253215,2099.0565797123577,1933.411625552943
Metro,cheese---metro,Arizona Fields Burger Cheese Slices 200 GM,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/arizona-fields-burger-cheese-slices-200-gm/12640083,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12640083-0-M.jpg&w=3840&q=75,Dairy,arizona fields burger cheese slices,200.0,g,799.0,3.995,788.7614467101616,789.3033105110287,804.3486834260509
Metro,cheese---metro,Adam Buffalo Mozzeralla 100g,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cheese/adam-buffalo-mozzeralla-100g/40633980,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F330716.jpeg&w=3840&q=75,Dairy,adam buffalo mozzeralla,100.0,g,350.0,3.5,334.7255745883258,334.0997624341385,347.47275710261914
Metro,cream---metro,Omung Dobala Cream 200ML,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cream/omung-dobala-cream-200ml/12620702,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12620702-0-M.jpg&w=3840&q=75,Dairy,omung dobala cream,200.0,ml,157.0,0.785,139.04914895528,138.31428731172792,159.74470415081512
Metro,cream---metro,Nestle Milkpak Cream 200 ML,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cream/nestle-milkpak-cream-200-ml/12624396,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1741238854547.jpg&w=3840&q=75,Dairy,nestle milkpak cream,200.0,ml,220.0,1.1,176.72185357418,175.86224576859513,219.42457060685373
Metro,cream---metro,Haleeb Cream 200ML,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cream/haleeb-cream-200ml/12621241,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12621241-0-M.jpg&w=3840&q=75,Dairy,haleeb cream,200.0,ml,209.0,1.045,169.9407562883007,169.1024904458455,213.8737493495011
Metro,cream---metro,MILKPAK Dairy Whipping Cream 200ML,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cream/milkpak-dairy-whipping-cream-200ml/12632469,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12632469-0-M.jpg&w=3840&q=75,Dairy,milkpak dairy whipping cream,200.0,ml,245.0,1.225,192.44123711306804,191.533846368444,241.57346070027972
Metro,cream---metro,Nestle Milkpak Cream 200ML x24,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cream/nestle-milkpak-cream-200ml-x24/12623780,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12623780-0-M.jpg&w=3840&q=75,Dairy,nestle milkpak cream x24,200.0,ml,5070.0,25.35,7244.240806354308,7255.630475490529,5080.231650917685
Metro,cream---metro,Haleeb Cream 200ML x24,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cream/haleeb-cream-200ml-x24/12633750,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12633750-0-M.jpg&w=3840&q=75,Dairy,haleeb cream x24,200.0,ml,4590.0,22.95,6297.789282757617,6306.162348077343,4360.70113938322
Metro,cream---metro,Creamyum Cream 200ML x24,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cream/creamyum-cream-200ml-x24/12633763,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1695815295041.jpg&w=3840&q=75,Dairy,creamyum cream x24,200.0,ml,3550.0,17.75,4398.794256190919,4401.907120534091,3317.679827832786
Metro,cream---metro,Olpers UHT Cream 200ml X24,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cream/olpers-uht-cream-200ml-x24/12635246,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1729489292718.jpg&w=3840&q=75,Dairy,olpers uht cream x24,200.0,ml,5265.0,26.325,7640.578458054775,7653.2969199608215,5168.736725142679
Metro,cream---metro,Nurpur Dairy Cream 200ML,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cream/nurpur-dairy-cream-200ml/12638389,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2FProducts%2F1756366635665.jpg&w=3840&q=75,Dairy,nurpur dairy cream,200.0,ml,215.0,1.075,173.6291464412884,172.77921579406672,219.36959618372245
Metro,cream---metro,Nurpur Cream 200ML X24,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cream/nurpur-cream-200ml-x24/12642368,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2FProducts%2F1754460292610.jpg&w=3840&q=75,Dairy,nurpur cream x24,200.0,ml,5045.0,25.225,7193.915386858637,7205.138983897961,5080.231650917685
Metro,cream---metro,Creamyum Cream 200ML,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cream/creamyum-cream-200ml/12634773,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1704539514545.jpg&w=3840&q=75,Dairy,creamyum cream,200.0,ml,159.0,0.795,140.20072795950963,139.46181516256314,160.57585433030516
Metro,cream---metro,Olpers UHT Cream 200 ML,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cream/olpers-uht-cream-200-ml/12620382,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2FProducts%2F1713869979642.jpg&w=3840&q=75,Dairy,olpers uht cream,200.0,ml,235.0,1.175,186.10273810585787,185.21433895142408,236.66668448062026
Metro,cream---metro,Puck Cream Cheese 200 GM,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cream/puck-cream-cheese-200-gm/12624682,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12624682-0-M.jpg&w=3840&q=75,Dairy,puck cream cheese,200.0,g,1095.0,5.475,1034.3526063980491,997.2629136130597,1100.7620493339994
Metro,cream---metro,GoodMilk UHT Cream 200ML,https://www.metro-online.pk/detail/dairy/cheese-and-cream/cream/goodmilk-uht-cream-200ml/12625689,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12625689-0-M.jpg&w=3840&q=75,Dairy,goodmilk uht cream,200.0,ml,209.0,1.045,169.9407562883007,169.1024904458455,213.8737493495011
Metro,butter---metro,Nurpur Butter 100GM,https://www.metro-online.pk/detail/dairy/butter-and-margarine/butter/nurpur-butter-100gm/12624851,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1754458870101.jpg&w=3840&q=75,Dairy,nurpur butter,100.0,g,415.0,4.15,415.21949416160334,417.15144842784287,402.47658078742273
Metro,butter---metro,Nurpur Butter 200 GM,https://www.metro-online.pk/detail/dairy/butter-and-margarine/butter/nurpur-butter-200-gm/12620234,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2FProducts%2F1754459072914.jpg&w=3840&q=75,Dairy,nurpur butter,200.0,g,790.0,3.95,791.8343178319167,797.2577307004725,790.8618978701356
Metro,butter---metro,Adams Salted Butter 200 GM,https://www.metro-online.pk/detail/dairy/butter-and-margarine/butter/adams-salted-butter-200-gm/12621355,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12621355-0-M.jpg&w=3840&q=75,Dairy,adams salted butter,200.0,g,670.0,3.35,655.0328828867902,659.303945900259,669.9899851419283
Metro,butter---metro,NURPUR Butter Unsalted 200 GM,https://www.metro-online.pk/detail/dairy/butter-and-margarine/butter/nurpur-butter-unsalted-200-gm/12640245,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2FProducts%2F1754459177563.jpg&w=3840&q=75,Dairy,nurpur butter unsalted,200.0,g,790.0,3.95,791.8343178319167,797.2577307004725,790.8618978701356
Metro,butter---metro,Nurpur Butter 50 GM,https://www.metro-online.pk/detail/dairy/butter-and-margarine/butter/nurpur-butter-50-gm/12624376,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.amazonaws.com%2FProducts%2F1754458789180.jpg&w=3840&q=75,Dairy,nurpur butter,50.0,g,260.0,5.2,270.98080565360385,271.75193822965133,263.12548678190166
Metro,butter---metro,Adams Butter Salted 50 GM,https://www.metro-online.pk/detail/dairy/butter-and-margarine/butter/adams-butter-salted-50-gm/12622176,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12622176-0-M.jpg&w=3840&q=75,Dairy,adams butter salted,50.0,g,210.0,4.2,209.1674144744564,209.66923388061798,223.29046649650456
Metro,butter---metro,Adams Butter Salted 100GM,https://www.metro-online.pk/detail/dairy/butter-and-margarine/butter/adams-butter-salted-100gm/12621468,https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12621468-0-M.jpg&w=3840&q=75,Dairy,adams butter salted,100.0,g,360.0,3.6,351.71504818404674,353.2506873952391,352.09442324943984
