store,category,name,product-link,image_url,cleaned_category,cleaned_name,cleaned_quantity,cleaned_unit,cleaned_price,price_per_unit,predicted_price_elastic_net,predicted_price_linear_regression,predicted_price_random_forest
al-fateh,teas---fateh,AHMAD TEA BAGS SLIM LEMON MATE & MATCHA GREEN TEA 20S 30 GM,https://alfatah.pk/products/ahmad-tea-bags-slim-lemon-mate-matcha-green-tea-20s-30-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_6_1bcc02c4-59bc-409d-9eff-f302057e476d.png?v=1738588525,Beverages,ahmad tea bags slim lemon mate & matcha green tea 20s,30.0,g,745.0,24.833333333333332,1345.866904906329,1350.2011104528597,740.9552821161601
al-fateh,teas---fateh,TAPAL DANEDAR MASALA TEA 3 IN 1 20 GM,https://alfatah.pk/products/tapal-danedar-masala-tea-3-in-1-20-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8961103601506_9c91db94-2375-4e82-9e26-e89799ab7ccf.jpg?v=1744621269,Beverages,tapal danedar masala tea 3 in 1,20.0,g,100.0,5.0,102.71001524124563,101.92811710108927,101.04871631369797
al-fateh,teas---fateh,VITAL EASTERN TEA POUCH 430 GM PACK,https://alfatah.pk/products/vital-eastern-tea-pouch-475-gm-pack,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/12625969-0-A.jpg?v=1690229481,Beverages,vital eastern tea pouch pack,430.0,g,825.0,1.9186046511627908,704.7486645758007,706.0818304554384,834.7521885839851
al-fateh,teas---fateh,TAPAL GREEN TEA STRAWBERRY BLISS 30 BAGS 45 GM,https://alfatah.pk/products/tapal-green-tea-strawberry-bliss-30-bags-45-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000167714.jpg?v=1743667820,Beverages,tapal green tea strawberry bliss 30 bags,45.0,g,240.0,5.333333333333333,243.431375018891,242.54578551208127,239.99999999999844
al-fateh,teas---fateh,VITAL EASTERN TEA POUCH 900 GM ECONOMY PACK,https://alfatah.pk/products/vital-eastern-tea-pouch-950-gm-economy-pack,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8964000008003.jpg?v=1690229483,Beverages,vital eastern tea pouch economy pack,900.0,g,1645.0,1.8277777777777777,1396.5563616671643,1403.6782063798953,1658.1293931725
al-fateh,teas---fateh,TAPAL DANEDAR TEA 170 GM,https://alfatah.pk/products/tapal-danedar-tea-190-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/815096001158.jpg?v=1722345838,Beverages,tapal danedar tea,170.0,g,375.0,2.2058823529411766,323.949675868509,323.37012224350957,374.2624375208895
al-fateh,teas---fateh,TAPAL TEZDUM 85 GM,https://alfatah.pk/products/tapal-tezdum-95-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000169894.jpg?v=1743667845,Beverages,tapal tezdum,85.0,g,190.0,2.235294117647059,165.7525438227028,164.93927247119413,189.262687468408
al-fateh,teas---fateh,LIPTON GREEN TEA PURE CLASSIC NON-BITTER 25BAGS 32.5 GM,https://alfatah.pk/products/lipton-green-tea-pure-classic-non-bitter-25bags-32-5-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/Green-tea-Pure-25-Tea-Bags-Listing-Image-01.png?v=1747485019,Beverages,lipton green tea pure classic non-bitter 25bags,32.5,g,295.0,9.076923076923077,356.0109379917993,355.2164973924258,363.8424501114447
al-fateh,teas---fateh,TAPAL FAMILY MIXTURE PACK 85 GM,https://alfatah.pk/products/tapal-family-mixture-pack-95-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_15_29ab1a1e-5384-48f6-b874-3b57e50c3fa4.png?v=1750671553,Beverages,tapal family mixture pack,85.0,g,190.0,2.235294117647059,165.7525438227028,164.93927247119413,189.262687468408
al-fateh,teas---fateh,TAPAL DANEDAR TEA 1600 GMS,https://alfatah.pk/products/tapal-danedar-tea-1650-gms,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_58_62c61d0f-9e0a-43f6-916d-f3d14aeaa31d.png?v=1756269686,Beverages,tapal danedar tea,1600.0,g,3195.0,1.996875,2692.3732390090317,2714.234259151638,3085.244228825261
al-fateh,teas---fateh,TAPAL DANEDAR TEA BAGS (600PCS) 1200GM,https://alfatah.pk/products/tapal-danedar-tea-bags-600pcs-1200gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/815096001103_6148e004-c06c-4dbb-950e-0d8dc9b9a1a6.jpg?v=1731050225,Beverages,tapal danedar tea bags,600.0,pieces,3495.0,5.825,2693.2516629775496,2647.101644085032,3399.609334409087
al-fateh,teas---fateh,AHMAD TEA BAGS DIGEST SWEET MINT & FENNEL 20S 30 GM,https://alfatah.pk/products/ahmad-tea-bags-digest-sweet-mint-fennel-20s-30-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_9_cd052d0c-067c-44e2-88e0-c8afc7e95ea6.png?v=1738588774,Beverages,ahmad tea bags digest sweet mint & fennel 20s,30.0,g,745.0,24.833333333333332,1345.866904906329,1350.2011104528597,740.9552821161601
al-fateh,teas---fateh,TAPAL DANEDAR JAR 350 GM CP,https://alfatah.pk/products/tapal-danedar-jar-350-gm-cp,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8961103602213_9720e385-f159-4542-8e9d-1ad05b1247de.jpg?v=1745066468,Beverages,tapal danedar jar cp,350.0,g,1200.0,3.4285714285714284,1071.779218613463,1075.5522151451191,964.6881899681491
al-fateh,teas---fateh,TAPAL GREEN TEA BAGS MANGO 30PCS 45 GM,https://alfatah.pk/products/tapal-green-tea-bags-mango-30pcs-45-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000281821.jpg?v=1743668044,Beverages,tapal green tea bags mango,30.0,pieces,240.0,8.0,214.97732968671647,208.760970819973,275.2292039781119
al-fateh,teas---fateh,TAPAL INFUSIONS HIBISCUS GRREN TEA 10 GM,https://alfatah.pk/products/tapal-infusions-hibiscus-grren-tea-10-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8961103600028_161577d7-c286-4d26-ac2f-1507a6eddba6.jpg?v=1725885346,Beverages,tapal infusions hibiscus grren tea,10.0,g,285.0,28.5,587.345578095569,586.914090686328,292.5455187074847
al-fateh,teas---fateh,AHMAD TEA BAGS IMMUNE LEMON GINGER & TURMERIC 20S 30 GM,https://alfatah.pk/products/ahmad-tea-bags-immune-lemon-ginger-turmeric-20s-30-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000316633.jpg?v=1743668274,Beverages,ahmad tea bags immune lemon ginger & turmeric 20s,30.0,g,745.0,24.833333333333332,1345.866904906329,1350.2011104528597,740.9552821161601
al-fateh,teas---fateh,TAPAL FAMILY MIXTURE JAR 440 GM,https://alfatah.pk/products/tapal-family-mixture-jar-450-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/products/815096000663_1_db2845d5-453a-40ed-9f34-17d683135109.jpg?v=1704876980,Beverages,tapal family mixture jar,440.0,g,1095.0,2.4886363636363638,941.1438189081105,944.0607649376001,1147.3319361910887
al-fateh,teas---fateh,KHWAJA KENYA TEA 500 GM,https://alfatah.pk/products/khwaja-kenya-tea-500-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000114598.jpg?v=1743667556,Beverages,khwaja kenya tea,500.0,g,1095.0,2.19,934.4131317426423,937.3424893542242,1077.1969514004272
al-fateh,teas---fateh,VITAL EASTERN TEA 170 GM,https://alfatah.pk/products/vital-eastern-tea-190-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_14_aca786ca-43fd-4109-a06d-ceb0ed610a0b.png?v=1750671505,Beverages,vital eastern tea,170.0,g,350.0,2.0588235294117645,301.96300665323406,301.33523177596646,352.73641592239085
al-fateh,teas---fateh,TAPAL DANEDAR TEA PROMO SAVE RS.200 1600 GM,https://alfatah.pk/products/tapal-danedar-tea-promo-save-rs-200-1600-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8961103602299_8d844ad3-e5aa-490f-827a-0fbf04faceaa.jpg?v=1741947748,Beverages,tapal danedar tea promo save rs.200,1600.0,g,2995.0,1.871875,2526.493227158755,2546.339465796356,3046.817057127448
al-fateh,teas---fateh,AHMAD TEA BAGS BEAUTY PEACH CAROB & ROSE PETAL 20S 30 GM,https://alfatah.pk/products/ahmad-tea-bags-beauty-peach-carob-rose-petal-20s-30-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000316635_ee646a3f-f1f3-41ed-ab6f-9e55e5ee07a3.jpg?v=1755781438,Beverages,ahmad tea bags beauty peach carob & rose petal 20s,30.0,g,745.0,24.833333333333332,1345.866904906329,1350.2011104528597,740.9552821161601
al-fateh,teas---fateh,DEER TEA TEZPATTI KARAKDANA 170 GM,https://alfatah.pk/products/deer-tea-tezpatti-karakdana-170-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/3794723189056_93b5421c-14b5-47c5-8e61-eca1492c2809.jpg?v=1742902331,Beverages,deer tea tezpatti karakdana,170.0,g,370.0,2.176470588235294,319.5118075273644,318.92201114140835,371.0267734378167
al-fateh,teas---fateh,AHMAD TEA BAGS JASMINE GREEN TEA 25PCS 50 GM,https://alfatah.pk/products/ahmad-tea-bags-jasmine-green-tea-25pcs-50-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/054881004718_54821390-60b8-41d4-8951-dceb401ac8c2.jpg?v=1731050199,Beverages,ahmad tea bags jasmine green tea,25.0,pieces,445.0,17.8,543.5754145800666,529.8762959594683,434.94909329340385
al-fateh,teas---fateh,SUNBEAM LEMON GRASS TEA 150 GM,https://alfatah.pk/products/sunbeam-lemon-grass-tea-150-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8963003422410_110ea2be-a6f6-492c-b551-28da40193d70.jpg?v=1745066472,Beverages,sunbeam lemon grass tea,150.0,g,350.0,2.3333333333333335,303.48891681141845,302.84501418824027,356.501900361759
al-fateh,teas---fateh,HERB OREAL SENNA MEKKI TEA BAGS 20 PCS,https://alfatah.pk/products/herb-oreal-senna-mekki-tea-bags-20-pcs,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/WhatsApp-Image-2020-11-30-at-12.28.56-PM.jpg?v=1690216546,Beverages,herb oreal senna mekki tea bags,20.0,pieces,345.0,17.25,420.6441897595824,409.55897340152177,346.43032585871515
al-fateh,teas---fateh,TWININGS GREEN TEA GINGER 25 TEA BAGS 40 GM,https://alfatah.pk/products/twinings-green-tea-ginger-25-tea-bags-40-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/070177175221_3ddb10d0-c618-4fb1-afb8-3938f28f2d5a.jpg?v=1738841676,Beverages,twinings green tea ginger 25 tea bags,40.0,g,1295.0,32.375,2602.537673209502,2618.4038942641214,1187.357672019033
al-fateh,teas---fateh,HERB OREAL MORINGA TEA BAGS 20 PCS,https://alfatah.pk/products/herb-oreal-moringa-tea-bags-20-pcs,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/WhatsApp-Image-2020-11-30-at-12.24.36-PM.jpg?v=1690216542,Beverages,herb oreal moringa tea bags,20.0,pieces,345.0,17.25,420.6441897595824,409.55897340152177,346.43032585871515
al-fateh,teas---fateh,KHWAJA KENYA TEA 250 GM,https://alfatah.pk/products/khwaja-kenya-tea-250-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/2000000205250_1_30ce00a0-644d-4989-9397-53d337b2d846.jpg?v=1729081630,Beverages,khwaja kenya tea,250.0,g,550.0,2.2,472.9361537874821,472.9210754252081,473.38286066410046
al-fateh,teas---fateh,QUILL LEMON GRASS 60 GM,https://alfatah.pk/products/quill-lemon-grass-60-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_1_fb577634-363b-4af6-8cda-047987c60fed.png?v=1738560794,Beverages,quill lemon grass,60.0,g,220.0,3.6666666666666665,203.9686450032833,203.1070328817321,222.28291608241358
al-fateh,teas---fateh,HEMANI HERBAL TEA WITH MINT SLIM & SMART 20 BAGS 40 GM,https://alfatah.pk/products/hemani-herbal-tea-with-mint-slim-smart-20-bags-40-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8964000577387.jpg?v=1690216463,Beverages,hemani herbal tea with mint slim & smart 20 bags,40.0,g,335.0,8.375,390.56405256741886,389.881972091154,346.93667228475647
al-fateh,teas---fateh,VITAL EASTERN TEA JAR 440 GM,https://alfatah.pk/products/vital-eastern-tea-jar-425-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/products/1251662-1.jpg?v=1704876964,Beverages,vital eastern tea jar,440.0,g,999.0,2.2704545454545455,854.5991104412618,856.9068593318913,1033.8239635358846
al-fateh,teas---fateh,AHMAD TEA BAGS FRUIT & HERB LEMON & GINGER 40 GM,https://alfatah.pk/products/ahmad-tea-at020e-aluminium-enveloped-fruit-herbal-teabags,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_12_bf2cf1e4-d358-4721-b2f9-8559a1f8209a.png?v=1738589461,Beverages,ahmad tea bags fruit & herb lemon & ginger,40.0,g,795.0,19.875,1291.7153508833246,1295.8404843572787,808.2342461324172
al-fateh,teas---fateh,VITAL EASTERN TEA BAGS ROUND 80S 200 GM,https://alfatah.pk/products/vital-eastern-tea-bags-round-80s-200-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject-2023-04-05T102035.143.png?v=1690229469,Beverages,vital eastern tea bags round 80s,200.0,g,895.0,4.475,846.507032678916,848.4193255229652,894.8867295005635
al-fateh,teas---fateh,LIFESTYLE KASHMIRI TEA JAR 200 GM,https://alfatah.pk/products/lifestyle-kashmiri-tea-jar-125gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_12_71736832-2e91-4a54-8aa3-5297bcf790f0.png?v=1750671417,Beverages,lifestyle kashmiri tea jar,200.0,g,650.0,3.25,579.8058070031697,580.2091420600042,683.0785084764487
al-fateh,teas---fateh,LIFESTYLE GREEN TEA LEMON JAR 125GM,https://alfatah.pk/products/lifestyle-green-tea-lemon-jar-125gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8964000014677_1_6c723ab4-50d2-4377-be5a-35d3b5b15d5e.jpg?v=1708337749,Beverages,lifestyle green tea lemon jar,125.0,g,330.0,2.64,289.2285025149847,288.53071142593757,331.06658051960045
al-fateh,teas---fateh,TWININGS GREEN TEA MINT 25 TEA BAGS 37.5 GM,https://alfatah.pk/products/twinings-green-tea-mint-25-tea-bags-37-5-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/070177173203_41ec31fd-7138-4622-9a7f-2dd039378651.jpg?v=1738841673,Beverages,twinings green tea mint 25 tea bags,37.5,g,1295.0,34.53333333333333,2684.991031978106,2701.620823957259,1146.848938633841
al-fateh,teas---fateh,LIFESTYLE GREEN TEA REGULAR JAR 125GM,https://alfatah.pk/products/lifestyle-green-tea-regular-jar-125gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8964000014141_1.jpg?v=1711085150,Beverages,lifestyle green tea regular jar,125.0,g,330.0,2.64,289.2285025149847,288.53071142593757,331.06658051960045
al-fateh,teas---fateh,HEMANI TEA SLIM PLUS ENHANCED FORMULA 20 BAGS 40 GM,https://alfatah.pk/products/hemani-tea-slim-plus-enhanced-formula-20-bags-40-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8964000577370.jpg?v=1732705687,Beverages,hemani tea slim plus enhanced formula 20 bags,40.0,g,335.0,8.375,390.56405256741886,389.881972091154,346.93667228475647
al-fateh,teas---fateh,LIFE STYLE LEMON GRASS TEA 125 GM,https://alfatah.pk/products/life-style-lemon-grass-tea-125-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/0749524828645_ec064e3f-707b-4fa2-87ce-fe20da0018b4.jpg?v=1742206943,Beverages,life style lemon grass tea,125.0,g,360.0,2.88,318.23728840551803,317.59499616971686,355.4019227250355
al-fateh,teas---fateh,VITAL EASTERN TEA LEMON GREEN 30 BAGS 45 GM,https://alfatah.pk/products/vital-eastern-tea-lemon-green-30-bags-45-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject-2023-06-01T181007.862.png?v=1690229479,Beverages,vital eastern tea lemon green 30 bags,45.0,g,220.0,4.888888888888889,218.28624860740257,217.39388915010218,220.938324121695
al-fateh,teas---fateh,HEMANI TEA SLIM AND SMART 20 BAGS 40 GM,https://alfatah.pk/products/hemani-tea-slim-and-smart-20-bags-40-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8964000114520_b27e0f1d-81aa-427a-af59-8f758c367ee9.jpg?v=1725885357,Beverages,hemani tea slim and smart 20 bags,40.0,g,335.0,8.375,390.56405256741886,389.881972091154,346.93667228475647
al-fateh,teas---fateh,HERB OREAL TURMERIC TEA BAGS 20 PCS,https://alfatah.pk/products/herb-oreal-turmeric-tea-bags-20-pcs,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/WhatsApp-Image-2020-11-30-at-12.30.16-PM.jpg?v=1690216547,Beverages,herb oreal turmeric tea bags,20.0,pieces,345.0,17.25,420.6441897595824,409.55897340152177,346.43032585871515
al-fateh,teas---fateh,TAPAL INFUSION ORANGE SPICE GREEN TEA 10 GM,https://alfatah.pk/products/tapal-infusion-orange-spice-green-tea-10-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8961103600042_cc386534-caf3-41e0-95a5-4ca0b3bb9344.jpg?v=1725885353,Beverages,tapal infusion orange spice green tea,10.0,g,285.0,28.5,587.345578095569,586.914090686328,292.5455187074847
al-fateh,teas---fateh,LIFESTYLE GREEN TEA MINT JAR 125GM,https://alfatah.pk/products/lifestyle-green-tea-mint-jar-125gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000316492_d55c42a0-94a9-4065-9f30-e6fd8e168299.jpg?v=1743067280,Beverages,lifestyle green tea mint jar,125.0,g,330.0,2.64,289.2285025149847,288.53071142593757,331.06658051960045
al-fateh,teas---fateh,TWININGS GREEN TEA EARL GREY 25 BAGS 40 GM,https://alfatah.pk/products/twinings-green-tea-earl-grey-25-bags-40-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_8_f95f7bfe-f3a3-4094-a3a9-b177ca9a195b.jpg?v=1737973925,Beverages,twinings green tea earl grey 25 bags,40.0,g,1295.0,32.375,2602.537673209502,2618.4038942641214,1187.357672019033
al-fateh,teas---fateh,TWININGS GREEN TEA JASMINE 25 BAGS 45 GM BASIC,https://alfatah.pk/products/twinings-green-tea-jasmine-25-bags-45-gm-basic,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000005220.jpg?v=1738666157,Beverages,twinings green tea jasmine 25 bags basic,45.0,g,1245.0,27.666666666666668,2324.5489138170524,2337.7680945277066,1213.9467719139209
al-fateh,teas---fateh,KEFIR GINGER LEMON 500 ML,https://alfatah.pk/products/kefir-ginger-lemon-500-ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/1515396_c3e35e60-74ed-447e-862f-2efca6e9aa9d.jpg?v=1746790526,Beverages,kefir ginger lemon,500.0,ml,900.0,1.8,748.6144224274204,930.5267487695578,906.6712011627463
al-fateh,teas---fateh,LIFESTYLE GREEN TEA CARDAMOM JAR 125GM,https://alfatah.pk/products/lifestyle-green-tea-cardamom-jar-125gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8964000014738_1.jpg?v=1703098758,Beverages,lifestyle green tea cardamom jar,125.0,g,330.0,2.64,289.2285025149847,288.53071142593757,331.06658051960045
al-fateh,teas---fateh,TWININGS GREEN TEA PURE 25 BAGS 50 GM BASIC,https://alfatah.pk/products/twinings-green-tea-pure-25-bags-50-gm-basic,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/070177091361_6b99b26d-78c0-4c46-91e3-becca8503b43.jpg?v=1731050218,Beverages,twinings green tea pure 25 bags basic,50.0,g,1495.0,29.9,2879.866461438944,2898.9564922287336,1399.083717112564
al-fateh,teas---fateh,THERAPEUTIC EPSOM SALT LAVENDER 750 GM,https://alfatah.pk/products/therapeutic-epsom-salt-lavender-750-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_2_e0bf921e-576a-4250-a223-4beab369e7af.png?v=1754046135,Beverages,therapeutic epsom salt lavender,750.0,g,1500.0,2.0,1273.5134802639577,1279.4022732502874,1381.6930283730317
al-fateh,teas---fateh,TONIC FOR WEIGHT LOSS 500 ML,https://alfatah.pk/products/tonic-for-weight-loss-500-ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/01515398_851c2707-3420-4ebc-bc62-5c816d6fea4c.jpg?v=1747036246,Beverages,tonic for weight loss,500.0,ml,2450.0,4.9,2278.2290711634128,2844.369348029799,2378.3784710401474
al-fateh,teas---fateh,KASHMIRI TEA LOOSE 250 GM,https://alfatah.pk/products/kashmiri-tea-loose-250-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/2000000216355_1.webp?v=1690217806,Beverages,kashmiri tea loose,250.0,g,1750.0,7.0,1858.7074899894747,1869.1709187943998,1723.8999709718703
al-fateh,teas---fateh,VITAL EASTERN TEA GREEN 30 BAGS 45 GM,https://alfatah.pk/products/vital-eastern-tea-green-30-bags-45-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000115526_97d85a93-2e75-4b89-ad43-c4699b6542e1.jpg?v=1754739220,Beverages,vital eastern tea green 30 bags,45.0,g,220.0,4.888888888888889,218.28624860740257,217.39388915010218,220.938324121695
al-fateh,teas---fateh,VITAL EASTERN TEA CARDAMOM GREEN 30 BAGS 45 GM,https://alfatah.pk/products/vital-eastern-tea-cardamom-green-30-bags-45-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject-2023-04-05T104838.503.png?v=1690229473,Beverages,vital eastern tea cardamom green 30 bags,45.0,g,220.0,4.888888888888889,218.28624860740257,217.39388915010218,220.938324121695
al-fateh,teas---fateh,KENYA TEA 200 GM,https://alfatah.pk/products/kenya-tea-200-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/605_1_7a2a3319-ed46-4a04-a27b-aa0c4aa81f94.jpg?v=1715862776,Beverages,kenya tea,200.0,g,480.0,2.4,415.3337541498445,415.05078618578625,482.32903533480385
al-fateh,teas---fateh,VITAL EASTERN TEA PREMIUM BLACK 200 GM,https://alfatah.pk/products/vital-eastern-tea-premium-black-200-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/1224061-1.jpg?v=1690229485,Beverages,vital eastern tea premium black,200.0,g,445.0,2.225,383.77027764329563,383.3836639102383,446.84763051448687
al-fateh,teas---fateh,VITAL EASTERN TEA JASMINE GREEN 30 BAGS 45 GM,https://alfatah.pk/products/vital-eastern-tea-jasmine-green-30-bags-45-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8964000008829_1.jpg?v=1690229478,Beverages,vital eastern tea jasmine green 30 bags,45.0,g,220.0,4.888888888888889,218.28624860740257,217.39388915010218,220.938324121695
al-fateh,teas---fateh,TWININGS TEA ENGLISH BREAKFAST 25 TEA BAGS 50 GM,https://alfatah.pk/products/twinings-tea-english-breakfast-25-tea-bags-50-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000113920.jpg?v=1743667513,Beverages,twinings tea english breakfast 25 tea bags,50.0,g,1295.0,25.9,2341.587028469035,2355.0979682102984,1310.9367283157324
al-fateh,teas---fateh,VITAL EASTERN TURKISH TEA 150 GM,https://alfatah.pk/products/vital-eastern-turkish-tea-150-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject-2023-04-05T101718.958.png?v=1690229487,Beverages,vital eastern turkish tea,150.0,g,445.0,2.966666666666667,393.7182751206638,393.30571385466646,422.4736952161467
al-fateh,teas---fateh,HERB OREAL TEA OF LIFE TEA BAGS 20PCS,https://alfatah.pk/products/herb-oreal-tea-of-life-tea-bags-20pcs,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/WhatsApp-Image-2020-11-30-at-12.28.28-PM.jpg?v=1690216546,Beverages,herb oreal tea of life tea bags,20.0,pieces,345.0,17.25,420.6441897595824,409.55897340152177,346.43032585871515
al-fateh,teas---fateh,LIPTON YELLOW LABEL TEA BLACK 170 GM,https://alfatah.pk/products/lipton-yellow-label-tea-black-140-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/140_01.jpg?v=1715238669,Beverages,lipton yellow label tea black,170.0,g,399.0,2.347058823529412,345.52928985163936,345.0030561699638,398.3395909415927
al-fateh,teas---fateh,COOLANT FOR ACIDITY 500ML,https://alfatah.pk/products/coolant-for-acidity-500ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/01515405_c2a7ff44-339a-4ce1-a8b7-b7ec9cda113b.jpg?v=1747036108,Beverages,coolant for acidity,500.0,ml,2450.0,4.9,2278.2290711634128,2844.369348029799,2378.3784710401474
al-fateh,teas---fateh,BROOKE BOND SUPREME TEA POUCH 900 GM,https://alfatah.pk/products/brooke-bond-supreme-tea-pouch-900-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/BBSFRONT900GM.jpg?v=1703090147,Beverages,brooke bond supreme tea pouch,900.0,g,1795.0,1.9944444444444445,1521.217575842338,1529.5143228233642,1797.0562424208536
al-fateh,teas---fateh,LIPTON YELLOW LABEL DANEDAR STRONG TEA POUCH 430 GM,https://alfatah.pk/products/lipton-yellow-label-danedar-strong-tea-pouch-430-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_1_aa5dae9a-0423-4da7-ae9d-9d7b2b079342.png?v=1759558748,Beverages,lipton yellow label danedar strong tea pouch,430.0,g,1145.0,2.6627906976744184,989.4117848263277,992.6714410823342,1140.0814736915363
al-fateh,teas---fateh,GRANS KARAK CHAI 150 GM,https://alfatah.pk/products/grans-karak-chai-150-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_19_f1d0441f-861a-44fe-8685-ad5072a1a498.png?v=1738646178,Beverages,grans karak chai,150.0,g,690.0,4.6,659.2858331593208,659.9978357511673,668.3146184749831
al-fateh,teas---fateh,GRANS PESHAWARI KEHWA 85 GM PC,https://alfatah.pk/products/grans-peshawari-kehwa-85-gm-pc,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_20_15ff8f6a-4869-46a7-8518-b7d786236fb8.png?v=1738646264,Beverages,grans peshawari kehwa pc,85.0,g,595.0,7.0,642.7091970569736,643.1508284460513,602.3024283786599
al-fateh,teas---fateh,GRANS KASHMIRI CHAI 85 GM,https://alfatah.pk/products/grans-kashmiri-pink-tea,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000300454.jpg?v=1738666201,Beverages,grans kashmiri chai,85.0,g,595.0,7.0,642.7091970569736,643.1508284460513,602.3024283786599
al-fateh,teas---fateh,GRANS GRANS QUETTA CHAI 150GM,https://alfatah.pk/products/grans-quetta-chai,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_23_013bdf48-29fb-4bfa-ac2e-392fcf310d67.png?v=1738646569,Beverages,grans grans quetta chai,150.0,g,690.0,4.6,659.2858331593208,659.9978357511673,668.3146184749831
al-fateh,teas---fateh,GRANS AFGHANI KEHWA 85 GM,https://alfatah.pk/products/grans-afghani-kehwa-85-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_24_6be06e76-e514-47a8-948f-e1bd2e759ceb.png?v=1738646636,Beverages,grans afghani kehwa,85.0,g,595.0,7.0,642.7091970569736,643.1508284460513,602.3024283786599
