store,category,name,price,product_link
al-fateh,Local Drinks,MURREE BREWERY BIGG APPLE 1.5 LTR,Rs.150,https://alfatah.pk/products/murree-brewery-bigg-apple-1-5-ltr
al-fateh,Local Drinks,COKE JUMBO 2.25LTR-CARTON,"Rs.1,410",https://alfatah.pk/products/coke-jumbo-2-25ltr-carton
al-fateh,Local Drinks,COKE JUMBO 2.25LTR,Rs.235,https://alfatah.pk/products/coke-jumbo-2-25ltr
al-fateh,Local Drinks,MURREE BREWERY MALT 79 BOTTLE 250 ML,Rs.75,https://alfatah.pk/products/murree-brewery-malt-79-bottle-250-ml
al-fateh,Local Drinks,FRUITIEN JUICE JOY MANGO FRUIT DRINK 200 ML,Rs.50,https://alfatah.pk/products/fruitien-juice-joy-mango-fruit-drink-200-ml
al-fateh,Local Drinks,NESTLE JUICE FRUITA VITALS APPLE NECTAR BOTTLE 1 LTR,Rs.365,https://alfatah.pk/products/nestle-juice-fruita-vitals-apple-nectar-bottle-1-ltr
al-fateh,Local Drinks,NESCAFE WHITE CHOCOLATE MOCHA DRINK 220ML,Rs.190,https://alfatah.pk/products/nescafe-white-chocolate-mocha-drink-220ml
al-fateh,Local Drinks,FRESHER JUICE MANGO NECTAR 250ML,Rs.95,https://alfatah.pk/products/fresher-juice-mango-nectar-250ml
al-fateh,Local Drinks,FRESHER JUICE MANGO 500 ML,Rs.145,https://alfatah.pk/products/fresher-juice-mango-500-ml
al-fateh,Local Drinks,NESCAFE CHILLED HAZELNUT 220ML,Rs.170,https://alfatah.pk/products/nescafe-chilled-hazelnut-220ml
al-fateh,Local Drinks,NESCAFE SALTED CARAMEL 220 ML,Rs.170,https://alfatah.pk/products/nescafe-salted-caramel-220ml
al-fateh,Local Drinks,FRUITIEN JUICE MANGO CHAUNSA NECTAR 200 ML,Rs.65,https://alfatah.pk/products/fruitien-juice-mango-chaunsa-nectar-200-ml
al-fateh,Local Drinks,MURREE BREWERY LYCHEE MALT BOTTLE 250 ML,Rs.75,https://alfatah.pk/products/murree-brewery-lychee-malt-bottle-250-ml
al-fateh,Local Drinks,NESTLE JUICE FRUITA VITALS PEACH NECTAR BOTTLE 1 LTR,Rs.365,https://alfatah.pk/products/nestle-juice-fruita-vitals-peach-nectar-bottle-1-ltr
al-fateh,Local Drinks,MURREE BREWERY DRINK BIGG LYCHEE TIN 250 ML,Rs.80,https://alfatah.pk/products/murree-brewery-drink-bigg-lychee-tin-250-ml
al-fateh,Local Drinks,PEPSI JUMBO 2.25 LTR-CARTON,"Rs.1,230",https://alfatah.pk/products/pepsi-jumbo-2-25ltr-carton
al-fateh,Local Drinks,PEPSI JUMBO 2.25LTR,Rs.205,https://alfatah.pk/products/pepsi-jumbo-2-25ltr
al-fateh,Local Drinks,7 UP JUMBO 2.25LTR-CARTON,"Rs.1,230",https://alfatah.pk/products/7-up-jumbo-2-25ltr-carton
al-fateh,Local Drinks,7 UP JUMBO 2.25LTR,Rs.205,https://alfatah.pk/products/7-up-jumbo-2-25ltr
al-fateh,Local Drinks,PAKOLA LYCHEE FLAVOURED TIN 250 ML,Rs.100,https://alfatah.pk/products/pakola-lychee-flavoured-drink-250-ml
al-fateh,Local Drinks,HALEEB CHAUNSA FRUIT JUICE 200ML,Rs.45,https://alfatah.pk/products/haleeb-chaunsa-fruit-juice-200ml
al-fateh,Local Drinks,SHEZAN ALL PURE JUICE MANGO 1 LTR,Rs.265,https://alfatah.pk/products/shezan-all-pure-juice-mango-1-ltr
al-fateh,Local Drinks,MURREE BREWERYS STRAWBERRY MALT BOTTLE 250 ML,Rs.75,https://alfatah.pk/products/murree-brewerys-strawberry-malt-bottle-250-ml
al-fateh,Local Drinks,SPRITE ZERO PET BOTTLE 1.5 LTR,Rs.175,https://alfatah.pk/products/sprite-zero-pet-bottle-1-5-ltr
al-fateh,Local Drinks,MURREE BREWERY BIGG APPLE CAN 250 ML,Rs.80,https://alfatah.pk/products/murree-brewery-bigg-apple-can-250-ml
al-fateh,Local Drinks,NESTLE JUICE FRUITA VITALS 100% ORANGE PREMIUM 1 LTR,Rs.460,https://alfatah.pk/products/nestle-juice-fruita-vitals-100-orange-premium-1-ltr
al-fateh,Local Drinks,SHEZAN MANGO JUICE NATURAL SUN RIPENED 200 ML,Rs.45,https://alfatah.pk/products/shezan-mango-juice-natural-sun-ripened-200-ml
al-fateh,Local Drinks,MURREE BREWERYS CINDY MALT 250 ML,Rs.75,https://alfatah.pk/products/murree-brewerys-cindy-malt-250-ml
al-fateh,Local Drinks,MURREE BREWERYS POME MALT BOTTLE 250 ML,Rs.75,https://alfatah.pk/products/murree-brewerys-pome-malt-bottle-250-ml
al-fateh,Local Drinks,SHEZAN ALL PURE JUICE MANGO 200 ML,Rs.55,https://alfatah.pk/products/shezan-all-pure-juice-mango-200-ml
al-fateh,Local Drinks,FRESHER JUICE MANGO 1000 ML,Rs.275,https://alfatah.pk/products/fresher-juice-mango-1000-ml
al-fateh,Local Drinks,NESTLE JUICE FRUITA VITALS KINNOW NECTAR BOTTLE 1 LTR,Rs.365,https://alfatah.pk/products/nestle-juice-fruita-vitals-kinnow-nectar-bottle-1-ltr
al-fateh,Local Drinks,SHEZAN FRUIT PUNCH NR BOTTLE JUICE 250 ML,Rs.110,https://alfatah.pk/products/shezan-fruit-punch-nr-bottle-juice-250-ml
al-fateh,Local Drinks,FRESHER TETRA JUICE MANGO 200ML,Rs.47,https://alfatah.pk/products/fresher-tetra-juice-mango-200ml
al-fateh,Local Drinks,FRUITIEN JUICE ORANGE 200 ML,Rs.65,https://alfatah.pk/products/fruitien-juice-orange-200-ml
al-fateh,Local Drinks,PAKOLA ICE CREAM SODA BOTTLE 1.5 LTR,Rs.165,https://alfatah.pk/products/pakola-ice-cream-soda-1-5-ltr
al-fateh,Local Drinks,SHEZAN FRUIT PUNCH 200 ML 200 ML,Rs.45,https://alfatah.pk/products/shezan-fruit-punch-200-ml-200-ml
al-fateh,Local Drinks,FRUITIEN JUICE PINEAPPLE NECTAR 200 ML,Rs.65,https://alfatah.pk/products/fruitien-juice-pineapple-nectar-200-ml
al-fateh,Local Drinks,NESTLE JUICE FRUITA VITALS RED GRAPES FROM SPAIN BOTTLE 1LTR,Rs.460,https://alfatah.pk/products/nestle-juice-fruita-vitals-red-grapes-from-spain-bottle-1ltr
al-fateh,Local Drinks,FROOT FULL MANGO NECTAR CAN 250ML,Rs.120,https://alfatah.pk/products/froot-full-mango-nectar-can-250ml
al-fateh,Local Drinks,NESTLE NESFRUITA MANGO 1000ML,Rs.240,https://alfatah.pk/products/nestle-nesfruita-mango-1000ml
al-fateh,Local Drinks,MOUNTAIN DEW JUMBO 2.25 LTR,Rs.205,https://alfatah.pk/products/mountain-dew-jumbo-2-25-ltr
al-fateh,Local Drinks,COCA COLA BOTTLE 1 LTR,Rs.145,https://alfatah.pk/products/coca-cola-bottle-1-ltr
al-fateh,Local Drinks,FRESHER JUICE MANGO SUGAR FREE 500ML,Rs.115,https://alfatah.pk/products/fresher-juice-mango-sugar-free-500ml
al-fateh,Local Drinks,HALEEB TROPICO CHAUNSA FRUIT DRINK 1 LTR,Rs.210,https://alfatah.pk/products/haleeb-chaunsa-fruit-juice-1ltr
al-fateh,Local Drinks,MURREE-BREWERY LYCHEE 1500ML-CARTON,Rs.900,https://alfatah.pk/products/murree-brewery-bigg-lychee-1-5-ltr-carton
al-fateh,Local Drinks,MURREE BREWERY BIGG LYCHEE 1.5 LTR,Rs.150,https://alfatah.pk/products/murree-brewery-bigg-lychee-1-5-ltr
al-fateh,Local Drinks,FRUITIEN JUICE JOY MANGO FRUIT DRINK 1LTR,Rs.215,https://alfatah.pk/products/fruitien-juice-joy-mango-fruit-drink-1ltr
al-fateh,Local Drinks,NESTLE JUICE FRUITA VITALS GUAVA NECTAR BOTTLE 1 LTR-CARTON,"Rs.4,380",https://alfatah.pk/products/nestle-juice-fruita-vitals-guava-nectar-bottle-1-ltr-carton
al-fateh,Local Drinks,NESTLE JUICE FRUITA VITALS GUAVA NECTAR BOTTLE 1 LTR,Rs.365,https://alfatah.pk/products/nestle-juice-fruita-vitals-guava-nectar-bottle-1-ltr
al-fateh,Local Drinks,FRUITIEN JUICE APPLE NECTAR 200 ML,Rs.65,https://alfatah.pk/products/fruitien-juice-apple-nectar-200-ml
al-fateh,Local Drinks,FRUITIEN JUICE PEACH FRUIT DRINK 200ML,Rs.50,https://alfatah.pk/products/fruitien-juice-peach-fruit-drink-200ml
al-fateh,Local Drinks,NESTLE FRUITA VITALS JUICE RED ANAAR GOLD RANGE 1 LTR,Rs.460,https://alfatah.pk/products/nestle-fruita-vitals-juice-red-anaar-gold-range-1-ltr
al-fateh,Local Drinks,FRUIT FARM MANGO JUICE 500ML,Rs.85,https://alfatah.pk/products/fruit-farm-mango-juice-500ml
al-fateh,Local Drinks,FRUITIEN JUICE CHAUNSA MANGO NECTAR 1 LTR,Rs.295,https://alfatah.pk/products/fruitien-juice-chaunsa-mango-nectar-1-ltr
al-fateh,Local Drinks,FRUITIEN JUICE APPLE FRUIT DRINK 200ML,Rs.50,https://alfatah.pk/products/fruitien-juice-apple-fruit-drink-200ml
al-fateh,Local Drinks,SHEZAN POMEGRANATE NR BOTTLE JUICE 250 ML- CARTON,"Rs.1,320",https://alfatah.pk/products/shezan-pomegranate-nr-bottle-juice-250-ml-carton
al-fateh,Local Drinks,SHEZAN POMEGRANATE NR BOTTLE JUICE 250 ML,Rs.110,https://alfatah.pk/products/shezan-pomegranate-nr-bottle-juice-250-ml
al-fateh,Local Drinks,SHEZAN TWIST MANGO JUICE 200ML,Rs.45,https://alfatah.pk/products/shezan-twist-mango-juice-200ml
al-fateh,Local Drinks,FRUITIEN JUICE ORANGE 100% PURE 1 LTR,Rs.375,https://alfatah.pk/products/fruitien-juice-orange-100-pure-1-ltr
al-fateh,Local Drinks,FRUITIEN JUICE PEACH NECTAR 200 ML,Rs.65,https://alfatah.pk/products/fruitien-juice-peach-nectar-200-ml
al-fateh,Local Drinks,SHEZAN TWIST MIXED FRUIT JUICE 200ML,Rs.45,https://alfatah.pk/products/shezan-twist-mixed-fruit-juice-200ml
al-fateh,Local Drinks,FRESHER TETRA JUICE PEACH 200ML,Rs.47,https://alfatah.pk/products/fresher-tetra-juice-peach-200ml
al-fateh,Local Drinks,FRESHER TETRA JUICE POMEGRANTE 200ML,Rs.47,https://alfatah.pk/products/fresher-tetra-juice-pomegrante-200ml
al-fateh,Local Drinks,SHEZAN JUICE FRUIT PUNCH 1 LTR- CARTON,"Rs.2,700",https://alfatah.pk/products/shezan-juice-fruit-punch-1-ltr-carton
al-fateh,Local Drinks,SHEZAN JUICE FRUIT PUNCH 1 LTR,Rs.225,https://alfatah.pk/products/shezan-juice-fruit-punch-1-ltr
al-fateh,Local Drinks,SHEZAN APPLE FRUIT DRINK 200 ML,Rs.45,https://alfatah.pk/products/shezan-apple-fruit-drink-200-ml
al-fateh,Local Drinks,FROOT FULL POMEGRANATE NECTAR CAN 250ML,Rs.120,https://alfatah.pk/products/froot-full-pomegranate-nectar-can-250ml
al-fateh,Local Drinks,SHEZAN GRAPE NR BOTTLE 250 ML- CARTON,"Rs.1,320",https://alfatah.pk/products/shezan-grape-nr-bottle-250-ml-carton
al-fateh,Local Drinks,SHEZAN GRAPE NR BOTTLE 250 ML,Rs.110,https://alfatah.pk/products/shezan-grape-nr-bottle-250-ml
al-fateh,Local Drinks,NESTLE NESFRUITA APPLE 1000ML,Rs.240,https://alfatah.pk/products/nestle-nesfruita-apple-1000ml
al-fateh,Local Drinks,FROOT FULL GUAVA NECTAR CAN 250ML,Rs.120,https://alfatah.pk/products/froot-full-guava-nectar-can-250ml
al-fateh,Local Drinks,MURREE BREWERY BLITZ BERRY JOLT CAN 250ML,Rs.80,https://alfatah.pk/products/blitz-stimulant-drink-berry-jolt-250-ml
al-fateh,Local Drinks,SHEZAN JUICE MANGO 1 LTR- CARTON,"Rs.2,700",https://alfatah.pk/products/shezan-juice-mango-1-ltr-carton
al-fateh,Local Drinks,SHEZAN JUICE MANGO 1 LTR,Rs.225,https://alfatah.pk/products/shezan-juice-mango-1-ltr
al-fateh,Local Drinks,FRESHER JUICE POMEGRANATE SUGAR FREE 500ML,Rs.135,https://alfatah.pk/products/fresher-juice-pomegranate-sugar-free-500ml
al-fateh,Local Drinks,COLA NEXT 345 ML,Rs.50,https://alfatah.pk/products/cola-next-345-ml
al-fateh,Local Drinks,FRESHER RED GRAPES JUICE 500ML 500 ML,Rs.170,https://alfatah.pk/products/fresher-red-grapes-juice-500ml-500-ml
al-fateh,Local Drinks,FRUITIEN JUICE PINEAPPLE NECTAR 1 LTR,Rs.335,https://alfatah.pk/products/fruitien-juice-pineapple-nectar-1-ltr
al-fateh,Local Drinks,FRUITIEN JUICE JOY PEACH FRUIT DRINK 1LTR,Rs.215,https://alfatah.pk/products/fruitien-juice-joy-peach-fruit-drink-1ltr
al-fateh,Local Drinks,SHEZAN ALL PURE APPLE JUICE 1000 ML- CARTON,"Rs.3,180",https://alfatah.pk/products/shezan-all-pure-apple-juice-1000-ml-carton
al-fateh,Local Drinks,SHEZAN ALL PURE APPLE JUICE 1000 ML,Rs.265,https://alfatah.pk/products/shezan-all-pure-apple-juice-1000-ml
al-fateh,Local Drinks,FRESHER JUICE FALSA 500 ML,Rs.145,https://alfatah.pk/products/fresher-juice-falsa-500-ml
al-fateh,Local Drinks,FRUITIEN JUICE POMEGRANATE NECTAR 200 ML,Rs.65,https://alfatah.pk/products/fruitien-juice-pomegranate-nectar-200-ml
al-fateh,Local Drinks,TROPICO APPLE FRUIT JUICE 200ML,Rs.50,https://alfatah.pk/products/tropico-apple-fruit-juice-200ml
al-fateh,Local Drinks,FRESHER JUICE ORANGE SUGAR FREE 500ML,Rs.135,https://alfatah.pk/products/fresher-juice-orange-sugar-free-500ml
al-fateh,Local Drinks,FRUITIEN JUICE JOY APPLE FRUIT DRINK 1LTR,Rs.215,https://alfatah.pk/products/fruitien-juice-joy-apple-fruit-drink-1ltr
al-fateh,Local Drinks,SHEZAN ALL PURE APPLE JUICE 200 ML,Rs.55,https://alfatah.pk/products/shezan-all-pure-apple-juice-200-ml
al-fateh,Local Drinks,FRESHER JUICE GUAVA 250ML PC,Rs.95,https://alfatah.pk/products/fresher-juice-guava-250ml-pc
al-fateh,Local Drinks,FRESHER JUICE STRAWBERRY 500 ML,Rs.145,https://alfatah.pk/products/fresher-juice-strawberry-500-ml
al-fateh,Local Drinks,FRESHER JUICE PEACH SUGAR FREE 500ML,Rs.115,https://alfatah.pk/products/fresher-juice-peach-sugar-free-500ml
al-fateh,Local Drinks,FRESHER POMEGRANATE JUICE 500 ML,Rs.170,https://alfatah.pk/products/fresher-pomegranate-juice-500-ml
al-fateh,Local Drinks,PASION FLOAT MIGHTY MANGO CAN (SUGAR FREE) 240 ML,Rs.185,https://alfatah.pk/products/pasion-float-mighty-mango-can-sugar-free-240-ml
al-fateh,Local Drinks,FRESHER JUICE GUAVA 500 ML,Rs.145,https://alfatah.pk/products/fresher-juice-guava-500-ml
al-fateh,Local Drinks,FRUITIEN JUICE JOY COCKTAIL MIXED FRUIT 1 LTR,Rs.215,https://alfatah.pk/products/fruitien-juice-joy-cocktail-mixed-fruit-1-ltr
al-fateh,Local Drinks,MIRINDA JUMBO 2.25LTR-CARTON,"Rs.1,230",https://alfatah.pk/products/mirinda-jumbo-2-25ltr-carton
al-fateh,Local Drinks,MIRINDA JUMBO 2.25LTR,Rs.205,https://alfatah.pk/products/mirinda-jumbo-2-25ltr
al-fateh,Local Drinks,SHEZAN JUICE APPLE 1 LTR- CARTON,"Rs.2,700",https://alfatah.pk/products/shezan-juice-apple-1-ltr-carton
al-fateh,Local Drinks,SHEZAN JUICE APPLE 1 LTR,Rs.225,https://alfatah.pk/products/shezan-juice-apple-1-ltr
al-fateh,Local Drinks,FRESHER PEACH JUICE 250ML PC,Rs.95,https://alfatah.pk/products/fresher-peach-juice-250ml-pc
al-fateh,Local Drinks,FRESHER JUICE APPLE SUGAR FREE 500ML,Rs.115,https://alfatah.pk/products/fresher-juice-apple-sugar-free-500ml
al-fateh,Local Drinks,FRESHER JUICE ORANGE 500 ML,Rs.170,https://alfatah.pk/products/fresher-juice-orange-500-ml
al-fateh,Local Drinks,PASION FLOAT ORANGE & MANGO CAN (SUGAR FREE) 240 ML,Rs.185,https://alfatah.pk/products/pasion-float-orange-mango-can-sugar-free-240-ml
al-fateh,Local Drinks,FRESHER JUICE PEACH 500 ML,Rs.145,https://alfatah.pk/products/fresher-juice-peach-500-ml
al-fateh,Local Drinks,FRESHER JUICE GUAVA SUGAR FREE 500ML,Rs.115,https://alfatah.pk/products/fresher-juice-guava-sugar-free-500ml
al-fateh,Local Drinks,FRESHER JUICE PEACH 1000 ML,Rs.275,https://alfatah.pk/products/fresher-juice-peach-1000-ml
al-fateh,Local Drinks,FRESHER JUICE ORANGE 1000 ML,Rs.320,https://alfatah.pk/products/fresher-juice-orange-1000-ml
al-fateh,Local Drinks,FRUITIEN JUICE JOY RED ANAAR FRUIT DRINK 1LTR,Rs.215,https://alfatah.pk/products/fruitien-juice-joy-red-anaar-fruit-drink-1ltr
al-fateh,Local Drinks,FRUITIEN JUICE APPLE NECTAR 1 LTR,Rs.295,https://alfatah.pk/products/fruitien-juice-apple-nectar-1-ltr
al-fateh,Local Drinks,FRUITIEN JUICE PEACH NECTAR 1 LTR,Rs.295,https://alfatah.pk/products/fruitien-juice-peach-nectar-1-ltr
al-fateh,Local Drinks,QARSHI SPRINGLEY WATER 500 ML,Rs.45,https://alfatah.pk/products/qarshi-springley-water-500-ml
al-fateh,Local Drinks,FRUIT FARM MANGO FRUIT DRINK BOTTLE 1LTR,Rs.175,https://alfatah.pk/products/fruit-farm-mango-fruit-drink-1ltr
al-fateh,Local Drinks,FRUITIEN JUICE GUAVA NECTAR 200 ML,Rs.65,https://alfatah.pk/products/fruitien-juice-guava-nectar-200-ml
al-fateh,Local Drinks,FRESHER APPLE JUICE 500ML,Rs.145,https://alfatah.pk/products/fresher-apple-juice-500ml
al-fateh,Local Drinks,FRUITIEN JUICE RED GRAPES PREMIUM NECTAR 1 LTR,Rs.295,https://alfatah.pk/products/fruitien-juice-red-grapes-premium-nectar-1-ltr
al-fateh,Local Drinks,SHEZAN TWIST APPLE 200ML,Rs.45,https://alfatah.pk/products/shezan-twist-apple-200ml
al-fateh,Local Drinks,FRUITIEN JUICE GUAVA NECTAR 1 LTR,Rs.295,https://alfatah.pk/products/fruitien-juice-guava-nectar-1-ltr
al-fateh,Local Drinks,FRUIT FARM PEACH FRUIT DRINK BOTTLE 1LTR,Rs.175,https://alfatah.pk/products/fruit-farm-peach-fruit-drink-1ltr
al-fateh,Local Drinks,FRESHER JUICE GUAVA 1000 ML,Rs.275,https://alfatah.pk/products/fresher-juice-guava-1000-ml
al-fateh,Local Drinks,FRUITIEN JUICE RED GRAPES PREMIUM NECTAR 200 ML,Rs.65,https://alfatah.pk/products/fruitien-juice-red-grapes-premium-nectar-200-ml
al-fateh,Local Drinks,FRUITIEN JUICE POMEGRANATE NECTAR 1 LTR,Rs.335,https://alfatah.pk/products/fruitien-juice-pomegranate-nectar-1-ltr
al-fateh,Local Drinks,FRESHER JUICE FALSA 1000 ML,Rs.275,https://alfatah.pk/products/fresher-juice-falsa-1000-ml
al-fateh,Local Drinks,MURREE BREWERYS BLITZ MALT 250 ML,Rs.75,https://alfatah.pk/products/murree-brewerys-blitz-malt-250-ml
al-fateh,Local Drinks,FRESHER JUICE STRAWBERRY 1000 ML,Rs.275,https://alfatah.pk/products/fresher-juice-strawberry-1000-ml
al-fateh,Local Drinks,NESCAFE CHILLED HAZELNUT DRINK 220 ML 5+1PROMO,Rs.795,https://alfatah.pk/products/nescafe-chilled-hazelnut-drink-220-ml-5-1promo
al-fateh,Local Drinks,NESCAFE CHILLED SALTED CARAMEL PROMO PACK 6X220 ML,Rs.795,https://alfatah.pk/products/nescafe-chilled-salted-caramel-promo-pack-6x220-ml
al-fateh,Local Drinks,QUICE FROOTIE MANGO 250 ML,Rs.55,https://alfatah.pk/products/quice-frootie-mango-250-ml
al-fateh,Local Drinks,FRUIT FARM APPLE FRUIT DRINK BOTTLE 1LTR,Rs.175,https://alfatah.pk/products/fruit-farm-apple-fruit-drink-1ltr
al-fateh,Local Drinks,NESCAFE CHILLED LATTE 220ML 5+1 PROMO,Rs.795,https://alfatah.pk/products/nescafe-chilled-latte-220ml-5-1-promo
al-fateh,Local Drinks,FRUIT FARM POMEGRANATE 500ML JUICE 500ML,Rs.85,https://alfatah.pk/products/fruit-farm-pomegranate-500ml-juice-500ml
al-fateh,Local Drinks,QUICE FROOTIE PINK GUAVA 250 ML,Rs.55,https://alfatah.pk/products/quice-frootie-pink-guava-250-ml
al-fateh,Local Drinks,HALEEB APPLE FRUIT JUICE 1LTR,Rs.210,https://alfatah.pk/products/haleeb-apple-fruit-juice-1ltr
al-fateh,Local Drinks,PAKOLA FRESH LIME 500ML PC,Rs.85,https://alfatah.pk/products/pakola-fresh-lime-500ml-pc
al-fateh,Local Drinks,PAKOLA ICE CREAM SODA 500 ML-CARTON,"Rs.1,020",https://alfatah.pk/products/pakola-ice-cream-soda-500-ml-carton
al-fateh,Local Drinks,PAKOLA ICE CREAM SODA BOTTLE 500 ML,Rs.85,https://alfatah.pk/products/pakola-ice-cream-soda-500-ml
al-fateh,Local Drinks,FIZZUP NEXT 1000 ML,Rs.110,https://alfatah.pk/products/fizzup-1000-ml
al-fateh,Local Drinks,QUICE FROOTIE PEACH 250 ML,Rs.55,https://alfatah.pk/products/quice-frootie-peach-250-ml
al-fateh,Local Drinks,SHEZAN ALL PURE GUAVA NECTAR 1 LTR,Rs.265,https://alfatah.pk/products/shezan-all-pure-guava-nectar-1-ltr
al-fateh,Local Drinks,QUICE FROOTIE APPLE 250 ML,Rs.55,https://alfatah.pk/products/quice-frootie-apple-250-ml
al-fateh,Local Drinks,RANGO NEXT 1000 ML,Rs.110,https://alfatah.pk/products/rango-1000-ml
al-fateh,Local Drinks,NEXT DARE 1LTR,Rs.110,https://alfatah.pk/products/dare-next-1ltr
al-fateh,Local Drinks,NEXT ANAAR 1LTR,Rs.110,https://alfatah.pk/products/anaar-next-1000-ml
al-fateh,Local Drinks,PEPSI ZERO SUGAR BOTTLE 1.5 LTR,Rs.130,https://alfatah.pk/products/pepsi-zero-sugar-bottle-1-5-ltr
al-fateh,Local Drinks,DAYFRESH FULL CREAM MILK 250 ML,Rs.85,https://alfatah.pk/products/dayfresh-full-cream-milk-250-ml
al-fateh,Local Drinks,BROVARIA PEACH MALT CAN 250 ML,Rs.115,https://alfatah.pk/products/brovaria-peach-malt-can-250-ml
al-fateh,Local Drinks,NESCAFE RTD MULTI FLAVOR PACK OF 6 220 ML,Rs.795,https://alfatah.pk/products/nescafe-rtd-multi-flavor-pack-of-6-220-ml
al-fateh,Local Drinks,SHEZAN ALL PURE ORANGE JUICE 1 LTR,Rs.445,https://alfatah.pk/products/shezan-all-pure-orange-juice-1-ltr
al-fateh,Local Drinks,FIZZ UP NEXT 300ML,Rs.50,https://alfatah.pk/products/fizz-up-next-300ml
al-fateh,Local Drinks,COLA NEXT 1500 ML,Rs.130Rs.140,https://alfatah.pk/products/cola-next-1500-ml
al-fateh,Local Drinks,COLA NEXT 500 ML,Rs.70,https://alfatah.pk/products/cola-next-500-ml
al-fateh,Local Drinks,DARE NEXT 1500 ML,Rs.130Rs.140,https://alfatah.pk/products/dare-next-1500-ml
al-fateh,Local Drinks,FIZZUP 500 ML,Rs.70,https://alfatah.pk/products/fizzup-500-ml
al-fateh,Local Drinks,RANGO 1500 ML,Rs.130Rs.140,https://alfatah.pk/products/rango-1500-ml
al-fateh,Local Drinks,ZERO COLA NEXT CAN 250 ML,Rs.85,https://alfatah.pk/products/zero-cola-next-can-250-ml
al-fateh,Local Drinks,ZERO FIZUP NEXT CAN 250 ML,Rs.85,https://alfatah.pk/products/zero-fizup-next-can-250-ml
al-fateh,Local Drinks,COLA NEXT CAN 250 ML,Rs.85,https://alfatah.pk/products/cola-next-can-250-ml
al-fateh,Local Drinks,FIZUP NEXT CAN 250 ML,Rs.85,https://alfatah.pk/products/fizup-next-can-250-ml
al-fateh,Local Drinks,FRESHER CHUNKY CAN JUICE PEACH 250ML,Rs.100,https://alfatah.pk/products/fresher-chunky-can-juice-peach-250ml
al-fateh,Local Drinks,FRESHER NO ADDED SUGAR GUAVA JUICE 1000ML,Rs.230,https://alfatah.pk/products/fresher-no-added-sugar-guava-juice-1000ml
al-fateh,Local Drinks,FRESHER NO ADDED SUGAR MANGO JUICE 1000ML,Rs.230,https://alfatah.pk/products/fresher-no-added-sugar-mango-juice-1000ml
al-fateh,Local Drinks,FRESHER NO ADDED SUGAR APPLE JUICE 1000ML,Rs.230,https://alfatah.pk/products/fresher-no-added-sugar-apple-juice-1000ml
al-fateh,Local Drinks,FRESHER NO ADDED SUGAR ORANGE JUICE 1000ML,Rs.230,https://alfatah.pk/products/fresher-no-added-sugar-orange-juice-1000ml
al-fateh,Local Drinks,FRESHER NO ADDED SUGAR PEACH JUICE 1000ML,Rs.230,https://alfatah.pk/products/fresher-no-added-sugar-peach-juice-1000ml
al-fateh,Local Drinks,REVIVE LYCHEE BURST 300 ML,Rs.50,https://alfatah.pk/products/revive-lychee-burst-300-ml
al-fateh,Local Drinks,QUICE MANGO FRUIT DRINK 1000ML (PRISMA),Rs.199,https://alfatah.pk/products/quice-mango-fruit-drink-1000ml-prisma
al-fateh,Milk,OLPERS MILK FULL CREAM 250 ML,Rs.90,https://alfatah.pk/products/olpers-full-cream-milk-1
al-fateh,Milk,OLPERS MILK FULL CREAM 250 ML - POUCH CARTON,"Rs.2,520",https://alfatah.pk/products/olpers-milk-full-cream-carton-2
al-fateh,Milk,NESTLE MILKPAK MILK FULL CREAM 250ML,Rs.90,https://alfatah.pk/products/nestle-milkpak-milk-full-cream
al-fateh,Milk,NESTLE MILKPAK MILK FULL CREAM 250ML - CARTON,"Rs.2,430",https://alfatah.pk/products/nestle-milkpak-milk-full-cream-carton-1
al-fateh,Milk,OLPERS MILK 1 LTR,Rs.340,https://alfatah.pk/products/olpers-milk-full-cream
al-fateh,Milk,OLPERS MILK 1 LTR - CARTON,"Rs.4,080",https://alfatah.pk/products/olpers-milk-full-cream-carton
al-fateh,Milk,OLPERS MILK 1.5 LTR,Rs.495,https://alfatah.pk/products/olpers-full-cream-milk
al-fateh,Milk,OLPERS MILK 1.5 LTR - CARTON,"Rs.3,960",https://alfatah.pk/products/olpers-milk-full-cream-carton-1
al-fateh,Milk,Olpers Full Cream Milk 250 ML- CARTON,"Rs.2,430",https://alfatah.pk/products/olpers-flavoured-milk-chocolate-180ml-carton-1
al-fateh,Milk,OLPERS FULL CREAM MILK TBA 250 ML,Rs.90,https://alfatah.pk/products/olpers-full-cream-milk-tba-250-ml
al-fateh,Milk,NESTLE MILKPAK MILK FULL CREAM 1 LTR,Rs.350,https://alfatah.pk/products/nestle-milkpak-milk-full-cream-1
al-fateh,Milk,NESTLE MILKPAK MILK FULL CREAM 1 LTR- CARTON,"Rs.4,200",https://alfatah.pk/products/nestle-milkpak-milk-full-cream-carton
al-fateh,Milk,NURPUR FULL CREAM MILK 125 ML,Rs.52,https://alfatah.pk/products/nurpur-full-cream-milk-125-ml
al-fateh,Milk,Nurpur Full Cream Milk 125 ml (Pack of 24),"Rs.1,248",https://alfatah.pk/products/nurpur-full-cream-milk-125-ml-pack-of-24
al-fateh,Milk,NURPUR FULL CREAM MILK 1LTR,Rs.335Rs.345,https://alfatah.pk/products/nurpur-full-cream-milk-2
