store,category,name,price,product_link
al-fateh,Sauces & Soups,LOBO 2IN1 YELLOW CURRY PASTE WITH CREAMED COCONUT 100G,Rs.582Rs.685,https://alfatah.pk/products/lobo-2in1-yellow-curry-paste-with-creamed-coconut-100g
al-fateh,Sauces & Soups,S&B GOLDEN CURRY MILD 220 GM,"Rs.2,495",https://alfatah.pk/products/s-b-golden-curry-mild-220-gm
al-fateh,Sauces & Soups,KNORR INSTANT CHICKEN YAKHNI POWDER 20 GM,Rs.50,https://alfatah.pk/products/knorr-chicken-yakhni-200-ml-pcs
al-fateh,Sauces & Soups,NANDOS PERI PERI SAUCE CREAMY GARLIC X-MILD 250 GM,"Rs.1,195",https://alfatah.pk/products/nandos-sauce-creamy-garlic-x-mild-250-gm
al-fateh,Sauces & Soups,LOBO 2IN1 TOM KA PASTE WITH CREAMED COCONUT 100G,Rs.582Rs.685,https://alfatah.pk/products/lobo-2in1-tom-ka-paste-with-creamed-coconut-100g
al-fateh,Sauces & Soups,LOBO 2IN1 MASMAN CURRY PASTE WITH CREAMED COCONUT 100G,Rs.582Rs.685,https://alfatah.pk/products/lobo-2in1-masman-curry-paste-with-creamed-coconut-100g
al-fateh,Sauces & Soups,HEINZ TOMATO KETCHUP 300 GM,Rs.495,https://alfatah.pk/products/heinz-tomato-ketchup-300-gm
al-fateh,Sauces & Soups,HEINZ TOMATO KETCHUP 600 GM,Rs.945,https://alfatah.pk/products/heinz-tomato-ketchup-600-gm
al-fateh,Sauces & Soups,HEINZ BLENDED SEASAME OIL 500 ML,"Rs.1,395",https://alfatah.pk/products/heinz-blended-seasame-oil-500-ml
al-fateh,Sauces & Soups,KOKOMI SRIRACHA SAUCE 200GM,Rs.895,https://alfatah.pk/products/kokomi-sriracha-sauce-200gm
al-fateh,Sauces & Soups,GREEN FARM SAUCE BUFFALO 300 GM,Rs.795,https://alfatah.pk/products/green-farm-sauce-buffalo-300-gm
al-fateh,Sauces & Soups,AMERICAN GARDEN PIZZA SAUCE CLASSIC 397 GM,"Rs.1,595",https://alfatah.pk/products/american-garden-pizza-sauce-classic-397-gm
al-fateh,Sauces & Soups,AMERICAN GARDEN SAUCE ORIGINAL CHIKEN WING 355 ML,"Rs.1,795",https://alfatah.pk/products/american-garden-sauce-original-chiken-wing-355-ml
al-fateh,Sauces & Soups,KNORR TOMATO KETCHUP POUCH 800 GM,Rs.405,https://alfatah.pk/products/knorr-tomato-ketchup-pouch-800-gm-1
al-fateh,Sauces & Soups,SHANGRILA PIZZA SAUCE 3.8 KG CAN,"Rs.1,895",https://alfatah.pk/products/shangrila-pizza-sauce-3-8-kg-can
al-fateh,Sauces & Soups,AMERICAN GARDEN SAUCE EXTRA HOT CHIKEN WING 355 ML,"Rs.1,795",https://alfatah.pk/products/american-garden-sauce-extra-hot-chiken-wing-355-ml
al-fateh,Sauces & Soups,DIPITT KOREAN HOT SAUCE 60 ML,Rs.350,https://alfatah.pk/products/dipitt-korean-hot-sauce-60-ml
al-fateh,Sauces & Soups,AMERICAN GARDEN SAUCE SPICY GARLIC CHIKEN WING 355 ML,"Rs.1,795",https://alfatah.pk/products/american-garden-sauce-spicy-garlic-chiken-wing-355-ml
al-fateh,Sauces & Soups,RAZMIN SAUCE HOISIN 300 ML BASIC,Rs.845Rs.875,https://alfatah.pk/products/razmin-sauce-hoisin-300-ml-basic
al-fateh,Sauces & Soups,RAZMIN SRIRA ACHA FIERY HOT CHILLI SAUCE 435 ML,Rs.665,https://alfatah.pk/products/razmin-srira-acha-fiery-hot-chilli-sauce-435-ml
al-fateh,Mayo & Spreads,KRAFT CHEDDAR CHEESE 190 GM,"Rs.1,145",https://alfatah.pk/products/kraft-cheddar-cheese-190-gm
al-fateh,Mayo & Spreads,NUTELLA SPREAD HAZELNUT WITH COCOA 350 GM,"Rs.1,695",https://alfatah.pk/products/nutella-spread-hazelnut-with-cocoa-350-gm
al-fateh,Mayo & Spreads,YOUNGS FRENCH MAYONNAISE POUCH 1 LTR,Rs.575Rs.599,https://alfatah.pk/products/youngs-french-mayonnaise-pouch-1-ltr
al-fateh,Mayo & Spreads,YOUNGS FRENCH MAYONNAISE SMART POUCH 500 ML,Rs.345,https://alfatah.pk/products/youngs-french-mayonnaise-smart-pouch-500-ml
al-fateh,Mayo & Spreads,YOUNGS FRENCH MAYONNAISE YOUNGS 200 ML,Rs.160,https://alfatah.pk/products/youngs-french-mayonnaise-youngs-200-ml
al-fateh,Mayo & Spreads,YOUNGS CHICKEN SPREAD POUCH 500 ML,Rs.665,https://alfatah.pk/products/youngs-chicken-spread-pouch-500-ml
al-fateh,Mayo & Spreads,YOUNGS FRENCH CHICKEN SPREAD 200 ML,Rs.285,https://alfatah.pk/products/youngs-french-chicken-spread-200-ml
al-fateh,Mayo & Spreads,SHANGRILA CLASSIC YELLOW MUSTARD 227 GM,Rs.555,https://alfatah.pk/products/shangrila-classic-yellow-mustard-227-gm
al-fateh,Mayo & Spreads,HELLMANNS REAL MAYONNAISE POUCH 900 ML,Rs.965Rs.995,https://alfatah.pk/products/hellmanns-real-mayonnaise-pouch-900-ml
al-fateh,Mayo & Spreads,YOUNGS CHOCO BLISS HAZELNUT SPREAD WITH COCOA 350 GM,Rs.845,https://alfatah.pk/products/youngs-choco-bliss-hazelnut-spread-with-cocoa-350-gm
al-fateh,Mayo & Spreads,DIPITT THOUSAND ISLAND CREAMY DRESSING 400 ML,Rs.380,https://alfatah.pk/products/dipitt-thousand-island-creamy-dressing-400-ml
al-fateh,Mayo & Spreads,PUCK CREAM CHEESE SPREAD 140 GM,Rs.675,https://alfatah.pk/products/puck-cream-cheese-spread-140-gm
al-fateh,Mayo & Spreads,HELLMANNS REAL MAYONNAISE POUCH 475ML,Rs.565,https://alfatah.pk/products/hellmanns-real-mayonnaise-pouch-475-m
al-fateh,Mayo & Spreads,YOUNGS CHOCO BLISS MILK CHOCOLATE SPREAD 350 GM,Rs.750,https://alfatah.pk/products/youngs-choco-bliss-milk-chocolate-spread-350-gm
al-fateh,Mayo & Spreads,PUCK CREAM CHEESE SPREAD 240 GM,"Rs.1,135",https://alfatah.pk/products/puck-cream-cheese-spread-240-gm
al-fateh,Mayo & Spreads,YOUNGS CHICKEN SPREAD POUCH 1 LTR,"Rs.1,195",https://alfatah.pk/products/youngs-chicken-spread-pouch-1-ltr
al-fateh,Mayo & Spreads,AMERICAN GARDEN MUSTARD PASTE 227 GM,Rs.795,https://alfatah.pk/products/american-garden-mustard-paste-227-gm
al-fateh,Mayo & Spreads,YOUNGS RANCH SAUCE SALAD DRESSING 500 GM,Rs.650,https://alfatah.pk/products/youngs-ranch-sauce-salad-dressing-500-gm
al-fateh,Mayo & Spreads,YOUNGS RANCH SAUCE SALAD DRESSING 275 GM,Rs.435,https://alfatah.pk/products/youngs-ranch-sauce-salad-dressing-275-gm
al-fateh,Mayo & Spreads,LOTUS BISCOFF SPREAD ORIGINAL 400 GM,"Rs.1,995",https://alfatah.pk/products/lotus-biscoff-spread-original-400-gm
al-fateh,Mayo & Spreads,YOUNGS MAYO GARLIC POUCH 500 ML,Rs.545,https://alfatah.pk/products/youngs-mayo-garlic-pouch-500-ml
al-fateh,Mayo & Spreads,YOUNGS MAYONNAISE POUCH 2 LTR,"Rs.995Rs.1,045",https://alfatah.pk/products/youngs-mayonnaise-pouch-2-ltr
al-fateh,Mayo & Spreads,HELLMAN REAL MAYO THICK & CREMY 475 ML,Rs.395,https://alfatah.pk/products/hellman-real-mayo-thick-cremy-475-ml
al-fateh,Mayo & Spreads,HELLMAN REAL MAYO THICK & CREMY 900ML,Rs.695,https://alfatah.pk/products/hellman-real-mayo-thick-cremy-900ml
al-fateh,Mayo & Spreads,YOUNGS MAYO GARLC SAUCE 200 ML,Rs.250,https://alfatah.pk/products/youngs-mayo-garlc-sauce-200-ml
al-fateh,Mayo & Spreads,CHOCO HAZELNUT SPREAD WITH COCOA CHOCOLATE 25 GM,Rs.125,https://alfatah.pk/products/choco-hazelnut-spread-with-cocoa-chocolate-25-gm
al-fateh,Mayo & Spreads,YOUNGS CHOCO BLISS HAZELNUT SPREAD WITH COCOA 675 GM,"Rs.1,495",https://alfatah.pk/products/youngs-choco-bliss-hazelnut-spread-with-cocoa-675-gm
al-fateh,Mayo & Spreads,YOUNGS THOUSAND ISLAND SALAD DRESSING 275 ML,Rs.415,https://alfatah.pk/products/youngs-thousand-island-salad-dressing-275-ml
al-fateh,Mayo & Spreads,DIPITT MAYO SPICY SMOKE & CREAMY POUCH 400 GM,Rs.435,https://alfatah.pk/products/dipitt-mayo-spicy-smoke-creamy-pouch-450-gm
al-fateh,Mayo & Spreads,YOUNGS CHICKEN SPREAD BLACK PEPPER 200 GM,Rs.285,https://alfatah.pk/products/youngs-chicken-spread-black-pepper-200-gm
al-fateh,Mayo & Spreads,YOUNGS CREAMY & SALTED MAYONNAISE 1 LTR,Rs.620,https://alfatah.pk/products/youngs-creamy-salted-mayonnaise-1-ltr
al-fateh,Mayo & Spreads,SHANGRILA HONEY MUSTARD 227 GM,Rs.635,https://alfatah.pk/products/shangrila-honey-mustard-227-gm
al-fateh,Mayo & Spreads,YOUNGS MAYONNAISE CREAMY AND SALTED POUCH 500 ML,Rs.335,https://alfatah.pk/products/youngs-mayonnaise-creamy-and-salted-pouch-500-ml
al-fateh,Mayo & Spreads,AMERICAN GARDEN PEANUT BUTTER CHUNKY 340 GM,"Rs.1,545",https://alfatah.pk/products/american-garden-peanut-butter-chunky-340-gm
al-fateh,Mayo & Spreads,CHOCO MILK SPREAD CREAM CHOCOLATE 25 GM,Rs.125,https://alfatah.pk/products/choco-milk-spread-cream-chocolate-25-gm
al-fateh,Mayo & Spreads,YOUNGS CHICKEN SPREAD BLACK PEPPER 500 GM,Rs.665,https://alfatah.pk/products/youngs-chicken-spread-black-pepper-500-gm
al-fateh,Mayo & Spreads,YOUNGS THOUSAND ISLAND SALAD DRESSING 500 ML,Rs.635,https://alfatah.pk/products/youngs-thousand-island-salad-dressing-500-ml
al-fateh,Mayo & Spreads,YOUNGS CHOCO BLISS MILKY COCOA SPREAD 150 GM,Rs.360,https://alfatah.pk/products/youngs-choco-bliss-milky-cocoa-spread-150-gm
al-fateh,Mayo & Spreads,AMERICAN GARDEN MUSTARD 397 GM,"Rs.1,395",https://alfatah.pk/products/american-garden-mustard-397-gm
al-fateh,Mayo & Spreads,YOUNGS CHICKEN SPREAD FAJITA 200 ML,Rs.305,https://alfatah.pk/products/youngs-chicken-spread-fajita-200-ml
al-fateh,Mayo & Spreads,PUCK CREAM CHEESE SPREAD 500 GM,"Rs.2,095",https://alfatah.pk/products/puck-cream-cheese-spread-500-gm
al-fateh,Mayo & Spreads,YOUNGS FRENCH CHOCOLATE SPREAD 360 GM,Rs.665,https://alfatah.pk/products/youngs-french-chocolate-spread-360-gm
al-fateh,Mayo & Spreads,DIPITT GARLIC MAYO 400 GM,Rs.430,https://alfatah.pk/products/dipitt-garlic-mayo-450-gm
al-fateh,Mayo & Spreads,AMERICAN GARDEN PANCAKE SYRUP ORIGINAL 710 ML,"Rs.1,895",https://alfatah.pk/products/american-garden-pancake-syrup-original-710-ml
al-fateh,Mayo & Spreads,DIPITT LIGHT MAYO 45% LESS FAT 375 GM,Rs.345,https://alfatah.pk/products/dipitt-light-mayo-45-less-fat-375-gm
al-fateh,Mayo & Spreads,YOUNGS CREAMY & SALTED MAYONNAISE 200 ML,Rs.160,https://alfatah.pk/products/youngs-creamy-salted-mayonnaise-200-ml
al-fateh,Mayo & Spreads,NATIONAL MAYO CLASSIC THICK AND CREAMY 450 GM,Rs.335,https://alfatah.pk/products/national-mayo-classic-thick-and-creamy-500-gm
al-fateh,Mayo & Spreads,YOUNGS CHICKEN SPREAD FAJITA 500 ML,Rs.695,https://alfatah.pk/products/youngs-chicken-spread-fajita-500-ml
al-fateh,Mayo & Spreads,YOUNGS MAYO RED CHILLI POUCH 500 ML,Rs.499,https://alfatah.pk/products/youngs-mayo-red-chilli-pouch-500-ml
al-fateh,Mayo & Spreads,NATIONAL MAYO CLASSIC THICK AND CREAMY 900 ML,Rs.595,https://alfatah.pk/products/national-mayo-classic-thick-and-creamy-1000ml
al-fateh,Mayo & Spreads,YOUNGS CHOCO BLISS MILKY COCOA SPREAD 675 GM,"Rs.1,345",https://alfatah.pk/products/youngs-choco-bliss-milky-cocoa-spread-675-gm
al-fateh,Mayo & Spreads,YOUNGS MAYO DRESSING POUCH 2 LTR,Rs.645,https://alfatah.pk/products/youngs-mayo-dressing-pouch-2-ltr
al-fateh,Mayo & Spreads,HELLMANNS REAL MAYONNAISE WITH REAL EGG 4 KG,"Rs.4,745Rs.4,895",https://alfatah.pk/products/hellmanns-real-mayonnaise-with-real-egg-4-kg
al-fateh,Mayo & Spreads,YOUNGS PEANUT BUTTER CRUNCHY 340 GM,Rs.745,https://alfatah.pk/products/youngs-peanut-butter-crunchy-340-gm
al-fateh,Mayo & Spreads,REMIA DIJON MUSTARD 370 GM,"Rs.1,095",https://alfatah.pk/products/remia-dijon-mustard-370-gm
al-fateh,Mayo & Spreads,YOUNGS MAYO CHIPOTLE 500ML POUCH,Rs.475,https://alfatah.pk/products/youngs-mayo-chipotle-500ml-pouch
al-fateh,Mayo & Spreads,AL AMEERA SPREAD TAHINA 600 GM,"Rs.1,695",https://alfatah.pk/products/al-ameera-spread-tahina-600-gm
al-fateh,Mayo & Spreads,YOUNGS MAYO GARLIC SAUCE 1 LTR,Rs.995,https://alfatah.pk/products/youngs-mayo-garlic-sauce-1-ltr
al-fateh,Mayo & Spreads,DIPITT CLASSIC MAYO 400 GM,Rs.290,https://alfatah.pk/products/dipitt-classic-mayo-450-gm
al-fateh,Mayo & Spreads,KANAS CLASSIC MAYONNAISE POUCH 1LTR,Rs.445,https://alfatah.pk/products/kanas-classic-mayonnaise-pouch-1ltr
al-fateh,Mayo & Spreads,SWISS PREMIUM ORIGINAL PROCESSED CREAM CHEESE SPREAD JAR 250,Rs.645,https://alfatah.pk/products/swiss-premium-original-processed-cream-cheese-spread-jar-250
al-fateh,Mayo & Spreads,HELLMANNS CLASSIC MAYONNAISE 4 LTR,"Rs.2,795",https://alfatah.pk/products/hellmanns-classic-mayonnaise-4-ltr
al-fateh,Mayo & Spreads,YOUNGS CHOCO BLISS DOUBLE CHOCOLATE 350 GM,Rs.845,https://alfatah.pk/products/youngs-choco-bliss-double-chocolate-350-gm
al-fateh,Mayo & Spreads,YOUNGS PEANUT BUTTER CRUNCHY 454 GM,Rs.945,https://alfatah.pk/products/youngs-peanut-butter-crunchy-454-gm
al-fateh,Mayo & Spreads,YOUNGS MAYO SPICY GARLIC 500ML POUCH,Rs.485,https://alfatah.pk/products/youngs-mayo-spicy-garlic-500ml-pouch
al-fateh,Mayo & Spreads,YOUNGS FRENCH DRESSING SALAD DRESSING 275 GM,Rs.410,https://alfatah.pk/products/youngs-french-dressing-salad-dressing-275-gm
al-fateh,Mayo & Spreads,YOUNGS REAL MAYONNAISE 900 ML,Rs.935,https://alfatah.pk/products/youngs-real-mayonnaise-900-ml
al-fateh,Mayo & Spreads,YOUNGS CHOCO SPREAD 600 GM,Rs.995,https://alfatah.pk/products/youngs-choco-spread-600-gm
al-fateh,Mayo & Spreads,YOUNGS FRENCH CHICKEN BBQ SPREAD 200ML,Rs.305,https://alfatah.pk/products/youngs-french-chicken-bbq-spread-200ml
al-fateh,Mayo & Spreads,JIF SPREAD PEANUT BUTTER CREAMY 454 GM,"Rs.1,695",https://alfatah.pk/products/jif-spread-peanut-butter-creamy-454-gm
al-fateh,Mayo & Spreads,JIF SPREAD PEANUT BUTTER EXTRA CRUNCH 454 GM,"Rs.1,695",https://alfatah.pk/products/jif-spread-peanut-butter-extra-crunch-454-gm
al-fateh,Mayo & Spreads,CHOCO DOUBLE CHOCOLATE SPREAD WITH HAZELNUT 25 GM,Rs.125,https://alfatah.pk/products/choco-double-chocolate-spread-with-hazelnut-25-gm
al-fateh,Mayo & Spreads,AMERICAN KUISINE CHOCTELLA CHOCOLATE SPREAD 350 GM,Rs.995,https://alfatah.pk/products/american-kuisine-choctella-chocolate-spread-350gm
al-fateh,Mayo & Spreads,AL AMEERA SPREAD TAHINA 400 GM,"Rs.1,195",https://alfatah.pk/products/al-ameera-spread-tahina-400-gm
al-fateh,Mayo & Spreads,YOUNGS PEANUT BUTTER CREAMY 320GM,Rs.745,https://alfatah.pk/products/youngs-peanut-butter-creamy-320gm
al-fateh,Mayo & Spreads,YOUNGS MAYO SRIRACHA 500ML POUCH,Rs.535,https://alfatah.pk/products/youngs-mayo-sriracha-500ml-pouch
al-fateh,Mayo & Spreads,YOUNGS FRENCH MAYO RED CHILLI 200GM,Rs.235,https://alfatah.pk/products/youngs-french-mayo-red-chilli-200gm
al-fateh,Mayo & Spreads,DIPITT CLASSIC MAYO 800 GM,Rs.535,https://alfatah.pk/products/dipitt-classic-mayo-800-gm
al-fateh,Mayo & Spreads,SHEZAN MAYONNAISE 400 GM,Rs.280,https://alfatah.pk/products/shezan-mayonnaise-400-gm
al-fateh,Mayo & Spreads,YOUNGS REAL MAYONNAISE 450 ML,Rs.530,https://alfatah.pk/products/youngs-real-mayonnaise-450-ml
al-fateh,Mayo & Spreads,YOUNGS SANDWICH SPREAD 200 ML,Rs.225,https://alfatah.pk/products/youngs-sandwich-spread-200-ml
al-fateh,Mayo & Spreads,YOUNGS MASKA BREAKFAST SPREAD 100 GM,Rs.160,https://alfatah.pk/products/youngs-maska-breakfast-spread-100-gm
al-fateh,Mayo & Spreads,YOUNGS CHICKEN SPREAD BAR-B-QUE POUCH 500 ML,Rs.695,https://alfatah.pk/products/youngs-chicken-spread-bar-b-que-pouch-500-ml
al-fateh,Mayo & Spreads,YOUNGS SANDWICH SPREAD 500 ML,Rs.475,https://alfatah.pk/products/youngs-sandwich-spread-500-ml
al-fateh,Mayo & Spreads,CROWN PEANUT BUTTER SMOOTH & CREAMY 340 GM,"Rs.1,095",https://alfatah.pk/products/crown-peanut-butter-smooth-creamy-340-gm
al-fateh,Mayo & Spreads,YOUNGS FRENCH DRESSING SALAD DRESSING 500 GM,Rs.635,https://alfatah.pk/products/youngs-french-dressing-salad-dressing-500-gm
al-fateh,Mayo & Spreads,AMERICAN GARDEN PANCAKE SYRUP ORIGINAL 355 ML,"Rs.1,295",https://alfatah.pk/products/american-garden-pancake-syrup-original-355-ml
al-fateh,Mayo & Spreads,YOUNGS OLIVE OIL MAYONNAISE 200ML,Rs.295,https://alfatah.pk/products/youngs-olive-oil-mayonnaise-200ml
al-fateh,Mayo & Spreads,CROWN PEANUT BUTTER CHUNKY 340 GM,"Rs.1,095",https://alfatah.pk/products/crown-peanut-butter-chunky-340gm
al-fateh,Mayo & Spreads,AMERICAN GARDEN PEANUT BUTTER CREAMY 510 GM,"Rs.2,195",https://alfatah.pk/products/american-garden-peanut-butter-creamy-510-gm
al-fateh,Mayo & Spreads,DIPITT GARLIC MAYO 800 SAUCE GM,Rs.845,https://alfatah.pk/products/dipitt-garlic-mayo-800-sauce-gm
al-fateh,Mayo & Spreads,YOUNGS MAYO RED CHILLI SAUCE 1 LTR,Rs.945,https://alfatah.pk/products/youngs-mayo-red-chilli-sauce-1-ltr
al-fateh,Mayo & Spreads,FUNCHIES MINGALZ CHOCOLATE SPREAD 350 GM,Rs.595,https://alfatah.pk/products/funchies-mingalz-chocolate-spread-350-gm
al-fateh,Mayo & Spreads,SWISS PREMIUM CHEDDAR PROCESSED CREAM CHEESE SPREAD JAR 250G,Rs.645,https://alfatah.pk/products/swiss-premium-cheddar-processed-cream-cheese-spread-jar-250g
al-fateh,Mayo & Spreads,PUCK CREAM CHEESE SPREAD 910 GM,"Rs.3,595",https://alfatah.pk/products/puck-cream-cheese-spread-910-gm
al-fateh,Mayo & Spreads,YOUNGS CHICKEN SPREAD 300 ML,Rs.465,https://alfatah.pk/products/youngs-chicken-spread-300-ml
al-fateh,Mayo & Spreads,FUNCHIES MINGALZ CHOCOLATE SPREAD 1KG,"Rs.1,295",https://alfatah.pk/products/funchies-mingalz-chocolate-spread-1kg
al-fateh,Mayo & Spreads,CHOCO MILK SPREAD CREAM CHOCOLATE 180 GM,Rs.475,https://alfatah.pk/products/choco-milk-spread-cream-chocolate-180-gm
al-fateh,Mayo & Spreads,YOUNGS OLIVE OIL MAYONNAISE 500ML,Rs.595,https://alfatah.pk/products/youngs-olive-oil-mayonnaise-500ml
al-fateh,Mayo & Spreads,YOUNGS SPREAD MAYO CHUP 500 ML BASIC,Rs.390,https://alfatah.pk/products/youngs-spread-mayo-chup-500-ml-basic
al-fateh,Mayo & Spreads,FRESH ST DIJON MUSTARD 370GM,"Rs.1,195",https://alfatah.pk/products/fresh-st-dijon-mustard-370gm
al-fateh,Mayo & Spreads,SAMS TAHINA 600GM,"Rs.1,045",https://alfatah.pk/products/sams-tahina-600gm
al-fateh,Mayo & Spreads,YOUNGS REAL MAYONNAISE 200 ML,Rs.250,https://alfatah.pk/products/youngs-real-mayonnaise-200-ml
al-fateh,Mayo & Spreads,AMERICAN GARDEN SYRUP CARAMEL 680 GM,"Rs.1,445",https://alfatah.pk/products/american-garden-syrup-caramel-680-gm
al-fateh,Mayo & Spreads,DAALI PEANUT BUTTER CHUNKY 300 GM,Rs.890,https://alfatah.pk/products/daali-peanut-butter-chunky-300-gm
al-fateh,Mayo & Spreads,DIPITT FRENCH DRESSING CLASSIC TWIST 375 GM,Rs.435,https://alfatah.pk/products/dipitt-french-dressing-classic-twist-375-gm
al-fateh,Mayo & Spreads,AMERICAN GARDEN PEANUT BUTTER CHUNKY 454 GM,"Rs.2,195",https://alfatah.pk/products/american-garden-peanut-butter-chunky-510-gm
al-fateh,Mayo & Spreads,CHOCO HAZELNUT SPREAD WITH COCOA CHOCOLATE 180 GM,Rs.545,https://alfatah.pk/products/choco-hazelnut-spread-with-cocoa-chocolate-180-gm
al-fateh,Mayo & Spreads,ALMARAI CHEESE CREAM SPREAD 500 GM BASIC,"Rs.1,995",https://alfatah.pk/products/almarai-cheese-cream-spread-500-gm-basic
al-fateh,Mayo & Spreads,JUST PEANUTS BUTTER CREAMY 450 GM,"Rs.1,295",https://alfatah.pk/products/just-peanuts-butter-creamy-450-gm
al-fateh,Mayo & Spreads,JUST PEANUTS BUTTER CHUNKY 450 GM,"Rs.1,295",https://alfatah.pk/products/just-peanuts-butter-chunky-450-gm
al-fateh,Mayo & Spreads,YOUNGS SPREAD MAYO CHUP 200 ML BASIC,Rs.185,https://alfatah.pk/products/youngs-spread-mayo-chup-200-ml-basic
al-fateh,Mayo & Spreads,CHOCO MILK SPREAD CREAM CHOCOLATE 350 GM,Rs.775,https://alfatah.pk/products/choco-milk-spread-cream-chocolate-350-gm
al-fateh,Mayo & Spreads,YOUNGS CHOCO BLISS PEANUT COCOA SPREAD GLASS JAR 350GM,Rs.745,https://alfatah.pk/products/youngs-choco-bliss-peanut-cocoa-spread-glass-jar-350gm
al-fateh,Mayo & Spreads,NUTKAO CHOCOLATE SPREAD HAZELNUT WITH COCOA 400 GM,"Rs.1,295",https://alfatah.pk/products/nutkao-chocolate-spread-hazelnut-with-cocoa-400-gm
al-fateh,Mayo & Spreads,SUPERSEEDS PEANUT BUTTER 450 GM,"Rs.1,645",https://alfatah.pk/products/superseeds-peanut-butter-450-gm
al-fateh,Mayo & Spreads,NUTKAO CHOCOLATE SPREAD DUO HAZELNUT COCOA 400 GM,"Rs.1,295",https://alfatah.pk/products/nutkao-chocolate-spread-duo-hazelnut-cocoa-400-gm
al-fateh,Mayo & Spreads,PEANUT BUTTER WITH HONEY CHUNKY 450 GM,"Rs.1,295",https://alfatah.pk/products/peanut-butter-with-honey-chunky-450-gm
al-fateh,Mayo & Spreads,MR WAFFLE SPREAD CARAMEL ORIGINAL 360 GM,"Rs.750Rs.1,395",https://alfatah.pk/products/mr-waffle-caramel-waffle-26gm
al-fateh,Mayo & Spreads,NUTKAO CHOCOLATE SPREAD HAZELNUT WITH COCOA 200 GM,Rs.845,https://alfatah.pk/products/nutkao-chocolate-spread-hazelnut-with-cocoa-200-gm
al-fateh,Mayo & Spreads,AMERICAN KUISINE CHOCTELLA MILK CHOCOLATE SPREAD JAR 680GM,"Rs.1,695",https://alfatah.pk/products/american-kuisine-choctella-milk-chocolate-spread-jar-680gm
al-fateh,Mayo & Spreads,YOUNGS CHICKEN SANDWICH FILLER GARLIC PEPPER SPREAD 275 GM,Rs.645,https://alfatah.pk/products/youngs-chicken-sandwich-filler-garlic-pepper-spread-275-gm
al-fateh,Mayo & Spreads,CHOCO HAZELNUT SPREAD WITH COCOA CHOCOLATE 350 GM,Rs.995,https://alfatah.pk/products/choco-hazelnut-spread-with-cocoa-chocolate-350-gm
al-fateh,Mayo & Spreads,YOUNGS MASKA BREAKFAST SPREAD 400 GM,Rs.535,https://alfatah.pk/products/youngs-maska-breakfast-spread-400-gm
al-fateh,Mayo & Spreads,PINAR CHEESE SPREAD PROCESSED CREAM 500 GM,"Rs.1,795",https://alfatah.pk/products/pinar-cheese-spread-processed-cream-500-gm
al-fateh,Mayo & Spreads,FRESH ST. MAYO CHUP 300GM,Rs.895,https://alfatah.pk/products/fresh-st-mayo-chup-300gm
al-fateh,Mayo & Spreads,LYLES GOLDEN SYRUP 454 GM,"Rs.1,045",https://alfatah.pk/products/lyles-golden-syrup-454-gm
al-fateh,Mayo & Spreads,PEANUT BUTTER WITH HONEY CREAMY 450 GM,"Rs.1,295",https://alfatah.pk/products/peanut-butter-with-honey-creamy-450-gm
al-fateh,Mayo & Spreads,TRADITION HAZETELLA SPREAD 350 GM,"Rs.1,050",https://alfatah.pk/products/tradition-hazetella-spread-350-gm
al-fateh,Mayo & Spreads,PINAR CHEESE SPREAD PROCESSED CREAM 240 GM,Rs.995,https://alfatah.pk/products/pinar-cheese-spread-processed-cream-240-gm
al-fateh,Mayo & Spreads,FRENCHS CLASSIC YELLOW MUSTARD 226 GM,Rs.895,https://alfatah.pk/products/frenchs-mustard-yellow-classic-226-gm
al-fateh,Mayo & Spreads,AMERICAN GARDEN SYRUP CHOCOLATE FLAVORED 680 GM,"Rs.1,395",https://alfatah.pk/products/american-garden-syrup-chocolate-flavored-680-gm
al-fateh,Mayo & Spreads,AMERICAN KUISINE MILKTELLA CHOCOLATE SPREAD JAR 680GM,"Rs.1,695",https://alfatah.pk/products/american-kuisine-milktella-chocolate-spread-jar-680gm
al-fateh,Mayo & Spreads,CHOCO DOUBLE CHOCOLATE SPREAD WITH HAZELNUT 350 GM,Rs.775,https://alfatah.pk/products/choco-double-chocolate-spread-with-hazelnut-350-gm
al-fateh,Mayo & Spreads,TRADITION PEANUT BUTTER CHOCOLATE 300 GM,"Rs.1,050",https://alfatah.pk/products/tradition-peanut-butter-chocolate-300-gm
al-fateh,Mayo & Spreads,FRENCHS CLASSIC YELLOW MUSTARD NATURAL 2.97 KG,"Rs.5,295",https://alfatah.pk/products/frenchs-classic-yellow-mustard-natural-2-97-kg
al-fateh,Mayo & Spreads,NUTKAO CHOCOLATE SPREAD HAZELNUT WITH COCOA 750 GM,"Rs.2,395",https://alfatah.pk/products/nutkao-chocolate-spread-hazelnut-with-cocoa-750-gm
al-fateh,Mayo & Spreads,TRADITION PEANUT BUTTER CREAMY 300 GM,"Rs.1,050",https://alfatah.pk/products/tradition-peanut-butter-creamy-300-gm
al-fateh,Mayo & Spreads,MR WAFFLE SPREAD CARAMEL CHUNKHY 360 GM,"Rs.750Rs.1,395",https://alfatah.pk/products/copy-of-mr-waffle-spread-caramel-original-360-gm
al-fateh,Mayo & Spreads,AMERICAN KUISINE HAZELTELLA 750GM,"Rs.1,695",https://alfatah.pk/products/american-kuisine-hazeltella-750gm
